numActiveSessions:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[12].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[12].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[12].tcp.conn-558 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[12].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,372,0,360,0.446896131644,0,0.446896131644,51,0.527105589244,51,0.607137431644,0.080031842399999996,0.607268967644,0.040137108800000001,1.2806331832,100000
0.446896131644,1,2.3359322712,5,3.3359322712,1,1.2806331832,350,1.2806331832,360,2.3359322712,1,0.527105589244,47,0.607137431644,47,1.3607748312,0.080141647999999981,0.687621937336,0.120490078491999996,2.3359322712,218750
,,3.3359322712,4,4.3359322712,2,2.3359322712,331,2.3359322712,360,,,0.527105965244,247,0.607268967644,1499,2.4159747512,0.080042479999999998,0.687741857336,0.120609998491999991,3.3410519592,206875
,,3.3410519592,9,,,3.3410519592,278,3.3410519592,360,,,0.607268967644,47,0.687621937336,1499,3.4211220312,0.080070071999999991,0.76795813861,0.200826279765999981,4.1293480472,173750
,,4.1293480472,14,,,4.1293480472,278,4.1293480472,360,,,0.687621937336,47,0.687741857336,1499,4.2095241912,0.080176144000000004,0.76807805861,0.200946199765999977,4.9937313272,173750
,,4.3359322712,13,,,4.9937313272,282,4.9937313272,480,,,0.687741857336,47,0.76795813861,1499,,,0.771549072807,0.204417213962999998,,
,,4.9937313272,18,,,,,,,,,0.76795813861,47,0.76807805861,1499,,,0.776998468216,0.209866609371999967,,
,,,,,,,,,,,,0.76807805861,47,0.771549072807,1499,,,0.84821054341,0.281078684565999935,,
,,,,,,,,,,,,0.771549072807,47,0.776998468216,1499,,,0.84833046341,0.281198604565999986,,
,,,,,,,,,,,,0.776998468216,47,0.84821054341,1499,,,0.851900677607,0.284768818762999974,,
,,,,,,,,,,,,0.84821054341,47,0.84833046341,1499,,,0.857236153016,0.290104294172000009,,
,,,,,,,,,,,,0.84833046341,47,0.851900677607,1499,,,0.862754260528,0.295622401684,,
,,,,,,,,,,,,0.851900677607,47,0.857236153016,1499,,,0.867859865336,0.300728006491999931,,
,,,,,,,,,,,,0.857236153016,47,0.862754260528,1499,,,0.873772702817,0.306640843972999954,,
,,,,,,,,,,,,0.862754260528,47,0.867859865336,1499,,,0.878609797065,0.311477938221000004,,
,,,,,,,,,,,,0.867859865336,47,0.873772702817,1499,,,0.92854942741,0.361417568565999934,,
,,,,,,,,,,,,0.873772702817,47,0.878609797065,1499,,,0.92866934741,0.361537488565999984,,
,,,,,,,,,,,,0.878609797065,47,0.92854942741,1499,,,0.932238362407,0.365106503563000005,,
,,,,,,,,,,,,0.92854942741,47,0.92866934741,1499,,,0.937579837816,0.370447978971999989,,
,,,,,,,,,,,,0.92866934741,47,0.932238362407,1499,,,0.943029734928,0.375897876083999935,,
,,,,,,,,,,,,0.932238362407,47,0.937579837816,1499,,,0.948282596323,0.381150737478999966,,
,,,,,,,,,,,,0.937579837816,47,0.943029734928,1499,,,0.954130286699,0.386998427854999936,,
,,,,,,,,,,,,0.943029734928,47,0.948282596323,1499,,,0.958967401865,0.391835543020999985,,
,,,,,,,,,,,,0.948282596323,47,0.954130286699,1499,,,0.965148915603,0.398017056759000007,,
,,,,,,,,,,,,0.954130286699,47,0.958967401865,1499,,,0.969596579797,0.402464720953000008,,
,,,,,,,,,,,,0.958967401865,47,0.965148915603,1499,,,0.975445057434,0.408313198589999924,,
,,,,,,,,,,,,0.965148915603,47,0.969596579797,1499,,,0.98034224629,0.413210387446000025,,
,,,,,,,,,,,,0.969596579797,47,0.975445057434,1499,,,0.986118125442,0.418986266597999977,,
,,,,,,,,,,,,0.975445057434,47,0.98034224629,1499,,,0.991085208972,0.423953350127999948,,
,,,,,,,,,,,,0.98034224629,47,0.986118125442,1499,,,0.996702756002,0.429570897158000006,,
,,,,,,,,,,,,0.986118125442,47,0.991085208972,1499,,,1.001820752159,0.434688893314999933,,
,,,,,,,,,,,,0.991085208972,47,0.996702756002,1499,,,1.00878831141,0.441656452565999944,,
,,,,,,,,,,,,0.996702756002,47,1.001820752159,1499,,,1.012482047207,0.445350188362999997,,
,,,,,,,,,,,,1.001820752159,47,1.00878831141,1499,,,1.018628002616,0.451496143771999978,,
,,,,,,,,,,,,1.00878831141,47,1.012482047207,1499,,,1.023201590032,0.45606973118799998,,
,,,,,,,,,,,,1.012482047207,47,1.018628002616,1499,,,1.028860121123,0.461728262278999988,,
,,,,,,,,,,,,1.018628002616,47,1.023201590032,1499,,,1.034134131499,0.467002272654999937,,
,,,,,,,,,,,,1.023201590032,47,1.028860121123,1499,,,1.039425006665,0.472293147820999956,,
,,,,,,,,,,,,1.028860121123,47,1.034134131499,1499,,,1.044682519603,0.477550660758999987,,
,,,,,,,,,,,,1.034134131499,47,1.039425006665,1499,,,1.050071379797,0.482939520952999965,,
,,,,,,,,,,,,1.039425006665,47,1.044682519603,1499,,,1.055332693359,0.488200834514999957,,
,,,,,,,,,,,,1.044682519603,47,1.050071379797,1499,,,1.060780933078,0.49364907423399995,,
,,,,,,,,,,,,1.050071379797,47,1.055332693359,1499,,,1.066188752148,0.499056893303999934,,
,,,,,,,,,,,,1.055332693359,47,1.060780933078,1499,,,1.071903772972,0.504771914128000041,,
,,,,,,,,,,,,1.060780933078,47,1.066188752148,1499,,,1.076672048559,0.509540189715000033,,
,,,,,,,,,,,,1.066188752148,47,1.071903772972,1499,,,1.0844285224,0.5172966635559999,,
,,,,,,,,,,,,1.071903772972,47,1.076672048559,1499,,,1.0874662824,0.5203344235559999,,
,,,,,,,,,,,,1.076672048559,47,1.0844285224,1499,,,1.0938430024,0.526711143555999902,,
,,,,,,,,,,,,1.0844285224,47,1.0874662824,1499,,,1.0981938824,0.53106202355599996,,
,,,,,,,,,,,,1.0874662824,47,1.0938430024,1499,,,1.1042498824,0.537118023556000021,,
,,,,,,,,,,,,1.0938430024,47,1.0981938824,1499,,,1.1088488424,0.54171698355599984,,
,,,,,,,,,,,,1.0981938824,47,1.1042498824,1499,,,1.1147414024,0.547609543555999997,,
,,,,,,,,,,,,1.1042498824,47,1.1088488424,1499,,,1.119504750021,0.552372891176999833,,
,,,,,,,,,,,,1.1088488424,47,1.1147414024,1499,,,1.126122841442,0.55899098259799995,,
,,,,,,,,,,,,1.1147414024,47,1.119504750021,1499,,,1.130237641442,0.563105782597999924,,
,,,,,,,,,,,,1.119504750021,47,1.126122841442,1499,,,1.135864558753,0.568732699908999881,,
,,,,,,,,,,,,1.126122841442,47,1.130237641442,1499,,,1.140986599985,0.573854741140999988,,
,,,,,,,,,,,,1.130237641442,47,1.135864558753,1499,,,1.147725316948,0.580593458103999978,,
,,,,,,,,,,,,1.135864558753,47,1.140986599985,1499,,,1.151680756948,0.5845488981039999,,
,,,,,,,,,,,,1.140986599985,47,1.147725316948,1499,,,1.157647253359,0.5905153945149999,,
,,,,,,,,,,,,1.147725316948,47,1.151680756948,1499,,,1.162360990021,0.595229131176999934,,
,,,,,,,,,,,,1.151680756948,47,1.157647253359,1499,,,1.1685197272,0.601387868355999885,,
,,,,,,,,,,,,1.157647253359,47,1.162360990021,1499,,,1.1731022072,0.605970348355999941,,
,,,,,,,,,,,,1.162360990021,47,1.1685197272,1499,,,1.1791259664,0.61199410755600003,,
,,,,,,,,,,,,1.1685197272,47,1.1731022072,1499,,,1.1837826872,0.616650828355999933,,
,,,,,,,,,,,,1.1731022072,47,1.1791259664,1499,,,1.1896650072,0.622533148355999929,,
,,,,,,,,,,,,1.1791259664,47,1.1837826872,1499,,,1.1945126072,0.627380748355999881,,
,,,,,,,,,,,,1.1837826872,47,1.1896650072,1499,,,1.2003312472,0.633199388355999868,,
,,,,,,,,,,,,1.1896650072,47,1.1945126072,1499,,,1.2806331832,0.713501324355999996,,
,,,,,,,,,,,,1.1945126072,47,1.2003312472,1499,,,1.3609063672,0.040240442399999992,,
,,,,,,,,,,,,1.2003312472,47,1.2806331832,1311,,,1.3610262872,0.040360362400000001,,
,,,,,,,,,,,,1.2806331832,47,1.3607748312,47,,,1.3683078072,0.047641882400000001,,
,,,,,,,,,,,,1.2806335592,247,1.3609063672,1499,,,1.3701186072,0.049452682400000002,,
,,,,,,,,,,,,1.3609063672,47,1.3610262872,1499,,,1.3771206872,0.056454762399999996,,
,,,,,,,,,,,,1.3610262872,47,1.3683078072,1499,,,1.3808562072,0.060190282400000002,,
,,,,,,,,,,,,1.3683078072,47,1.3701186072,1499,,,1.3898082872,0.06914236239999999,,
,,,,,,,,,,,,1.3701186072,47,1.3771206872,1499,,,1.3931859672,0.072520042399999984,,
,,,,,,,,,,,,1.3771206872,47,1.3808562072,1499,,,1.3998342872,0.079168362399999997,,
,,,,,,,,,,,,1.3808562072,47,1.3898082872,1499,,,1.4022446872,0.081578762400000004,,
,,,,,,,,,,,,1.3898082872,47,1.3931859672,1499,,,1.4111945272,0.09052860239999999,,
,,,,,,,,,,,,1.3931859672,47,1.3998342872,1499,,,1.4128794072,0.09221348239999999,,
,,,,,,,,,,,,1.3998342872,47,1.4022446872,1499,,,1.4206306872,0.099964762399999989,,
,,,,,,,,,,,,1.4022446872,47,1.4111945272,1499,,,1.4236504472,0.1029845224,,
,,,,,,,,,,,,1.4111945272,47,1.4128794072,1499,,,1.4327290872,0.112063162399999998,,
,,,,,,,,,,,,1.4128794072,47,1.4206306872,1499,,,1.4390129272,0.118347002399999983,,
,,,,,,,,,,,,1.4206306872,47,1.4236504472,1499,,,1.4434089272,0.122743002399999994,,
,,,,,,,,,,,,1.4236504472,47,1.4327290872,1499,,,1.4539390072,0.133273082399999964,,
,,,,,,,,,,,,1.4327290872,47,1.4390129272,1499,,,1.4540589272,0.133393002399999959,,
,,,,,,,,,,,,1.4390129272,47,1.4434089272,1499,,,1.4647371672,0.144071242399999965,,
