rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.256887913585,75,0.256887913585,0.060106859999999997,3.4144683352,0,3.4144683352,0.019999999999999996,3.4144683352,0,3.4144683352,4.369026056673099827,3.4144683352,0
0.276887913585,75,0.276887913585,0.060106859999999997,4.6944683352,0,4.6944683352,0.019999999999999996,4.6944683352,0,4.6944683352,4.368884547471900232,4.6944683352,0
0.296887913585,75,0.296887913585,0.060106859999999997,,,,,,,,,,
0.316887913585,75,0.316887913585,0.060106859999999997,,,,,,,,,,
0.336887913585,75,0.336887913585,0.060106859999999997,,,,,,,,,,
0.356897946615,75,0.356897946615,0.060116893029999992,,,,,,,,,,
0.376887913585,75,0.376887913585,0.060106859999999997,,,,,,,,,,
0.396887913585,75,0.396887913585,0.060106859999999997,,,,,,,,,,
0.41683538229,75,0.41683538229,0.060054328704999992,,,,,,,,,,
0.436887913585,75,0.436887913585,0.060106859999999997,,,,,,,,,,
0.456887913585,75,0.456887913585,0.060106859999999997,,,,,,,,,,
0.476887913585,75,0.476887913585,0.060106859999999997,,,,,,,,,,
0.49683322709,75,0.49683322709,0.060052173505,,,,,,,,,,
0.51692786667,75,0.51692786667,0.060146813085,,,,,,,,,,
0.536887913585,75,0.536887913585,0.060106859999999997,,,,,,,,,,
0.556860786665,75,0.556860786665,0.060079733080000002,,,,,,,,,,
0.576887913585,75,0.576887913585,0.060106859999999997,,,,,,,,,,
0.596887520966,75,0.596887520966,0.060106467380999991,,,,,,,,,,
0.616887913585,75,0.616887913585,0.060106859999999997,,,,,,,,,,
0.636887913585,75,0.636887913585,0.060106859999999997,,,,,,,,,,
0.656872479478,75,0.656872479478,0.060091425892999996,,,,,,,,,,
0.676907833585,75,0.676907833585,0.06012677999999999,,,,,,,,,,
0.696889231416,75,0.696889231416,0.060108177830999989,,,,,,,,,,
0.716887913585,75,0.716887913585,0.060106859999999997,,,,,,,,,,
0.736887913585,75,0.736887913585,0.060106859999999997,,,,,,,,,,
0.756882670616,75,0.756882670616,0.06010161703099999,,,,,,,,,,
0.776867156216,75,0.776867156216,0.06008610263099999,,,,,,,,,,
0.796887913585,75,0.796887913585,0.060106859999999997,,,,,,,,,,
0.816804996278,75,0.816804996278,0.060023942693000001,,,,,,,,,,
0.836887913585,75,0.836887913585,0.060106859999999997,,,,,,,,,,
0.856865001016,75,0.856865001016,0.060083947430999997,,,,,,,,,,
0.876887913585,75,0.876887913585,0.060106859999999997,,,,,,,,,,
0.896907833585,75,0.896907833585,0.06012677999999999,,,,,,,,,,
0.916887913585,75,0.916887913585,0.060106859999999997,,,,,,,,,,
0.936842925816,75,0.936842925816,0.060061872230999998,,,,,,,,,,
0.956887913585,75,0.956887913585,0.060106859999999997,,,,,,,,,,
0.976950999444,75,0.976950999444,0.060169945858999998,,,,,,,,,,
0.996817284002,75,0.996817284002,0.060036230416999999,,,,,,,,,,
1.016821839416,75,1.016821839416,0.06004078583099999,,,,,,,,,,
1.036821247617,75,1.036821247617,0.06004019403199999,,,,,,,,,,
1.056840820595,75,1.056840820595,0.06005976701,,,,,,,,,,
1.076792576559,75,1.076792576559,0.060011522974000003,,,,,,,,,,
1.0969675304,75,1.0969675304,0.060186476815,,,,,,,,,,
1.1167904104,75,1.1167904104,0.060009356814999997,,,,,,,,,,
1.136838665395,75,1.136838665395,0.060057611809999994,,,,,,,,,,
1.156910341359,75,1.156910341359,0.060129287773999992,,,,,,,,,,
1.1768255352,75,1.1768255352,0.060044481614999991,,,,,,,,,,
1.1970352952,75,1.1970352952,0.060254241614999995,,,,,,,,,,
1.2168416152,75,1.2168416152,0.060060561614999993,,,,,,,,,,
1.2369684952,75,1.2369684952,0.060187441614999989,,,,,,,,,,
1.2569069752,75,1.2569069752,0.060125921614999993,,,,,,,,,,
1.2769011352,75,1.2769011352,0.060120081615,,,,,,,,,,
1.2968507352,75,1.2968507352,0.060069681614999994,,,,,,,,,,
