rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.245062080148,75,0.245062080148,0.060106859999999997,2.2307280952,0,2.2307280952,0.019999999999999996,2.2307280952,0,2.2307280952,4.369026056673099827,2.2307280952,0
0.265062080148,75,0.265062080148,0.060106859999999997,3.7458813752,0,3.7458813752,0.019999999999999996,3.7458813752,0,3.7458813752,4.368783368157799865,3.7458813752,0
0.285062080148,75,0.285062080148,0.060106859999999997,5,0,5,0.019999999999999996,5,0,5,4.36887436969429997,5,0
0.305062080148,75,0.305062080148,0.060106859999999997,,,,,,,,,,
0.325062080148,75,0.325062080148,0.060106859999999997,,,,,,,,,,
0.345062080148,75,0.345062080148,0.060106859999999997,,,,,,,,,,
0.365062080148,75,0.365062080148,0.060106859999999997,,,,,,,,,,
0.385062080148,75,0.385062080148,0.060106859999999997,,,,,,,,,,
0.405062080148,75,0.405062080148,0.060106859999999997,,,,,,,,,,
0.425062080148,75,0.425062080148,0.060106859999999997,,,,,,,,,,
0.445062080148,75,0.445062080148,0.060106859999999997,,,,,,,,,,
0.465062080148,75,0.465062080148,0.060106859999999997,,,,,,,,,,
0.485062080148,75,0.485062080148,0.060106859999999997,,,,,,,,,,
0.505082000148,75,0.505082000148,0.06012677999999999,,,,,,,,,,
0.525062080148,75,0.525062080148,0.060106859999999997,,,,,,,,,,
0.545062080148,75,0.545062080148,0.060106859999999997,,,,,,,,,,
0.564974803603,75,0.564974803603,0.060019583454999997,,,,,,,,,,
0.585062080148,75,0.585062080148,0.060106859999999997,,,,,,,,,,
0.605053527603,75,0.605053527603,0.060098307454999999,,,,,,,,,,
0.625136263666,75,0.625136263666,0.060181043517999993,,,,,,,,,,
0.644984684172,75,0.644984684172,0.060029464024,,,,,,,,,,
0.665062080148,75,0.665062080148,0.060106859999999997,,,,,,,,,,
0.685051372403,75,0.685051372403,0.060096152254999993,,,,,,,,,,
0.705121550646,75,0.705121550646,0.060166330497999992,,,,,,,,,,
0.725062080148,75,0.725062080148,0.060106859999999997,,,,,,,,,,
0.745071884172,75,0.745071884172,0.060116664023999996,,,,,,,,,,
0.765062080148,75,0.765062080148,0.060106859999999997,,,,,,,,,,
0.784980238803,75,0.784980238803,0.060025018654999997,,,,,,,,,,
0.80506150433,75,0.80506150433,0.060106284181999994,,,,,,,,,,
0.825068208972,75,0.825068208972,0.060112988823999999,,,,,,,,,,
0.845068905276,75,0.845068905276,0.060113685127999999,,,,,,,,,,
0.86508142433,75,0.86508142433,0.060126204182,,,,,,,,,,
0.88505334913,75,0.88505334913,0.060098128981999995,,,,,,,,,,
0.905307092972,75,0.905307092972,0.060351872823999993,,,,,,,,,,
0.925166750076,75,0.925166750076,0.060211529927999995,,,,,,,,,,
0.94507326913,75,0.94507326913,0.060118048982000002,,,,,,,,,,
0.965017603603,75,0.965017603603,0.060062383454999992,,,,,,,,,,
0.985135373442,75,0.985135373442,0.06018015329399999,,,,,,,,,,
1.005044674876,75,1.005044674876,0.060089454727999993,,,,,,,,,,
1.024963318032,75,1.024963318032,0.060008097883999994,,,,,,,,,,
1.045162807603,75,1.045162807603,0.060207587455000002,,,,,,,,,,
1.065082000148,75,1.065082000148,0.06012677999999999,,,,,,,,,,
1.0850287304,75,1.0850287304,0.060073510252,,,,,,,,,,
1.1052098504,75,1.1052098504,0.060254630251999993,,,,,,,,,,
1.125146089442,75,1.125146089442,0.060190869293999998,,,,,,,,,,
1.145062080148,75,1.145062080148,0.060106859999999997,,,,,,,,,,
1.1650028952,75,1.1650028952,0.060047675051999995,,,,,,,,,,
1.1851084152,75,1.1851084152,0.060153195051999993,,,,,,,,,,
1.2052905752,75,1.2052905752,0.060335355051999994,,,,,,,,,,
1.2252038552,75,1.2252038552,0.060248635051999996,,,,,,,,,,
1.2449672152,75,1.2449672152,0.060011995051999999,,,,,,,,,,
1.2650363352,75,1.2650363352,0.060081115051999991,,,,,,,,,,
1.2850051352,75,1.2850051352,0.060049915051999996,,,,,,,,,,
1.3049633752,75,1.3049633752,0.060008155051999994,,,,,,,,,,
1.3251447352,75,1.3251447352,0.060189515052,,,,,,,,,,
1.3450556152,75,1.3450556152,0.060100395052000002,,,,,,,,,,
1.3653744152,75,1.3653744152,0.060419195051999996,,,,,,,,,,
1.3849700952,75,1.3849700952,0.060014875051999996,,,,,,,,,,
1.4050334552,75,1.4050334552,0.060078235051999995,,,,,,,,,,
1.4252419352,75,1.4252419352,0.060286715051999991,,,,,,,,,,
1.4451158552,75,1.4451158552,0.060160635051999991,,,,,,,,,,
1.4649776152,75,1.4649776152,0.060022395051999993,,,,,,,,,,
1.4852840152,75,1.4852840152,0.060328795051999991,,,,,,,,,,
1.5049951352,75,1.5049951352,0.060039915052,,,,,,,,,,
1.5255103352,75,1.5255103352,0.060555115051999994,,,,,,,,,,
1.5449940152,75,1.5449940152,0.060038795051999993,,,,,,,,,,
1.5651984952,75,1.5651984952,0.060243275052,,,,,,,,,,
1.5851832152,75,1.5851832152,0.060227995051999993,,,,,,,,,,
1.6049635352,75,1.6049635352,0.060008315051999993,,,,,,,,,,
1.6250402552,75,1.6250402552,0.060085035051999996,,,,,,,,,,
1.6450198552,75,1.6450198552,0.060064635051999992,,,,,,,,,,
2.2307280952,75,2.2307280952,0.060556141960999995,,,,,,,,,,
2.2504043352,75,2.2504043352,0.060232381961000003,,,,,,,,,,
2.2701895352,75,2.2701895352,0.060017581961000001,,,,,,,,,,
2.2905572952,75,2.2905572952,0.060385341960999996,,,,,,,,,,
2.3103313752,75,2.3103313752,0.060159421960999992,,,,,,,,,,
2.3303354552,75,2.3303354552,0.060163501960999995,,,,,,,,,,
2.3502525752,75,2.3502525752,0.060080621961000002,,,,,,,,,,
2.3703808952,75,2.3703808952,0.060208941960999989,,,,,,,,,,
2.3903722552,75,2.3903722552,0.060200301960999999,,,,,,,,,,
2.4102695352,75,2.4102695352,0.060097581960999998,,,,,,,,,,
2.4302336152,75,2.4302336152,0.06006166196099999,,,,,,,,,,
2.4503120952,75,2.4503120952,0.060140141960999995,,,,,,,,,,
2.4708838552,75,2.4708838552,0.060711901961,,,,,,,,,,
2.4902155352,75,2.4902155352,0.060043581961,,,,,,,,,,
2.5102817752,75,2.5102817752,0.060109821960999995,,,,,,,,,,
2.5303564952,75,2.5303564952,0.060184541960999995,,,,,,,,,,
2.5503971352,75,2.5503971352,0.06022518196099999,,,,,,,,,,
2.5702547352,75,2.5702547352,0.060082781960999989,,,,,,,,,,
