numActiveSessions:vector baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[6].tcp.conn-619 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.804471918175,51,0.884677806803,51,0.884677806803,800,0.964891459603,0.080213652799999978,0.965022995603,1452,0.965022995603,0.040265639199999994
0.804471918175,1,0.884677806803,47,0.964891459603,47,,,,,1.045168199603,1452,1.045168199603,0.120410843200000005
0.965022995603,0,0.884678182803,847,0.965022995603,1499,,,,,1.045300119603,1452,1.045300119603,0.120542763199999985
,,0.965022995603,47,1.045168199603,1499,,,,,1.125517241442,1452,1.125517241442,0.200759885038999996
,,0.965023371603,47,1.045300119603,1499,,,,,1.125637161442,1452,1.125637161442,0.200879805038999991
,,1.045168199603,47,1.047452983603,47,,,,,1.127693801442,1452,1.127693801442,0.20293644503899999
,,1.045300119603,47,1.125517241442,1499,,,,,1.130117721442,1452,1.130117721442,0.205360365038999958
,,1.125517241442,47,1.125637161442,1499,,,,,1.2059122872,1452,1.2059122872,0.281154930796999934
,,1.125637161442,47,1.127693801442,1499,,,,,1.2060382072,1452,1.2060382072,0.281280850796999935
,,1.127693801442,47,1.130117721442,1499,,,,,1.2095458872,1452,1.2095458872,0.284788530796999949
,,1.130117721442,47,1.2059122872,1499,,,,,1.2106251672,1452,1.2106251672,0.285867810796999964
,,1.2059122872,47,1.2060382072,1499,,,,,1.2148403672,1452,1.2148403672,0.290083010796999939
,,1.2060382072,47,1.2095458872,1499,,,,,1.2202445272,1452,1.2202445272,0.29548717079699993
,,1.2095458872,47,1.2106251672,1499,,,,,1.2218154872,1452,1.2218154872,0.29705813079699994
,,1.2106251672,47,1.2148403672,1499,,,,,1.2256949272,1452,1.2256949272,0.300937570797000007
,,1.2148403672,47,1.2202445272,1499,,,,,1.2862324472,1452,1.2862324472,0.361475090797000018
,,1.2202445272,47,1.2218154872,1499,,,,,1.2863523672,1452,1.2863523672,0.361595010796999958
,,1.2218154872,47,1.2256949272,1499,,,,,1.2904596472,1452,1.2904596472,0.365702290797000005
,,1.2256949272,47,1.2862324472,1499,,,,,1.2936062872,1452,1.2936062872,0.368848930796999983
,,1.2862324472,47,1.2863523672,1499,,,,,1.2951652472,1452,1.2951652472,0.370407890796999981
,,1.2863523672,47,1.2904596472,1499,,,,,1.2992785272,1452,1.2992785272,0.374521170796999978
,,1.2904596472,47,1.2936062872,1499,,,,,1.3006036472,1452,1.3006036472,0.375846290796999936
,,1.2936062872,47,1.2951652472,1499,,,,,1.3059401272,1452,1.3059401272,0.381182770797000024
,,1.2951652472,47,1.2992785272,1499,,,,,1.3060600472,1452,1.3060600472,0.381302690796999964
,,1.2992785272,47,1.3006036472,1499,,,,,1.3114864472,1452,1.3114864472,0.386729090797000017
,,1.3006036472,47,1.3059401272,1499,,,,,1.3135538072,1452,1.3135538072,0.38879645079699998
,,1.3059401272,47,1.3060600472,1499,,,,,1.3166837272,1452,1.3166837272,0.391926370796999988
,,1.3060600472,47,1.3114864472,1499,,,,,1.3178949272,1452,1.3178949272,0.393137570796999956
,,1.3114864472,47,1.3135538072,1499,,,,,1.3222360472,1452,1.3222360472,0.397478690796999932
,,1.3135538072,47,1.3166837272,1499,,,,,1.3235791672,1452,1.3235791672,0.398821810796999963
,,1.3166837272,47,1.3178949272,1499,,,,,1.3273266872,1452,1.3273266872,0.402569330796999967
,,1.3178949272,47,1.3222360472,1499,,,,,1.3664910072,1452,1.3664910072,0.441733650796999997
,,1.3222360472,47,1.3235791672,1499,,,,,1.3666109272,1452,1.3666109272,0.441853570796999936
,,1.3235791672,47,1.3273266872,1499,,,,,1.3702385272,1452,1.3702385272,0.445481170797000001
,,1.3273266872,47,1.3664910072,1499,,,,,1.3760294072,1452,1.3760294072,0.451272050796999944
,,1.3664910072,47,1.3666109272,1499,,,,,1.3791713272,1452,1.3791713272,0.454413970796999963
