numActiveSessions:vector baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[0].tcp.conn-499 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.185473666005,51,0.265683123605,51,1.265683123605,40,1.3461384312,0.080455307594999997,1.3461457112,40,1.3461457112,0.040450901994999996
0.185473666005,1,0.265683123605,47,1.3461384312,47,1.315683123605,40,1.4263247512,0.080186320000000005,1.4263320312,40,1.4263320312,0.040178714399999995
,,1.265683123605,87,1.3461457112,87,1.365683123605,40,1.5066775512,0.080352800000000001,1.5066883512,80,1.5066883512,0.040345482399999993
,,1.3461384312,87,1.4263247512,47,1.415683123605,40,1.5871114712,0.080433919999999991,1.5871187512,40,1.5066883512,0.040345482399999993
,,1.3461457112,47,1.4263320312,87,1.465683123605,40,1.6672774712,0.080165999999999986,1.6672882712,80,1.5871187512,0.040425738399999994
,,1.4263247512,127,1.5066775512,47,1.515683123605,40,1.7476852312,0.080407759999999994,1.7476960312,80,1.6672882712,0.040158682399999992
,,1.4263320312,47,1.5066883512,127,1.565683123605,40,1.8279091512,0.080223920000000003,1.8279164312,40,1.6672882712,0.040158682399999992
,,1.5066775512,87,1.5871114712,47,1.615683123605,40,1.9082800312,0.080370880000000005,1.9083302552,528,1.7476960312,0.040399866399999997
,,1.5066883512,47,1.5871187512,87,1.665683123605,40,2.9885378712,0.080207615999999981,2.9885451512,40,1.7476960312,0.040399866399999997
,,1.5871114712,127,1.6672774712,47,1.715683123605,40,3.0687919512,0.080254080000000005,3.0687992312,40,1.8279164312,0.040215738399999992
,,1.5871187512,47,1.6672882712,127,1.765683123605,40,3.1540938712,0.085301920000000002,3.1541046712,80,1.9083302552,0.040406218399999998
,,1.6672774712,127,1.7476852312,47,2.9083302552,40,3.2345459512,0.080452079999999981,3.2345532312,40,2.9885451512,0.040203210399999994
,,1.6672882712,47,1.7476960312,127,2.9583302552,40,3.3146029912,0.080057039999999995,3.3146137912,80,3.0687992312,0.040246474399999995
,,1.7476852312,87,1.8279091512,47,3.0083302552,40,3.3948545112,0.080251519999999992,3.3948653112,80,3.1541046712,0.045294602399999994
,,1.7476960312,47,1.8279164312,87,3.0583302552,40,3.4749094712,0.08005495999999998,3.4749167512,40,3.1541046712,0.045294602399999994
,,1.8279091512,87,1.9082800312,47,3.1083302552,40,3.5550205112,0.080111039999999993,3.5550707352,528,3.2345532312,0.040443898399999997
,,1.8279164312,47,1.9083302552,575,3.1583302552,40,4.6354947512,0.080424015999999986,4.6355020312,40,3.3146137912,0.040049722400000001
,,1.9083302552,47,2.9885378712,47,3.2083302552,40,4.7159198712,0.080425119999999988,4.7159271512,40,3.3146137912,0.040049722400000001
,,2.9083302552,87,2.9885451512,87,3.2583302552,40,4.7960675512,0.080147679999999998,4.7960783512,80,3.3948653112,0.040243626399999995
,,2.9885378712,87,3.0687919512,47,3.3083302552,40,4.8765345112,0.080466960000000003,4.8765417912,40,3.3948653112,0.040243626399999995
,,2.9885451512,47,3.0687992312,87,3.3583302552,40,4.9569294712,0.080394959999999987,4.9569402712,80,3.4749167512,0.040046778399999996
,,3.0687919512,127,3.1540938712,47,3.4083302552,40,,,,,3.5550707352,0.040146378400000001
,,3.0687992312,47,3.1541046712,127,4.5550707352,40,,,,,4.6355020312,0.040419610399999999
,,3.1540938712,87,3.2345459512,47,4.6050707352,40,,,,,4.7159271512,0.040417514399999992
,,3.1541046712,47,3.2345532312,87,4.6550707352,40,,,,,4.7960783512,0.04014036239999999
,,3.2345459512,127,3.3146029912,47,4.7050707352,40,,,,,4.7960783512,0.04014036239999999
,,3.2345532312,47,3.3146137912,127,4.7550707352,40,,,,,4.8765417912,0.040458778399999992
,,3.3146029912,127,3.3948545112,47,4.8050707352,40,,,,,4.9569402712,0.040387642399999992
,,3.3146137912,47,3.3948653112,127,4.8550707352,40,,,,,4.9569402712,0.040387642399999992
,,3.3948545112,87,3.4749094712,47,4.9050707352,40,,,,,,
,,3.3948653112,47,3.4749167512,87,4.9550707352,40,,,,,,
,,3.4749094712,87,3.5550205112,47,,,,,,,,
,,3.4749167512,47,3.5550707352,575,,,,,,,,
,,3.5550707352,47,4.6354947512,47,,,,,,,,
,,4.5550707352,87,4.6355020312,87,,,,,,,,
,,4.6354947512,87,4.7159198712,47,,,,,,,,
,,4.6355020312,47,4.7159271512,87,,,,,,,,
,,4.7159198712,127,4.7960675512,47,,,,,,,,
,,4.7159271512,47,4.7960783512,127,,,,,,,,
,,4.7960675512,87,4.8765345112,47,,,,,,,,
,,4.7960783512,47,4.8765417912,87,,,,,,,,
,,4.8765345112,127,4.9569294712,47,,,,,,,,
,,4.8765417912,47,4.9569402712,127,,,,,,,,
,,4.9569294712,127,,,,,,,,,,
,,4.9569402712,47,,,,,,,,,,
