numActiveSessions:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[11].tcp.conn-611 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,320,0,360,0.741055890881,0,0.741055890881,51,0.821214847359,51,0.901257597806,0.080042750446999988,0.901389133806,0.040148016846999992,1.5836022232,100000
0.741055890881,1,2.5366469912,5,3.5366469912,1,1.5836022232,304,1.5836022232,360,2.5366469912,1,0.821214847359,47,0.901257597806,47,1.6636441912,0.08004196799999999,0.981628017806,0.120386900846999988,2.5366469912,190000
,,3.5366469912,4,4.5366469912,2,2.5366469912,357,2.5366469912,360,,,0.821215223359,247,0.901389133806,1499,2.6168049112,0.080157919999999993,0.981747937806,0.120506820846999984,3.6577953832,223125
,,3.6577953832,9,,,3.6577953832,232,3.6577953832,360,,,0.901389133806,47,0.981628017806,1499,3.7378558712,0.080060487999999985,1.061792967829,0.200551850869999991,4.4686163672,145000
,,4.4686163672,14,,,4.4686163672,414,4.4686163672,360,,,0.981628017806,47,0.981747937806,1499,4.5487892312,0.080172863999999982,1.061912887829,0.200671770869999987,,
,,4.5366469912,13,,,,,,,,,0.981747937806,47,1.061792967829,1499,,,1.066428592148,0.205187475188999989,,
,,,,,,,,,,,,1.061792967829,47,1.061912887829,1499,,,1.070824492972,0.209583376012999976,,
,,,,,,,,,,,,1.061912887829,47,1.066428592148,1499,,,1.142031851829,0.280790734869999945,,
,,,,,,,,,,,,1.066428592148,47,1.070824492972,1499,,,1.142151771829,0.280910654869999997,,
,,,,,,,,,,,,1.070824492972,47,1.142031851829,1499,,,1.147485476948,0.286244359988999995,,
,,,,,,,,,,,,1.142031851829,47,1.142151771829,1499,,,1.150961236948,0.289720119988999934,,
,,,,,,,,,,,,1.142151771829,47,1.147485476948,1499,,,1.157407413359,0.296166296399999915,,
,,,,,,,,,,,,1.147485476948,47,1.150961236948,1499,,,1.162241070021,0.300999953062000001,,
,,,,,,,,,,,,1.150961236948,47,1.157407413359,1499,,,1.1682798872,0.307038770241000012,,
,,,,,,,,,,,,1.157407413359,47,1.162241070021,1499,,,1.1723766872,0.311135570241000024,,
,,,,,,,,,,,,1.162241070021,47,1.1682798872,1499,,,1.2224150872,0.361173970240999951,,
,,,,,,,,,,,,1.1682798872,47,1.1723766872,1499,,,1.2230146872,0.361773570240999984,,
,,,,,,,,,,,,1.1723766872,47,1.2224150872,1499,,,1.2272696472,0.366028530241000014,,
,,,,,,,,,,,,1.2224150872,47,1.2230146872,1499,,,1.2313746872,0.370133570241000018,,
,,,,,,,,,,,,1.2230146872,47,1.2272696472,1499,,,1.2374655672,0.376224450240999928,,
,,,,,,,,,,,,1.2272696472,47,1.2313746872,1499,,,1.2421784472,0.380937330240999958,,
,,,,,,,,,,,,1.2313746872,47,1.2374655672,1499,,,1.2486002072,0.387359090241000013,,
,,,,,,,,,,,,1.2374655672,47,1.2421784472,1499,,,1.2528094072,0.391568290240999926,,
,,,,,,,,,,,,1.2421784472,47,1.2486002072,1499,,,1.2586152472,0.397374130240999988,,
,,,,,,,,,,,,1.2486002072,47,1.2528094072,1499,,,1.2635799672,0.402338850241000021,,
,,,,,,,,,,,,1.2528094072,47,1.2586152472,1499,,,1.2691956472,0.407954530240999922,,
,,,,,,,,,,,,1.2586152472,47,1.2635799672,1499,,,1.2742562872,0.413015170240999983,,
,,,,,,,,,,,,1.2635799672,47,1.2691956472,1499,,,1.2802899672,0.419048850241000024,,
,,,,,,,,,,,,1.2691956472,47,1.2742562872,1499,,,1.2848906072,0.423649490240999957,,
,,,,,,,,,,,,1.2742562872,47,1.2802899672,1499,,,1.2914297272,0.430188610240999966,,
,,,,,,,,,,,,1.2802899672,47,1.2848906072,1499,,,1.2956509272,0.434409810241000003,,
,,,,,,,,,,,,1.2848906072,47,1.2914297272,1499,,,1.3046030072,0.443361890240999921,,
,,,,,,,,,,,,1.2914297272,47,1.2956509272,1499,,,1.3076310072,0.446389890240999951,,
,,,,,,,,,,,,1.2956509272,47,1.3046030072,1499,,,1.3120967672,0.450855650240999936,,
,,,,,,,,,,,,1.3046030072,47,1.3076310072,1499,,,1.3170494872,0.455808370240999958,,
,,,,,,,,,,,,1.3076310072,47,1.3120967672,1499,,,1.3225958072,0.461354690240999951,,
,,,,,,,,,,,,1.3120967672,47,1.3170494872,1499,,,1.3279322872,0.466691170240999929,,
,,,,,,,,,,,,1.3170494872,47,1.3225958072,1499,,,1.3334695672,0.472228450241000017,,
,,,,,,,,,,,,1.3225958072,47,1.3279322872,1499,,,1.3384307672,0.477189650241000016,,
,,,,,,,,,,,,1.3279322872,47,1.3334695672,1499,,,1.3445753272,0.483334210240999981,,
,,,,,,,,,,,,1.3334695672,47,1.3384307672,1499,,,1.3491850072,0.487943890240999931,,
,,,,,,,,,,,,1.3384307672,47,1.3445753272,1499,,,1.3556906872,0.494449570241,,
,,,,,,,,,,,,1.3445753272,47,1.3491850072,1499,,,1.3599205272,0.498679410240999929,,
,,,,,,,,,,,,1.3491850072,47,1.3556906872,1499,,,1.3663710872,0.505129970240999924,,
,,,,,,,,,,,,1.3556906872,47,1.3599205272,1499,,,1.3705982872,0.509357170241000021,,
,,,,,,,,,,,,1.3599205272,47,1.3663710872,1499,,,1.3768748472,0.515633730240999897,,
,,,,,,,,,,,,1.3663710872,47,1.3705982872,1499,,,1.3813418872,0.520100770240999875,,
,,,,,,,,,,,,1.3705982872,47,1.3768748472,1499,,,1.3901680472,0.528926930241000013,,
,,,,,,,,,,,,1.3768748472,47,1.3813418872,1499,,,1.3929461272,0.531705010240999917,,
,,,,,,,,,,,,1.3813418872,47,1.3901680472,1499,,,1.3989948472,0.537753730241000036,,
,,,,,,,,,,,,1.3901680472,47,1.3929461272,1499,,,1.4027243672,0.541483250240999856,,
,,,,,,,,,,,,1.3929461272,47,1.3989948472,1499,,,1.4109546872,0.549713570240999869,,
,,,,,,,,,,,,1.3989948472,47,1.4027243672,1499,,,1.4133590872,0.552117970240999953,,
,,,,,,,,,,,,1.4027243672,47,1.4109546872,1499,,,1.4191818872,0.557940770240999969,,
,,,,,,,,,,,,1.4109546872,47,1.4133590872,1499,,,1.4241560472,0.56291493024099992,,
,,,,,,,,,,,,1.4133590872,47,1.4191818872,1499,,,1.4323693272,0.57112821024100002,,
