numActiveSessions:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[2].tcp.conn-524 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,140,0,240,0.273160930402,0,0.273160930402,51,0.353370388002,51,0.353370388002,0.353370388001999933,0.433402230402,0.080031842399999996,0.433533766402,0.040137108800000001,1.029434137123,100000,1.2156272712,660.604380552149903
0.273160930402,1,1.2156272712,1,3.4145744712,1,1.029434137123,123,1.029434137123,240,2.4145744712,1,0.353370388002,47,0.433402230402,47,1.029434137123,1.0294341371229998,1.1096901864,0.080256049277000001,0.513772650402,0.120375992799999997,1.2156272712,15375,2.4145744712,1189.31807859459968
,,2.4145744712,2,4.4145744712,2,2,587,2,480,,,0.353370764002,247,0.433533766402,1499,2,2,2.0803785912,0.080378591199999987,0.513892570402,0.120495912799999992,2.4145744712,73375,3.4796901992,1335.9690668659
,,3.4145744712,1,,,3,671,3,480,,,0.433533766402,47,0.513772650402,1499,2.4145744712,2.414574471199999895,3.0803885112,0.080388511199999984,0.594011534402,0.200614876800000007,3.4796901992,83875,4.4427611272,1303.534830699499703
,,3.4796901992,2,,,4,571,4,480,,,0.513772650402,47,0.513892570402,1499,3,3,4.0803811512,0.0803811512,0.594131454402,0.200734796800000003,4.4427611272,71375,,
,,4.4145744712,1,,,5,720,5,480,,,0.513892570402,47,0.594011534402,1499,3.4145744712,2.414574471199999895,,,0.596274192166,0.202877534563999982,,,,
,,4.4427611272,2,,,,,,,,,0.594011534402,47,0.594131454402,1499,4,3,,,0.599534081328,0.206137423725999967,,,,
,,,,,,,,,,,,0.594131454402,47,0.596274192166,1499,4.4145744712,2.414574471199999895,,,0.674369139202,0.280972481599999989,,,,
,,,,,,,,,,,,0.596274192166,47,0.599534081328,1499,5,3,,,0.674489059202,0.281092401599999929,,,,
,,,,,,,,,,,,0.599534081328,47,0.674369139202,1499,,,,,0.676732996166,0.283336338563999977,,,,
