rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[3].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.225567660536,75,0.225567660536,0.060106859999999997,0.837925955416,0,0.837925955416,0.019999999999999996,0.837925955416,0,0.837925955416,4.369026056673099827,0.837925955416,0
0.245567660536,75,0.245567660536,0.060106859999999997,2.1597258552,0,2.1597258552,0.019999999999999996,2.1597258552,0,2.1597258552,4.369039224738299845,2.1597258552,0
0.265567660536,75,0.265567660536,0.060106859999999997,4.3997258552,0,4.3997258552,0.019999999999999996,4.3997258552,0,4.3997258552,4.368448652893698975,4.3997258552,0
0.285567660536,75,0.285567660536,0.060106859999999997,,,,,,,,,,
0.305567660536,75,0.305567660536,0.060106859999999997,,,,,,,,,,
0.325567660536,75,0.325567660536,0.060106859999999997,,,,,,,,,,
0.345567660536,75,0.345567660536,0.060106859999999997,,,,,,,,,,
0.365567660536,75,0.365567660536,0.060106859999999997,,,,,,,,,,
0.385567660536,75,0.385567660536,0.060106859999999997,,,,,,,,,,
0.405567660536,75,0.405567660536,0.060106859999999997,,,,,,,,,,
0.425567660536,75,0.425567660536,0.060106859999999997,,,,,,,,,,
0.445567660536,75,0.445567660536,0.060106859999999997,,,,,,,,,,
0.465567660536,75,0.465567660536,0.060106859999999997,,,,,,,,,,
0.485567660536,75,0.485567660536,0.060106859999999997,,,,,,,,,,
0.505567660536,75,0.505567660536,0.060106859999999997,,,,,,,,,,
0.525587580536,75,0.525587580536,0.06012677999999999,,,,,,,,,,
0.545567660536,75,0.545567660536,0.060106859999999997,,,,,,,,,,
0.565567660536,75,0.565567660536,0.060106859999999997,,,,,,,,,,
0.585545604948,75,0.585545604948,0.060084804411999995,,,,,,,,,,
0.605567660536,75,0.605567660536,0.060106859999999997,,,,,,,,,,
0.625687580536,75,0.625687580536,0.060226779999999993,,,,,,,,,,
0.645570364172,75,0.645570364172,0.060109563635999993,,,,,,,,,,
0.665567660536,75,0.665567660536,0.060106859999999997,,,,,,,,,,
0.685617132403,75,0.685617132403,0.060156331866999992,,,,,,,,,,
0.705487310646,75,0.705487310646,0.06002651011,,,,,,,,,,
0.725689328172,75,0.725689328172,0.060228527635999992,,,,,,,,,,
0.745567660536,75,0.745567660536,0.060106859999999997,,,,,,,,,,
0.765514977203,75,0.765514977203,0.060054176666999997,,,,,,,,,,
0.837925955416,75,0.837925955416,0.060082472541999998,,,,,,,,,,
0.857956281016,75,0.857956281016,0.060112798141999989,,,,,,,,,,
0.877970262874,75,0.877970262874,0.06012677999999999,,,,,,,,,,
0.897945353585,75,0.897945353585,0.060101870710999996,,,,,,,,,,
0.917931198385,75,0.917931198385,0.060087715510999991,,,,,,,,,,
0.938054125816,75,0.938054125816,0.060210642942,,,,,,,,,,
0.957907063532,75,0.957907063532,0.060063580657999992,,,,,,,,,,
0.977950342874,75,0.977950342874,0.060106859999999997,,,,,,,,,,
0.997948804002,75,0.997948804002,0.060105321128000002,,,,,,,,,,
1.017891090616,75,1.017891090616,0.060047607741999991,,,,,,,,,,
1.037950342874,75,1.037950342874,0.060106859999999997,,,,,,,,,,
1.057950342874,75,1.057950342874,0.060106859999999997,,,,,,,,,,
1.078066568802,75,1.078066568802,0.060223085927999991,,,,,,,,,,
