numActiveSessions:vector baselineTestQoS.hostSSH[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[31].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[31].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[31].tcp.conn-637 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.913500497551,51,0.993660264972,51,1.993660264972,40,2.0741005112,0.080440246228,2.0741077912,40,2.0741077912,0.040435840627999999
0.913500497551,1,0.993660264972,47,2.0741005112,47,2.043660264972,40,2.1597126712,0.085612159999999992,2.1597199512,40,2.1597199512,0.045604554399999996
,,1.993660264972,87,2.0741077912,87,2.093660264972,40,2.2400314712,0.080318799999999995,2.2400422712,80,2.2400422712,0.0403114824
,,2.0741005112,87,2.1597126712,47,2.143660264972,40,2.3202871512,0.080255679999999995,2.3202944312,40,2.2400422712,0.0403114824
,,2.0741077912,47,2.1597199512,87,2.193660264972,40,2.4005334712,0.080246319999999981,2.4005442712,80,2.3202944312,0.040247498399999997
,,2.1597126712,127,2.2400314712,47,2.243660264972,40,2.4808813112,0.080347840000000003,2.4808921112,80,2.4005442712,0.040239002400000001
,,2.1597199512,47,2.2400422712,127,2.293660264972,40,2.5610436312,0.08016231999999998,2.5610509112,40,2.4005442712,0.040239002400000001
,,2.2400314712,87,2.3202871512,47,2.343660264972,40,2.6415003512,0.080456719999999981,2.6415505752,528,2.4808921112,0.040339946399999992
,,2.2400422712,47,2.3202944312,87,2.393660264972,40,3.7216818712,0.08013129599999999,3.7216891512,40,2.4808921112,0.040339946399999992
,,2.3202871512,127,2.4005334712,47,2.443660264972,40,3.8017182712,0.080036399999999979,3.8017255512,40,2.5610509112,0.040154138399999997
,,2.3202944312,47,2.4005442712,127,2.493660264972,40,3.8818984312,0.08018016,3.8819092312,80,2.6415505752,0.040492058400000002
,,2.4005334712,127,2.4808813112,47,3.6415505752,40,3.9619641912,0.080065759999999985,3.9619714712,40,3.7216891512,0.040126890399999989
,,2.4005442712,47,2.4808921112,127,3.6915505752,40,4.0420875512,0.080123360000000004,4.0420983512,80,3.8017255512,0.040028794399999997
,,2.4808813112,87,2.5610436312,47,3.7415505752,40,4.1225758712,0.080488320000000001,4.1225866712,80,3.8819092312,0.040172842399999991
,,2.4808921112,47,2.5610509112,87,3.7915505752,40,4.2026180312,0.08004216,4.2026253112,40,3.8819092312,0.040172842399999991
,,2.5610436312,87,2.6415003512,47,3.8415505752,40,4.2828328312,0.080214800000000002,4.2828830552,528,3.9619714712,0.040057578400000001
,,2.5610509112,47,2.6415505752,575,3.8915505752,40,,,,,4.0420983512,0.040116042399999995
,,2.6415505752,47,3.7216818712,47,3.9415505752,40,,,,,4.0420983512,0.040116042399999995
,,3.6415505752,87,3.7216891512,87,3.9915505752,40,,,,,4.1225866712,0.040480426399999991
,,3.7216818712,87,3.8017182712,47,4.0415505752,40,,,,,4.1225866712,0.040480426399999991
,,3.7216891512,47,3.8017255512,87,4.0915505752,40,,,,,4.2026253112,0.040033978400000003
,,3.8017182712,127,3.8818984312,47,4.1415505752,40,,,,,4.2828830552,0.040250138399999996
,,3.8017255512,47,3.8819092312,127,,,,,,,,
,,3.8818984312,87,3.9619641912,47,,,,,,,,
,,3.8819092312,47,3.9619714712,87,,,,,,,,
,,3.9619641912,127,4.0420875512,47,,,,,,,,
,,3.9619714712,47,4.0420983512,127,,,,,,,,
,,4.0420875512,127,4.1225758712,47,,,,,,,,
,,4.0420983512,47,4.1225866712,127,,,,,,,,
,,4.1225758712,87,4.2026180312,47,,,,,,,,
,,4.1225866712,47,4.2026253112,87,,,,,,,,
,,4.2026180312,87,4.2828328312,47,,,,,,,,
,,4.2026253112,47,4.2828830552,575,,,,,,,,
,,4.2828830552,47,,,,,,,,,,
