numActiveSessions:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[13].tcp.conn-496 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,361,0,360,0.166726765933,0,0.166726765933,51,0.246936223533,51,0.326968065933,0.080031842399999996,0.327099601933,0.040137108800000001,0.999555680166,100000
0.166726765933,1,1.8160759432,5,2.8160759432,1,0.999555680166,287,0.999555680166,360,1.8160759432,1,0.246936223533,47,0.326968065933,47,1.079718904802,0.080163224635999979,0.407338485933,0.120375992799999997,1.8160759432,179375
,,2.8160759432,4,3.8160759432,2,1.8160759432,325,1.8160759432,360,,,0.246936599533,247,0.327099601933,1499,1.8961845912,0.080108648000000004,0.407458405933,0.120495912799999992,2.8170760872,203125
,,2.8170760872,9,4.8160759432,3,2.8170760872,354,2.8170760872,360,,,0.327099601933,47,0.407338485933,1499,2.8971556312,0.080079544000000002,0.487577369933,0.200614876800000007,3.9273201592,221250
,,3.8160759432,8,,,3.9273201592,294,3.9273201592,360,,,0.407338485933,47,0.407458405933,1499,4.0076512312,0.080331072000000002,0.487697289933,0.200734796800000003,4.8879754552,183750
,,3.9273201592,13,,,4.8879754552,620,4.8879754552,480,,,0.407458405933,47,0.487577369933,1499,4.9682314712,0.080256015999999985,0.491263184127,0.204300690993999999,,
,,4.8160759432,12,,,,,,,,,0.487577369933,47,0.487697289933,1499,,,0.496522421878,0.209559928745000011,,
,,4.8879754552,17,,,,,,,,,0.487697289933,47,0.491263184127,1499,,,0.567816253933,0.280853760800000017,,
,,,,,,,,,,,,0.491263184127,47,0.496522421878,1499,,,0.567936173933,0.280973680799999957,,
,,,,,,,,,,,,0.496522421878,47,0.567816253933,1499,,,0.571502068127,0.284539574993999954,,
,,,,,,,,,,,,0.567816253933,47,0.567936173933,1499,,,0.576760106678,0.289797613544999997,,
,,,,,,,,,,,,0.567936173933,47,0.571502068127,1499,,,0.582142762772,0.295180269639000013,,
,,,,,,,,,,,,0.571502068127,47,0.576760106678,1499,,,0.587670638359,0.300708145225999977,,
,,,,,,,,,,,,0.576760106678,47,0.582142762772,1499,,,0.592806040559,0.305843547425999949,,
,,,,,,,,,,,,0.582142762772,47,0.587670638359,1499,,,0.598199670615,0.31123717748199997,,
,,,,,,,,,,,,0.587670638359,47,0.592806040559,1499,,,0.648162676323,0.361200183190000022,,
,,,,,,,,,,,,0.592806040559,47,0.598199670615,1499,,,0.648282596323,0.361320103189999961,,
,,,,,,,,,,,,0.598199670615,47,0.648162676323,1499,,,0.651739752927,0.364777259793999995,,
,,,,,,,,,,,,0.648162676323,47,0.648282596323,1499,,,0.657103791478,0.370141298344999978,,
,,,,,,,,,,,,0.648282596323,47,0.651739752927,1499,,,0.662611245759,0.375648752625999947,,
,,,,,,,,,,,,0.651739752927,47,0.657103791478,1499,,,0.667995741607,0.381033248473999995,,
,,,,,,,,,,,,0.657103791478,47,0.662611245759,1499,,,0.673144924559,0.386182431425999948,,
,,,,,,,,,,,,0.662611245759,47,0.667995741607,1499,,,0.678550916966,0.391588423832999963,,
,,,,,,,,,,,,0.667995741607,47,0.673144924559,1499,,,0.684055970076,0.39709347694300001,,
,,,,,,,,,,,,0.673144924559,47,0.678550916966,1499,,,0.689289617948,0.402327124814999991,,
,,,,,,,,,,,,0.678550916966,47,0.684055970076,1499,,,0.694597594098,0.407635100964999995,,
,,,,,,,,,,,,0.684055970076,47,0.689289617948,1499,,,0.699941525006,0.412979031873,,
,,,,,,,,,,,,0.689289617948,47,0.694597594098,1499,,,0.705618622646,0.418656129513000018,,
,,,,,,,,,,,,0.694597594098,47,0.699941525006,1499,,,0.710690668807,0.423728175674000005,,
,,,,,,,,,,,,0.699941525006,47,0.705618622646,1499,,,0.716081266557,0.429118773423999953,,
,,,,,,,,,,,,0.705618622646,47,0.710690668807,1499,,,0.721409387359,0.434446894226000022,,
,,,,,,,,,,,,0.710690668807,47,0.716081266557,1499,,,0.728401560323,0.44143906718999992,,
,,,,,,,,,,,,0.716081266557,47,0.721409387359,1499,,,0.732086133217,0.445123640083999959,,
,,,,,,,,,,,,0.721409387359,47,0.728401560323,1499,,,0.737562595478,0.450600102344999918,,
,,,,,,,,,,,,0.728401560323,47,0.732086133217,1499,,,0.742787760959,0.455825267825999967,,
,,,,,,,,,,,,0.732086133217,47,0.737562595478,1499,,,0.74832885861,0.461366365476999938,,
,,,,,,,,,,,,0.737562595478,47,0.742787760959,1499,,,0.753483808559,0.466521315425999947,,
,,,,,,,,,,,,0.742787760959,47,0.74832885861,1499,,,0.758894601766,0.471932108632999944,,
,,,,,,,,,,,,0.74832885861,47,0.753483808559,1499,,,0.764289894876,0.477327401742999921,,
,,,,,,,,,,,,0.753483808559,47,0.758894601766,1499,,,0.769589544597,0.482627051463999976,,
,,,,,,,,,,,,0.758894601766,47,0.764289894876,1499,,,0.774876318098,0.487913824965000018,,
,,,,,,,,,,,,0.764289894876,47,0.769589544597,1499,,,0.780303209806,0.493340716672999944,,
,,,,,,,,,,,,0.769589544597,47,0.774876318098,1499,,,0.785731586646,0.498769093512999914,,
,,,,,,,,,,,,0.774876318098,47,0.780303209806,1499,,,0.790926908597,0.503964415463999946,,
,,,,,,,,,,,,0.780303209806,47,0.785731586646,1499,,,0.796318951357,0.509356458223999994,,
,,,,,,,,,,,,0.785731586646,47,0.790926908597,1499,,,0.801647072159,0.514684579025999953,,
,,,,,,,,,,,,0.790926908597,47,0.796318951357,1499,,,0.807003764972,0.52004127183899995,,
,,,,,,,,,,,,0.796318951357,47,0.801647072159,1499,,,0.812425017217,0.525462524083999845,,
