rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[36].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.575294954678,75,0.575294954678,0.060043708061999989,1.795294954678,0,1.795294954678,0.019999999999999996,1.795294954678,0,1.795294954678,4.369060154586700032,1.795294954678,0
0.595358106616,75,0.595358106616,0.060106859999999997,5,0,5,0.019999999999999996,5,0,5,4.3690360957380001,5,0
0.615358106616,75,0.615358106616,0.060106859999999997,,,,,,,,,,
0.635572774557,75,0.635572774557,0.060321527940999999,,,,,,,,,,
0.655482987478,75,0.655482987478,0.06023174086199999,,,,,,,,,,
0.675378026616,75,0.675378026616,0.06012677999999999,,,,,,,,,,
0.695358106616,75,0.695358106616,0.060106859999999997,,,,,,,,,,
0.715327019357,75,0.715327019357,0.060075772740999996,,,,,,,,,,
0.735482031478,75,0.735482031478,0.060230784861999994,,,,,,,,,,
0.755358106616,75,0.755358106616,0.060106859999999997,,,,,,,,,,
2.4013892952,75,2.4013892952,0.060088267589999993,,,,,,,,,,
2.4213815352,75,2.4213815352,0.060080507589999998,,,,,,,,,,
2.4413540152,75,2.4413540152,0.060052987589999995,,,,,,,,,,
2.4617039352,75,2.4617039352,0.060402907589999998,,,,,,,,,,
2.4816172152,75,2.4816172152,0.06031618759,,,,,,,,,,
2.5013097752,75,2.5013097752,0.060008747589999994,,,,,,,,,,
2.5213984152,75,2.5213984152,0.060097387589999995,,,,,,,,,,
2.5418274552,75,2.5418274552,0.06052642759,,,,,,,,,,
2.5616564152,75,2.5616564152,0.060355387589999989,,,,,,,,,,
2.5814215352,75,2.5814215352,0.060120507589999996,,,,,,,,,,
2.6014110552,75,2.6014110552,0.060110027589999989,,,,,,,,,,
2.6216439352,75,2.6216439352,0.060342907589999994,,,,,,,,,,
2.6415525752,75,2.6415525752,0.060251547589999995,,,,,,,,,,
2.6613208952,75,2.6613208952,0.060019867589999997,,,,,,,,,,
2.6815892952,75,2.6815892952,0.060288267589999999,,,,,,,,,,
2.7015016952,75,2.7015016952,0.060200667589999992,,,,,,,,,,
2.7213665752,75,2.7213665752,0.060065547589999989,,,,,,,,,,
2.7413393752,75,2.7413393752,0.060038347589999998,,,,,,,,,,
2.7613132952,75,2.7613132952,0.060012267590000001,,,,,,,,,,
