numActiveSessions:vector baselineTestQoS.hostSSH[35].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[35].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[35].tcp.conn-486 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[35].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[35].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.10326070488,51,0.18347016248,51,1.18347016248,40,1.2635721112,0.080101948719999982,1.2635793912,40,1.2635793912,0.040097543119999995
0.10326070488,1,0.18347016248,47,1.2635721112,47,1.23347016248,40,1.3438312312,0.080259119999999989,1.3438385112,40,1.3438385112,0.040251514399999993
,,1.18347016248,87,1.2635793912,87,1.28347016248,40,1.4238944312,0.0800632,1.4239052312,80,1.4239052312,0.040055882399999992
,,1.2635721112,87,1.3438312312,47,1.33347016248,40,1.5041305112,0.080236079999999987,1.5041377912,40,1.4239052312,0.040055882399999992
,,1.2635793912,47,1.3438385112,87,1.38347016248,40,1.5841954712,0.08006495999999999,1.5842062712,80,1.5041377912,0.040227898400000003
,,1.3438312312,127,1.4238944312,47,1.43347016248,40,1.6646073112,0.080411839999999984,1.6646181112,80,1.5842062712,0.040057642399999995
,,1.3438385112,47,1.4239052312,127,1.48347016248,40,1.7447784312,0.080171119999999984,1.7447857112,40,1.5842062712,0.040057642399999995
,,1.4238944312,87,1.5041305112,47,1.53347016248,40,1.8253230712,0.08054464,1.8253732952,528,1.6646181112,0.040403946400000001
,,1.4239052312,47,1.5041377912,87,1.58347016248,40,2.9057744312,0.080401135999999983,2.9057817112,40,1.6646181112,0.040403946400000001
,,1.5041305112,127,1.5841954712,47,1.63347016248,40,2.9859908312,0.080216399999999992,2.9859981112,40,1.7447857112,0.0401629384
,,1.5041377912,47,1.5842062712,127,1.68347016248,40,3.0664815512,0.080490719999999987,3.0664923512,80,1.8253732952,0.040579978399999993
,,1.5841954712,127,1.6646073112,47,2.8253732952,40,3.1487526712,0.082271120000000002,3.1487599512,40,2.9057817112,0.040396730399999996
,,1.5842062712,47,1.6646181112,127,2.8753732952,40,3.2310483512,0.082295679999999981,3.2310591512,80,2.9859981112,0.040208794399999997
,,1.6646073112,87,1.7447784312,47,2.9253732952,40,3.3124245112,0.081376160000000002,3.3124353112,80,3.0664923512,0.040483402399999992
,,1.6646181112,47,1.7447857112,87,2.9753732952,40,3.3931589112,0.080734399999999983,3.3931661912,40,3.0664923512,0.040483402399999992
,,1.7447784312,87,1.8253230712,47,3.0253732952,40,3.4732767512,0.080117839999999995,3.4733269752,528,3.1487599512,0.042262938399999991
,,1.7447857112,47,1.8253732952,575,3.0753732952,40,4.5535286712,0.080201695999999988,4.5535359512,40,3.2310591512,0.042288362400000001
,,1.8253732952,47,2.9057744312,47,3.1253732952,40,4.6339190712,0.0803904,4.6339263512,40,3.2310591512,0.042288362400000001
,,2.8253732952,87,2.9057817112,87,3.1753732952,40,4.7143358712,0.080416799999999982,4.7143466712,80,3.3124353112,0.041368266399999992
,,2.9057744312,87,2.9859908312,47,3.2253732952,40,4.7944653912,0.080129519999999981,4.7944726712,40,3.3124353112,0.041368266399999992
,,2.9057817112,47,2.9859981112,87,3.2753732952,40,4.8749281912,0.0804628,4.8749389912,80,3.3931661912,0.040726218399999999
,,2.9859908312,127,3.0664815512,47,3.3253732952,40,4.9549661912,0.080037999999999997,4.9549769912,80,3.4733269752,0.040153178400000002
,,2.9859981112,47,3.0664923512,127,4.4733269752,40,,,,,4.5535359512,0.040197290400000001
,,3.0664815512,87,3.1487526712,47,4.5233269752,40,,,,,4.6339263512,0.04038279439999999
,,3.0664923512,47,3.1487599512,87,4.5733269752,40,,,,,4.7143466712,0.040409482400000001
,,3.1487526712,127,3.2310483512,47,4.6233269752,40,,,,,4.7143466712,0.040409482400000001
,,3.1487599512,47,3.2310591512,127,4.6733269752,40,,,,,4.7944726712,0.040121338399999997
,,3.2310483512,127,3.3124245112,47,4.7233269752,40,,,,,4.8749389912,0.040455482399999992
,,3.2310591512,47,3.3124353112,127,4.7733269752,40,,,,,4.8749389912,0.040455482399999992
,,3.3124245112,87,3.3931589112,47,4.8233269752,40,,,,,4.9549769912,0.040030106400000001
,,3.3124353112,47,3.3931661912,87,4.8733269752,40,,,,,4.9549769912,0.040030106400000001
,,3.3931589112,87,3.4732767512,47,4.9233269752,40,,,,,,
,,3.3931661912,47,3.4733269752,575,4.9733269752,40,,,,,,
,,3.4733269752,47,4.5535286712,47,,,,,,,,
,,4.4733269752,87,4.5535359512,87,,,,,,,,
,,4.5535286712,87,4.6339190712,47,,,,,,,,
,,4.5535359512,47,4.6339263512,87,,,,,,,,
,,4.6339190712,127,4.7143358712,47,,,,,,,,
,,4.6339263512,47,4.7143466712,127,,,,,,,,
,,4.7143358712,87,4.7944653912,47,,,,,,,,
,,4.7143466712,47,4.7944726712,87,,,,,,,,
,,4.7944653912,127,4.8749281912,47,,,,,,,,
,,4.7944726712,47,4.8749389912,127,,,,,,,,
,,4.8749281912,127,4.9549661912,47,,,,,,,,
,,4.8749389912,47,4.9549769912,127,,,,,,,,
,,4.9549661912,87,,,,,,,,,,
,,4.9549769912,47,,,,,,,,,,
