numActiveSessions:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[17].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[17].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[17].tcp.conn-531 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,315,0,360,0.303119133846,0,0.303119133846,51,0.383328591446,51,0.463360433846,0.080031842399999996,0.463491969846,0.040137108800000001,1.136239363759,100000
0.303119133846,1,1.9874742872,5,2.9874742872,1,1.136239363759,302,1.136239363759,360,1.9874742872,1,0.383328591446,47,0.463360433846,47,1.2163497112,0.080110347440999984,0.543730853846,0.120375992799999997,1.9874742872,188750
,,2.9874742872,4,3.9874742872,2,1.9874742872,369,1.9874742872,360,,,0.383328967446,247,0.463491969846,1499,2.0675065912,0.080032303999999998,0.543850773846,0.120495912799999992,3.0917802632,230625
,,3.0917802632,9,4.9874742872,3,3.0917802632,368,3.0917802632,360,,,0.463491969846,47,0.543730853846,1499,3.1720390712,0.080258807999999986,0.623969737846,0.200614876800000007,4.2262924632,230000
,,3.9874742872,8,,,4.2262924632,299,4.2262924632,360,,,0.543730853846,47,0.543850773846,1499,4.3063864312,0.080093967999999987,0.624089657846,0.200734796800000003,,
,,4.2262924632,13,,,,,,,,,0.543850773846,47,0.623969737846,1499,,,0.627624492536,0.204269631489999991,,
,,4.9874742872,12,,,,,,,,,0.623969737846,47,0.624089657846,1499,,,0.632949738017,0.209594876970999987,,
,,,,,,,,,,,,0.624089657846,47,0.627624492536,1499,,,0.704287920972,0.280933059925999927,,
,,,,,,,,,,,,0.627624492536,47,0.632949738017,1499,,,0.704527760972,0.281172899925999918,,
,,,,,,,,,,,,0.632949738017,47,0.704287920972,1499,,,0.707862177336,0.284507316289999922,,
,,,,,,,,,,,,0.704287920972,47,0.704527760972,1499,,,0.713209498017,0.289854636971,,
,,,,,,,,,,,,0.704527760972,47,0.707862177336,1499,,,0.718648347465,0.295293486418999994,,
,,,,,,,,,,,,0.707862177336,47,0.713209498017,1499,,,0.723978854572,0.300623993525999998,,
,,,,,,,,,,,,0.713209498017,47,0.718648347465,1499,,,0.729299961123,0.30594510007699993,,
,,,,,,,,,,,,0.718648347465,47,0.723978854572,1499,,,0.734698853228,0.311343992181999927,,
,,,,,,,,,,,,0.723978854572,47,0.729299961123,1499,,,0.784625870803,0.361271009756999992,,
,,,,,,,,,,,,0.729299961123,47,0.734698853228,1499,,,0.784985630803,0.361630769756999924,,
,,,,,,,,,,,,0.734698853228,47,0.784625870803,1499,,,0.788262676323,0.364907815277,,
,,,,,,,,,,,,0.784625870803,47,0.784985630803,1499,,,0.793638778017,0.370283916970999935,,
,,,,,,,,,,,,0.784985630803,47,0.788262676323,1499,,,0.799051792265,0.375696931218999939,,
,,,,,,,,,,,,0.788262676323,47,0.793638778017,1499,,,0.804323768972,0.38096890792600002,,
,,,,,,,,,,,,0.793638778017,47,0.799051792265,1499,,,0.809763565923,0.386408704876999962,,
,,,,,,,,,,,,0.799051792265,47,0.804323768972,1499,,,0.815057657228,0.391702796181999988,,
,,,,,,,,,,,,0.804323768972,47,0.809763565923,1499,,,0.820700649806,0.397345788759999928,,
,,,,,,,,,,,,0.809763565923,47,0.815057657228,1499,,,0.825679200972,0.402324339925999916,,
,,,,,,,,,,,,0.815057657228,47,0.820700649806,1499,,,0.831230757607,0.407875896560999982,,
,,,,,,,,,,,,0.820700649806,47,0.825679200972,1499,,,0.836485947202,0.413131086156000025,,
,,,,,,,,,,,,0.825679200972,47,0.831230757607,1499,,,0.841893374928,0.418538513881999916,,
,,,,,,,,,,,,0.831230757607,47,0.836485947202,1499,,,0.847157254003,0.42380239295699995,,
,,,,,,,,,,,,0.836485947202,47,0.841893374928,1499,,,0.852506277607,0.429151416560999975,,
,,,,,,,,,,,,0.841893374928,47,0.847157254003,1499,,,0.857841753016,0.434486891970000008,,
,,,,,,,,,,,,0.847157254003,47,0.852506277607,1499,,,0.86521273633,0.441857875283999998,,
,,,,,,,,,,,,0.852506277607,47,0.857841753016,1499,,,0.868500361123,0.445145500076999931,,
,,,,,,,,,,,,0.857841753016,47,0.86521273633,1499,,,0.874012542817,0.45065768177099996,,
,,,,,,,,,,,,0.86521273633,47,0.868500361123,1499,,,0.879215397065,0.455860536019000004,,
,,,,,,,,,,,,0.868500361123,47,0.874012542817,1499,,,0.884685310803,0.461330449756999992,,
,,,,,,,,,,,,0.874012542817,47,0.879215397065,1499,,,0.889992840323,0.466637979277000011,,
,,,,,,,,,,,,0.879215397065,47,0.884685310803,1499,,,0.895416461228,0.472061600181999938,,
,,,,,,,,,,,,0.884685310803,47,0.889992840323,1499,,,0.900819613806,0.477464752759999997,,
,,,,,,,,,,,,0.889992840323,47,0.895416461228,1499,,,0.906649604972,0.483294743926000023,,
,,,,,,,,,,,,0.895416461228,47,0.900819613806,1499,,,0.911414669699,0.488059808653000024,,
,,,,,,,,,,,,0.900819613806,47,0.906649604972,1499,,,0.916703712002,0.493348850956000005,,
,,,,,,,,,,,,0.906649604972,47,0.911414669699,1499,,,0.922105139728,0.498750278681999945,,
,,,,,,,,,,,,0.911414669699,47,0.916703712002,1499,,,0.927502138003,0.504147276956999899,,
,,,,,,,,,,,,0.916703712002,47,0.922105139728,1499,,,0.932843962407,0.509489101360999894,,
,,,,,,,,,,,,0.922105139728,47,0.927502138003,1499,,,0.938305357816,0.514950496770000042,,
,,,,,,,,,,,,0.927502138003,47,0.932843962407,1499,,,0.943647334928,0.520292473881999837,,
,,,,,,,,,,,,0.932843962407,47,0.938305357816,1499,,,0.948888196323,0.525533335276999965,,
,,,,,,,,,,,,0.938305357816,47,0.943647334928,1499,,,0.954250206699,0.530895345652999893,,
,,,,,,,,,,,,0.943647334928,47,0.948888196323,1499,,,0.959527161865,0.536172300819000023,,
,,,,,,,,,,,,0.948888196323,47,0.954250206699,1499,,,0.964893315603,0.541538454556999889,,
,,,,,,,,,,,,0.954250206699,47,0.959527161865,1499,,,0.970296179797,0.546941318750999936,,
,,,,,,,,,,,,0.959527161865,47,0.964893315603,1499,,,0.975684897434,0.552330036387999931,,
,,,,,,,,,,,,0.964893315603,47,0.970296179797,1499,,,0.98106776629,0.557712905243999965,,
,,,,,,,,,,,,0.970296179797,47,0.975684897434,1499,,,0.986357965442,0.563003104395999985,,
,,,,,,,,,,,,0.975684897434,47,0.98106776629,1499,,,0.991930648972,0.568575787926000051,,
,,,,,,,,,,,,0.98106776629,47,0.986357965442,1499,,,0.997068516002,0.573713654956000016,,
,,,,,,,,,,,,0.986357965442,47,0.991930648972,1499,,,1.002420352159,0.579065491112999983,,
,,,,,,,,,,,,0.991930648972,47,0.997068516002,1499,,,1.007736706876,0.584381845829999854,,
,,,,,,,,,,,,0.997068516002,47,1.002420352159,1499,,,1.013067727207,0.589712866161000045,,
,,,,,,,,,,,,1.002420352159,47,1.007736706876,1499,,,1.018508082616,0.595153221569999944,,
,,,,,,,,,,,,1.007736706876,47,1.013067727207,1499,,,1.024057110032,0.600702248985999885,,
,,,,,,,,,,,,1.013067727207,47,1.018508082616,1499,,,1.029204841123,0.605849980076999859,,
,,,,,,,,,,,,1.018508082616,47,1.024057110032,1499,,,1.034733731499,0.611378870452999875,,
,,,,,,,,,,,,1.024057110032,47,1.029204841123,1499,,,1.039864846665,0.616509985618999942,,
,,,,,,,,,,,,1.029204841123,47,1.034733731499,1499,,,1.045544039603,0.622189178556999951,,
,,,,,,,,,,,,1.034733731499,47,1.039864846665,1499,,,1.050613944597,0.627259083550999905,,
,,,,,,,,,,,,1.039864846665,47,1.045544039603,1499,,,1.055918373359,0.632563512313000007,,
,,,,,,,,,,,,1.045544039603,47,1.050613944597,1499,,,1.136239363759,0.712884502712999965,,
,,,,,,,,,,,,1.050613944597,47,1.055918373359,1499,,,1.2164812472,0.040215613841000002,,
,,,,,,,,,,,,1.055918373359,47,1.136239363759,1311,,,1.2166011672,0.040335533840999998,,
,,,,,,,,,,,,1.136239363759,47,1.2163497112,47,,,1.2209700472,0.04470441384099999,,
,,,,,,,,,,,,1.136239739759,247,1.2164812472,1499,,,1.2255750072,0.049309373840999995,,
,,,,,,,,,,,,1.2164812472,47,1.2166011672,1499,,,1.2317344472,0.055468813840999997,,
,,,,,,,,,,,,1.2166011672,47,1.2209700472,1499,,,1.2363682872,0.060102653840999997,,
,,,,,,,,,,,,1.2209700472,47,1.2255750072,1499,,,1.2426641272,0.066398493840999994,,
,,,,,,,,,,,,1.2255750072,47,1.2317344472,1499,,,1.2472630872,0.070997453840999979,,
,,,,,,,,,,,,1.2317344472,47,1.2363682872,1499,,,1.2531751672,0.076909533840999993,,
,,,,,,,,,,,,1.2363682872,47,1.2426641272,1499,,,1.2581235672,0.081857933840999985,,
,,,,,,,,,,,,1.2426641272,47,1.2472630872,1499,,,1.2641902872,0.087924653840999982,,
,,,,,,,,,,,,1.2472630872,47,1.2531751672,1499,,,1.2685900472,0.092324413840999985,,
,,,,,,,,,,,,1.2531751672,47,1.2581235672,1499,,,1.2750957272,0.098830093840999999,,
,,,,,,,,,,,,1.2581235672,47,1.2641902872,1499,,,1.2793138872,0.103048253840999997,,
,,,,,,,,,,,,1.2641902872,47,1.2685900472,1499,,,1.2854962072,0.109230573840999988,,
,,,,,,,,,,,,1.2685900472,47,1.2750957272,1499,,,1.2902198072,0.113954173840999983,,
,,,,,,,,,,,,1.2750957272,47,1.2793138872,1499,,,1.2961306072,0.119864973841000004,,
,,,,,,,,,,,,1.2793138872,47,1.2854962072,1499,,,1.3008434872,0.124577853840999979,,
,,,,,,,,,,,,1.2854962072,47,1.2902198072,1499,,,1.3067855672,0.130519933840999968,,
,,,,,,,,,,,,1.2902198072,47,1.2961306072,1499,,,1.3113665272,0.13510089384099999,,
,,,,,,,,,,,,1.2961306072,47,1.3008434872,1499,,,1.3175351672,0.141269533840999994,,
,,,,,,,,,,,,1.3008434872,47,1.3067855672,1499,,,1.3221161272,0.14585049384099996,,
,,,,,,,,,,,,1.3067855672,47,1.3113665272,1499,,,1.3285228472,0.152257213840999993,,
,,,,,,,,,,,,1.3113665272,47,1.3175351672,1499,,,1.3328519672,0.156586333841000013,,
,,,,,,,,,,,,1.3175351672,47,1.3221161272,1499,,,1.3389164472,0.162650813840999996,,
,,,,,,,,,,,,1.3221161272,47,1.3285228472,1499,,,1.3437191672,0.167453533840999978,,
,,,,,,,,,,,,1.3285228472,47,1.3328519672,1499,,,1.3499105272,0.173644893840999957,,
,,,,,,,,,,,,1.3328519672,47,1.3389164472,1499,,,1.3547253272,0.178459693840999965,,
,,,,,,,,,,,,1.3389164472,47,1.3437191672,1499,,,1.3607826872,0.184517053840999977,,
,,,,,,,,,,,,1.3437191672,47,1.3499105272,1499,,,1.3653798072,0.189114173840999987,,
,,,,,,,,,,,,1.3499105272,47,1.3547253272,1499,,,1.3738648472,0.197599213840999987,,
,,,,,,,,,,,,1.3547253272,47,1.3607826872,1499,,,1.3792912472,0.203025613840999984,,
,,,,,,,,,,,,1.3607826872,47,1.3653798072,1499,,,1.3847296472,0.208464013840999994,,
,,,,,,,,,,,,1.3653798072,47,1.3738648472,1499,,,1.3883572472,0.212091613841000003,,
,,,,,,,,,,,,1.3738648472,47,1.3792912472,1499,,,1.3953672472,0.219101613840999963,,
,,,,,,,,,,,,1.3792912472,47,1.3847296472,1499,,,1.4014052472,0.225139613841000007,,
,,,,,,,,,,,,1.3847296472,47,1.3883572472,1499,,,1.4056444472,0.229378813841000005,,
,,,,,,,,,,,,1.3883572472,47,1.3953672472,1499,,,1.4080488472,0.231783213840999978,,
,,,,,,,,,,,,1.3953672472,47,1.4014052472,1499,,,1.4161352472,0.239869613840999972,,
,,,,,,,,,,,,1.4014052472,47,1.4056444472,1499,,,1.4187994072,0.242533773840999998,,
,,,,,,,,,,,,1.4056444472,47,1.4080488472,1499,,,1.4271887672,0.250923133840999955,,
,,,,,,,,,,,,1.4080488472,47,1.4161352472,1499,,,1.4297190872,0.25345345384099993,,
,,,,,,,,,,,,1.4161352472,47,1.4187994072,1499,,,1.4356311672,0.259365533840999916,,
,,,,,,,,,,,,1.4187994072,47,1.4271887672,1499,,,1.4403358072,0.264070173840999954,,
