numActiveSessions:vector baselineTestQoS.hostFDO[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[14].tcp.conn-561 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.474793489757,51,0.555002947357,51,0.555002947357,800,0.635206790557,0.080203843199999985,0.635338326557,1452,0.635338326557,0.0402558296
0.474793489757,1,0.555002947357,47,0.635206790557,47,,,,,0.715477586557,1452,0.715477586557,0.120395089600000004
0.635338326557,0,0.555003323357,847,0.635338326557,1499,,,,,0.715597506557,1452,0.715597506557,0.1205150096
,,0.635338326557,47,0.715477586557,1499,,,,,0.795745426817,1452,0.795745426817,0.200662929860000004
,,0.635338702557,47,0.715597506557,1499,,,,,0.795865346817,1452,0.795865346817,0.20078284986
,,0.715477586557,47,0.717349054385,47,,,,,0.797539145585,1452,0.797539145585,0.202456648628000001
,,0.715597506557,47,0.795745426817,1499,,,,,0.800216511465,1452,0.800216511465,0.205134014508000005
,,0.795745426817,47,0.795865346817,1499,,,,,0.875985510017,1452,0.875985510017,0.280903013059999982
,,0.795865346817,47,0.797539145585,1499,,,,,0.876105430017,1452,0.876105430017,0.281022933059999922
,,0.797539145585,47,0.800216511465,1499,,,,,0.877794690732,1452,0.877794690732,0.282712193775000008
