rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.418591358385,75,0.418591358385,0.060017370178999995,3.098591358385,0,3.098591358385,0.019999999999999996,3.098591358385,0,3.098591358385,4.369074374238099507,3.098591358385,0
0.438680848206,75,0.438680848206,0.060106859999999997,5,0,5,0.019999999999999996,5,0,5,4.36907129401189918,5,0
0.458680848206,75,0.458680848206,0.060106859999999997,,,,,,,,,,
0.478680848206,75,0.478680848206,0.060106859999999997,,,,,,,,,,
0.498680848206,75,0.498680848206,0.060106859999999997,,,,,,,,,,
0.518680848206,75,0.518680848206,0.060106859999999997,,,,,,,,,,
0.538680848206,75,0.538680848206,0.060106859999999997,,,,,,,,,,
0.558586848206,75,0.558586848206,0.06001286,,,,,,,,,,
0.578706768206,75,0.578706768206,0.060132779999999996,,,,,,,,,,
0.598680848206,75,0.598680848206,0.060106859999999997,,,,,,,,,,
0.618706768206,75,0.618706768206,0.060132779999999996,,,,,,,,,,
0.638586848206,75,0.638586848206,0.06001286,,,,,,,,,,
0.658700768206,75,0.658700768206,0.06012677999999999,,,,,,,,,,
0.678680848206,75,0.678680848206,0.060106859999999997,,,,,,,,,,
0.698731198385,75,0.698731198385,0.060157210178999997,,,,,,,,,,
0.718642955465,75,0.718642955465,0.060068967259000002,,,,,,,,,,
0.73861443989,75,0.73861443989,0.06004045168399999,,,,,,,,,,
0.758663289766,75,0.758663289766,0.060089301560000002,,,,,,,,,,
0.778680848206,75,0.778680848206,0.060106859999999997,,,,,,,,,,
0.798680640265,75,0.798680640265,0.060106652058999995,,,,,,,,,,
0.818675767478,75,0.818675767478,0.060101779271999999,,,,,,,,,,
0.838643612966,75,0.838643612966,0.060069624759999995,,,,,,,,,,
0.858700768206,75,0.858700768206,0.06012677999999999,,,,,,,,,,
0.878724325065,75,0.878724325065,0.060150336858999994,,,,,,,,,,
0.898581772278,75,0.898581772278,0.060007784071999997,,,,,,,,,,
0.918642798385,75,0.918642798385,0.060068810178999995,,,,,,,,,,
0.938680848206,75,0.938680848206,0.060106859999999997,,,,,,,,,,
0.958596249865,75,0.958596249865,0.060022261659,,,,,,,,,,
0.978680848206,75,0.978680848206,0.060106859999999997,,,,,,,,,,
0.998620723185,75,0.998620723185,0.060046734978999996,,,,,,,,,,
1.018622610616,75,1.018622610616,0.060048622410000001,,,,,,,,,,
1.038594094665,75,1.038594094665,0.060020106458999994,,,,,,,,,,
1.058646643185,75,1.058646643185,0.060072654978999995,,,,,,,,,,
1.078632328802,75,1.078632328802,0.060058340596,,,,,,,,,,
1.0987940904,75,1.0987940904,0.060220102193999993,,,,,,,,,,
1.118653918021,75,1.118653918021,0.060079929815000001,,,,,,,,,,
1.138626505395,75,1.138626505395,0.060052517188999995,,,,,,,,,,
1.158653918021,75,1.158653918021,0.060079929815000001,,,,,,,,,,
1.1786841744,75,1.1786841744,0.060110186193999992,,,,,,,,,,
1.1986242552,75,1.1986242552,0.060050266993999998,,,,,,,,,,
1.2186681752,75,1.2186681752,0.060094186994,,,,,,,,,,
1.2390311352,75,1.2390311352,0.060457146993999996,,,,,,,,,,
1.2586098552,75,1.2586098552,0.060035866994,,,,,,,,,,
1.2787028952,75,1.2787028952,0.060128906994000002,,,,,,,,,,
1.2987874552,75,1.2987874552,0.060213466994,,,,,,,,,,
1.3186150552,75,1.3186150552,0.060041066993999997,,,,,,,,,,
1.3386652152,75,1.3386652152,0.06009122699399999,,,,,,,,,,
1.3587110552,75,1.3587110552,0.060137066993999996,,,,,,,,,,
