rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[31].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[31].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.419302769328,75,0.419302769328,0.060106859999999997,1.779302769328,0,1.779302769328,0.019999999999999996,1.779302769328,0,1.779302769328,4.369026056673099827,1.779302769328,0
0.439279342235,75,0.439279342235,0.060083432906999994,5,0,5,0.019999999999999996,5,0,5,4.369025411997599287,5,0
0.459302769328,75,0.459302769328,0.060106859999999997,,,,,,,,,,
0.479422689328,75,0.479422689328,0.060226779999999993,,,,,,,,,,
0.499302769328,75,0.499302769328,0.060106859999999997,,,,,,,,,,
0.519302769328,75,0.519302769328,0.060106859999999997,,,,,,,,,,
0.539422689328,75,0.539422689328,0.060226779999999993,,,,,,,,,,
0.559212768206,75,0.559212768206,0.060016858877999998,,,,,,,,,,
0.579302769328,75,0.579302769328,0.060106859999999997,,,,,,,,,,
0.599302769328,75,0.599302769328,0.060106859999999997,,,,,,,,,,
0.619252608206,75,0.619252608206,0.060056698877999997,,,,,,,,,,
0.639302769328,75,0.639302769328,0.060106859999999997,,,,,,,,,,
0.659226688206,75,0.659226688206,0.060030778877999998,,,,,,,,,,
0.679302769328,75,0.679302769328,0.060106859999999997,,,,,,,,,,
0.699250453006,75,0.699250453006,0.060054543677999991,,,,,,,,,,
0.719230533006,75,0.719230533006,0.060034623677999998,,,,,,,,,,
0.739302769328,75,0.739302769328,0.060106859999999997,,,,,,,,,,
2.8147758552,75,2.8147758552,0.06010805392299999,,,,,,,,,,
2.8351733752,75,2.8351733752,0.060505573923000002,,,,,,,,,,
2.8547816152,75,2.8547816152,0.060113813922999997,,,,,,,,,,
