numActiveSessions:vector baselineTestQoS.hostFDO[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[10].tcp.conn-640 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.923522114281,51,1.003635331881,51,1.003635331881,800,1.0838113064,0.080175974518999992,1.0839428424,1452,1.0839428424,0.040227960918999994
0.923522114281,1,1.003635331881,47,1.0838113064,47,,,,,1.1641568472,1452,1.1641568472,0.120441965718999982
1.0839428424,0,1.003635707881,847,1.0839428424,1499,,,,,1.1645226072,1452,1.1645226072,0.120807725719000002
,,1.0839428424,47,1.1641568472,1499,,,,,1.2448466872,1452,1.2448466872,0.201131805718999966
,,1.0839432184,47,1.1645226072,1499,,,,,1.2449726072,1452,1.2449726072,0.201257725718999968
,,1.1641568472,47,1.1664514712,47,,,,,1.2484802872,1452,1.2484802872,0.204765405718999981
,,1.1645226072,47,1.2448466872,1499,,,,,1.2514902872,1452,1.2514902872,0.207775405718999994
,,1.2448466872,47,1.2449726072,1499,,,,,1.3251501272,1452,1.3251501272,0.281435245719000025
,,1.2449726072,47,1.2484802872,1499,,,,,1.3252760472,1452,1.3252760472,0.281561165718999916
,,1.2484802872,47,1.2514902872,1499,,,,,1.3287686872,1452,1.3287686872,0.285053805718999962
,,1.2514902872,47,1.3251501272,1499,,,,,1.3306934072,1452,1.3306934072,0.286978525718999954
,,1.3251501272,47,1.3252760472,1499,,,,,1.3340691672,1452,1.3340691672,0.290354285719000015
,,1.3252760472,47,1.3287686872,1499,,,,,1.3370996472,1452,1.3370996472,0.29338476571899996
,,1.3287686872,47,1.3306934072,1499,,,,,1.3395010072,1452,1.3395010072,0.295786125718999979
,,1.3306934072,47,1.3340691672,1499,,,,,1.3444554072,1452,1.3444554072,0.300740525719000005
,,1.3340691672,47,1.3370996472,1499,,,,,1.4054046072,1452,1.4054046072,0.361689725718999931
,,1.3370996472,47,1.3395010072,1499,,,,,1.4055245272,1452,1.4055245272,0.361809645718999981
,,1.3395010072,47,1.3444554072,1499,,,,,1.4090299672,1452,1.4090299672,0.365315085718999953
