numActiveSessions:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[8].tcp.conn-650 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,91,0,240,0.964291224016,0,0.964291224016,51,1.044425095603,51,1.044425095603,1.044425095602999671,1.124654185442,0.080229089838999983,1.124785721442,0.040334356239000001,1.7226475832,100000,1.9088517112,644.4540262823800255
0.964291224016,1,1.9088517112,1,3.4036301432,1,1.7226475832,120,1.7226475832,240,2.4036301432,1,1.044425095603,47,1.124654185442,47,1.7226475832,1.7226475832000001,1.8030190712,0.08037148799999999,1.2052959672,0.120844601997000005,1.9088517112,15000,2.4036301432,1167.990867918500041
,,2.4036301432,2,4.4036301432,2,2,562,2,480,,,1.044425471603,247,1.124785721442,1499,2,2,2.0811206712,0.081120671199999993,1.2055418072,0.121090441997000002,2.4036301432,70250,3.4214330392,1170.930934376099681
,,3.4036301432,1,,,3,494,3,480,,,1.124785721442,47,1.2052959672,1499,2.4036301432,2.4036301432,3.0811305912,0.08113059119999999,1.2856161272,0.201164761997000006,3.4214330392,61750,4.4432375832,1248.315125354399693
,,3.4214330392,2,,,4,568,4,480,,,1.2052959672,47,1.2055418072,1499,3,3,4.0811232312,0.081123231200000006,1.2857360472,0.201284681997000002,4.4432375832,71000,,
,,4.4036301432,1,,,5,589,5,480,,,1.2055418072,47,1.2856161272,1499,3.4036301432,2.4036301432,,,1.2879293272,0.203477961996999966,,,,
,,4.4432375832,2,,,,,,,,,1.2856161272,47,1.2857360472,1499,4,3,,,1.2911898872,0.20673852199699999,,,,
,,,,,,,,,,,,1.2857360472,47,1.2879293272,1499,4.4036301432,2.4036301432,,,1.3658714872,0.281420121996999948,,,,
,,,,,,,,,,,,1.2879293272,47,1.2911898872,1499,5,3,,,1.3659974072,0.28154604199699995,,,,
,,,,,,,,,,,,1.2911898872,47,1.3658714872,1499,,,,,1.3687934872,0.284342121996999929,,,,
,,,,,,,,,,,,1.3658714872,47,1.3659974072,1499,,,,,1.3714484472,0.286997081997000024,,,,
,,,,,,,,,,,,1.3659974072,47,1.3687934872,1499,,,,,1.3766350072,0.292183641996999975,,,,
,,,,,,,,,,,,1.3687934872,47,1.3714484472,1499,,,,,1.3779601272,0.293508761996999932,,,,
,,,,,,,,,,,,1.3714484472,47,1.3766350072,1499,,,,,1.3821813272,0.297729961996999969,,,,
,,,,,,,,,,,,1.3766350072,47,1.3779601272,1499,,,,,1.3848495672,0.300398201996999957,,,,
,,,,,,,,,,,,1.3779601272,47,1.3821813272,1499,,,,,1.4462065272,0.361755161996999972,,,,
,,,,,,,,,,,,1.3821813272,47,1.3848495672,1499,,,,,1.4463371672,0.361885801996999931,,,,
,,,,,,,,,,,,1.3848495672,47,1.4462065272,1499,,,,,1.4509241272,0.366472761996999961,,,,
,,,,,,,,,,,,1.4462065272,47,1.4463371672,1499,,,,,1.4521222072,0.367670841996999951,,,,
,,,,,,,,,,,,1.4463371672,47,1.4509241272,1499,,,,,1.4563434072,0.371892041996999987,,,,
,,,,,,,,,,,,1.4509241272,47,1.4521222072,1499,,,,,1.4587598072,0.374308441996999972,,,,
,,,,,,,,,,,,1.4521222072,47,1.4563434072,1499,,,,,1.4620006072,0.377549241997000015,,,,
,,,,,,,,,,,,1.4563434072,47,1.4587598072,1499,,,,,1.4649830072,0.380531641996999957,,,,
,,,,,,,,,,,,1.4587598072,47,1.4620006072,1499,,,,,1.4705310072,0.386079641996999954,,,,
,,,,,,,,,,,,1.4620006072,47,1.4649830072,1499,,,,,1.4727062872,0.388254921996999956,,,,
,,,,,,,,,,,,1.4649830072,47,1.4705310072,1499,,,,,1.4753672472,0.390915881997000001,,,,
,,,,,,,,,,,,1.4705310072,47,1.4727062872,1499,,,,,1.4782693272,0.393817961996999919,,,,
,,,,,,,,,,,,1.4727062872,47,1.4753672472,1499,,,,,1.4833586872,0.398907321996999961,,,,
,,,,,,,,,,,,1.4753672472,47,1.4782693272,1499,,,,,1.4846838072,0.400232441996999919,,,,
,,,,,,,,,,,,1.4782693272,47,1.4833586872,1499,,,,,1.4883114072,0.403860041996999983,,,,
,,,,,,,,,,,,1.4833586872,47,1.4846838072,1499,,,,,1.4913214072,0.40687004199699994,,,,
,,,,,,,,,,,,1.4846838072,47,1.4883114072,1499,,,,,1.5264810872,0.442029721996999967,,,,
,,,,,,,,,,,,1.4883114072,47,1.4913214072,1499,,,,,1.5266149272,0.442163561997000018,,,,
,,,,,,,,,,,,1.4913214072,47,1.5264810872,1499,,,,,1.5288082072,0.444356841996999983,,,,
,,,,,,,,,,,,1.5264810872,47,1.5266149272,1499,,,,,1.5320665272,0.447615161997000019,,,,
,,,,,,,,,,,,1.5266149272,47,1.5288082072,1499,,,,,1.5366534872,0.452202121996999937,,,,
,,,,,,,,,,,,1.5288082072,47,1.5320665272,1499,,,,,1.5385842072,0.454132841996999989,,,,
,,,,,,,,,,,,1.5320665272,47,1.5366534872,1499,,,,,1.5430459672,0.45859460199699997,,,,
,,,,,,,,,,,,1.5366534872,47,1.5385842072,1499,,,,,1.5454850872,0.461033721996999988,,,,
,,,,,,,,,,,,1.5385842072,47,1.5430459672,1499,,,,,1.5489867672,0.464535401996999939,,,,
,,,,,,,,,,,,1.5430459672,47,1.5454850872,1499,,,,,1.5522318872,0.467780521996999929,,,,
,,,,,,,,,,,,1.5454850872,47,1.5489867672,1499,,,,,1.5575722072,0.473120841996999994,,,,
,,,,,,,,,,,,1.5489867672,47,1.5522318872,1499,,,,,1.5592738072,0.474822441996999963,,,,
,,,,,,,,,,,,1.5522318872,47,1.5575722072,1499,,,,,1.5630153272,0.478563961997000017,,,,
,,,,,,,,,,,,1.5575722072,47,1.5592738072,1499,,,,,1.5650779672,0.480626601997000022,,,,
,,,,,,,,,,,,1.5592738072,47,1.5630153272,1499,,,,,1.5693111672,0.484859801996999959,,,,
,,,,,,,,,,,,1.5630153272,47,1.5650779672,1499,,,,,1.5715956472,0.487144281996999992,,,,
,,,,,,,,,,,,1.5650779672,47,1.5693111672,1499,,,,,1.5753643672,0.49091300199699994,,,,
,,,,,,,,,,,,1.5693111672,47,1.5715956472,1499,,,,,1.5781604472,0.493709081996999918,,,,
,,,,,,,,,,,,1.5715956472,47,1.5753643672,1499,,,,,1.5823955672,0.497944201996999955,,,,
,,,,,,,,,,,,1.5753643672,47,1.5781604472,1499,,,,,1.5849427672,0.500491401996999926,,,,
,,,,,,,,,,,,1.5781604472,47,1.5823955672,1499,,,,,1.5902826872,0.50583132199699987,,,,
,,,,,,,,,,,,1.5823955672,47,1.5849427672,1499,,,,,1.5925718872,0.508120521996999972,,,,
,,,,,,,,,,,,1.5849427672,47,1.5902826872,1499,,,,,1.5953480472,0.510896681997,,,,
,,,,,,,,,,,,1.5902826872,47,1.5925718872,1499,,,,,1.5980042872,0.513552921996999865,,,,
,,,,,,,,,,,,1.5925718872,47,1.5953480472,1499,,,,,1.6016597272,0.517208361997000041,,,,
,,,,,,,,,,,,1.5953480472,47,1.5980042872,1499,,,,,1.6044725272,0.520021161996999879,,,,
,,,,,,,,,,,,1.5980042872,47,1.6016597272,1499,,,,,1.6092057272,0.524754361996999872,,,,
,,,,,,,,,,,,1.6016597272,47,1.6044725272,1499,,,,,1.6112503672,0.526799001996999913,,,,
,,,,,,,,,,,,1.6044725272,47,1.6092057272,1499,,,,,1.6145201272,0.530068761996999925,,,,
,,,,,,,,,,,,1.6092057272,47,1.6112503672,1499,,,,,1.6176560472,0.533204681996999994,,,,
,,,,,,,,,,,,1.6112503672,47,1.6145201272,1499,,,,,1.6228463672,0.538395001996999853,,,,
,,,,,,,,,,,,1.6145201272,47,1.6176560472,1499,,,,,1.6245539672,0.540102601996999885,,,,
,,,,,,,,,,,,1.6176560472,47,1.6228463672,1499,,,,,1.6283074872,0.54385612199699995,,,,
,,,,,,,,,,,,1.6228463672,47,1.6245539672,1499,,,,,1.6310962872,0.546644921996999986,,,,
,,,,,,,,,,,,1.6245539672,47,1.6283074872,1499,,,,,1.6345987672,0.55014740199699985,,,,
,,,,,,,,,,,,1.6283074872,47,1.6310962872,1499,,,,,1.6377454072,0.55329404199700005,,,,
,,,,,,,,,,,,1.6310962872,47,1.6345987672,1499,,,,,1.6423510072,0.557899641996999926,,,,
,,,,,,,,,,,,1.6345987672,47,1.6377454072,1499,,,,,1.7226475832,0.63819621799699999,,,,
,,,,,,,,,,,,1.6377454072,47,1.6423510072,1499,,,,,1.8031506072,0.040478346399999989,,,,
,,,,,,,,,,,,1.6423510072,47,1.7226475832,1311,,,,,1.8044877272,0.0418154664,,,,
,,,,,,,,,,,,1.7226475832,47,1.8030190712,47,,,,,1.8059447672,0.043272506399999993,,,,
,,,,,,,,,,,,1.7226479592,247,1.8031506072,1499,,,,,1.8090866872,0.046414426399999999,,,,
,,,,,,,,,,,,1.8031506072,47,1.8044877272,1499,,,,,1.8127534072,0.050081146399999998,,,,
,,,,,,,,,,,,1.8044877272,47,1.8059447672,1499,,,,,1.8154096472,0.052737386400000002,,,,
,,,,,,,,,,,,1.8059447672,47,1.8090866872,1499,,,,,1.8198865272,0.057214266399999991,,,,
,,,,,,,,,,,,1.8090866872,47,1.8127534072,1499,,,,,1.8219371672,0.059264906399999997,,,,
,,,,,,,,,,,,1.8127534072,47,1.8154096472,1499,,,,,1.8262201272,0.063547866399999985,,,,
,,,,,,,,,,,,1.8154096472,47,1.8198865272,1499,,,,,1.8285333272,0.0658610664,,,,
,,,,,,,,,,,,1.8198865272,47,1.8219371672,1499,,,,,1.9088517112,0.146179450399999965,,,,
,,,,,,,,,,,,1.8219371672,47,1.8262201272,1499,,,,,2.0812522072,0.041068233599999989,,,,
,,,,,,,,,,,,1.8262201272,47,1.8285333272,1499,,,,,2.0853730872,0.045189113599999996,,,,
,,,,,,,,,,,,1.8285333272,47,1.9088517112,527,,,,,2.0909314072,0.050747433600000002,,,,
,,,,,,,,,,,,1.9088517112,47,2.0811206712,47,,,,,2.0965596472,0.056375673599999995,,,,
,,,,,,,,,,,,2,247,2.0812522072,1499,,,,,2.1027681272,0.062584153599999997,,,,
,,,,,,,,,,,,2.0812522072,47,2.0853730872,1499,,,,,2.1086946872,0.068510713599999994,,,,
,,,,,,,,,,,,2.0853730872,47,2.0909314072,1499,,,,,2.1147764472,0.074592473599999986,,,,
,,,,,,,,,,,,2.0909314072,47,2.0965596472,1499,,,,,2.1206382872,0.080454313599999993,,,,
,,,,,,,,,,,,2.0965596472,47,2.1027681272,1499,,,,,2.1264630072,0.086279033599999998,,,,
,,,,,,,,,,,,2.1027681272,47,2.1086946872,1499,,,,,2.1322838872,0.092099913599999998,,,,
,,,,,,,,,,,,2.1086946872,47,2.1147764472,1499,,,,,2.1414042872,0.1012203136,,,,
,,,,,,,,,,,,2.1147764472,47,2.1206382872,1499,,,,,2.1469692472,0.106785273599999979,,,,
,,,,,,,,,,,,2.1206382872,47,2.1264630072,1499,,,,,2.1527873272,0.112603353599999983,,,,
,,,,,,,,,,,,2.1264630072,47,2.1322838872,1499,,,,,2.1585213272,0.1183373536,,,,
,,,,,,,,,,,,2.1322838872,47,2.1414042872,1499,,,,,2.1674661272,0.127282153600000002,,,,
,,,,,,,,,,,,2.1414042872,47,2.1469692472,1499,,,,,2.1732462872,0.133062313599999981,,,,
,,,,,,,,,,,,2.1469692472,47,2.1527873272,1499,,,,,2.1787260472,0.138542073599999981,,,,
,,,,,,,,,,,,2.1527873272,47,2.1585213272,1499,,,,,2.1873357272,0.147151753599999989,,,,
,,,,,,,,,,,,2.1585213272,47,2.1674661272,1499,,,,,2.1926469272,0.152462953600000005,,,,
,,,,,,,,,,,,2.1674661272,47,2.1732462872,1499,,,,,2.1985650072,0.158381033599999998,,,,
,,,,,,,,,,,,2.1732462872,47,2.1787260472,1499,,,,,2.2062562872,0.166072313599999964,,,,
,,,,,,,,,,,,2.1787260472,47,2.1873357272,1499,,,,,2.2114428472,0.171258873599999971,,,,
,,,,,,,,,,,,2.1873357272,47,2.1926469272,1499,,,,,2.2187086072,0.178524633599999981,,,,
,,,,,,,,,,,,2.1926469272,47,2.1985650072,1499,,,,,2.2244569272,0.18427295360000001,,,,
,,,,,,,,,,,,2.1985650072,47,2.2062562872,1499,,,,,2.2320706072,0.191886633599999966,,,,
,,,,,,,,,,,,2.2062562872,47,2.2114428472,1499,,,,,2.2381086072,0.197924633600000009,,,,
,,,,,,,,,,,,2.2114428472,47,2.2187086072,1499,,,,,2.2419899672,0.201805993600000009,,,,
,,,,,,,,,,,,2.2187086072,47,2.2244569272,1499,,,,,2.2440526072,0.203868633599999959,,,,
,,,,,,,,,,,,2.2244569272,47,2.2320706072,1499,,,,,2.2509014072,0.210717433600000002,,,,
,,,,,,,,,,,,2.2320706072,47,2.2381086072,1499,,,,,2.2584202072,0.218236233599999995,,,,
,,,,,,,,,,,,2.2381086072,47,2.2419899672,1499,,,,,2.2642689272,0.224084953599999968,,,,
,,,,,,,,,,,,2.2419899672,47,2.2440526072,1499,,,,,2.2697152472,0.229531273599999973,,,,
,,,,,,,,,,,,2.2440526072,47,2.2509014072,1499,,,,,2.2704467672,0.230262793599999958,,,,
,,,,,,,,,,,,2.2509014072,47,2.2584202072,1499,,,,,2.2769644472,0.236780473599999984,,,,
,,,,,,,,,,,,2.2584202072,47,2.2642689272,1499,,,,,2.2819669272,0.24178295359999996,,,,
,,,,,,,,,,,,2.2642689272,47,2.2697152472,1499,,,,,2.2838916472,0.243707673600000006,,,,
,,,,,,,,,,,,2.2697152472,47,2.2704467672,1499,,,,,2.2905626872,0.250378713599999968,,,,
,,,,,,,,,,,,2.2704467672,47,2.2769644472,1499,,,,,2.2918021272,0.251618153599999948,,,,
,,,,,,,,,,,,2.2769644472,47,2.2819669272,1499,,,,,2.2968742872,0.25669031359999994,,,,
,,,,,,,,,,,,2.2819669272,47,2.2838916472,1499,,,,,2.2985689272,0.258384953600000021,,,,
,,,,,,,,,,,,2.2838916472,47,2.2905626872,1499,,,,,2.3034355672,0.263251593599999943,,,,
,,,,,,,,,,,,2.2905626872,47,2.2918021272,1499,,,,,2.3075526872,0.267368713599999917,,,,
,,,,,,,,,,,,2.2918021272,47,2.2968742872,1499,,,,,2.3103367672,0.270152793599999995,,,,
,,,,,,,,,,,,2.2968742872,47,2.2985689272,1499,,,,,2.3131286872,0.272944713599999942,,,,
,,,,,,,,,,,,2.2985689272,47,2.3034355672,1499,,,,,2.3167900472,0.276606073600000001,,,,
,,,,,,,,,,,,2.3034355672,47,2.3075526872,1499,,,,,2.3187300472,0.278546073599999942,,,,
,,,,,,,,,,,,2.3075526872,47,2.3103367672,1499,,,,,2.3230818872,0.282897913599999937,,,,
,,,,,,,,,,,,2.3103367672,47,2.3131286872,1499,,,,,2.3234596472,0.283275673599999942,,,,
,,,,,,,,,,,,2.3131286872,47,2.3167900472,1499,,,,,2.4036301432,0.363446169599999978,,,,
,,,,,,,,,,,,2.3167900472,47,2.3187300472,1499,,,,,3.0812621272,0.04108106639999999,,,,
,,,,,,,,,,,,2.3187300472,47,2.3230818872,1499,,,,,3.0872557272,0.047074666399999992,,,,
,,,,,,,,,,,,2.3230818872,47,2.3234596472,1499,,,,,3.0928614872,0.052680426399999993,,,,
,,,,,,,,,,,,2.3234596472,47,2.4036301432,601,,,,,3.0986533272,0.0584722664,,,,
,,,,,,,,,,,,2.4036301432,47,3.0811305912,47,,,,,3.1046973272,0.064516266399999993,,,,
,,,,,,,,,,,,3,247,3.0812621272,1499,,,,,3.1104055672,0.070224506399999997,,,,
,,,,,,,,,,,,3.0812621272,47,3.0872557272,1499,,,,,3.1162024472,0.076021386400000001,,,,
,,,,,,,,,,,,3.0872557272,47,3.0928614872,1499,,,,,3.1216562872,0.081475226399999988,,,,
,,,,,,,,,,,,3.0928614872,47,3.0986533272,1499,,,,,3.1274651672,0.087284106400000005,,,,
,,,,,,,,,,,,3.0986533272,47,3.1046973272,1499,,,,,3.1329275672,0.092746506399999983,,,,
,,,,,,,,,,,,3.1046973272,47,3.1104055672,1499,,,,,3.1388216472,0.098640586399999979,,,,
,,,,,,,,,,,,3.1104055672,47,3.1162024472,1499,,,,,3.1475613272,0.107380266399999979,,,,
,,,,,,,,,,,,3.1162024472,47,3.1216562872,1499,,,,,3.1529025272,0.112721466399999997,,,,
,,,,,,,,,,,,3.1216562872,47,3.1274651672,1499,,,,,3.1588212472,0.118640186399999985,,,,
,,,,,,,,,,,,3.1274651672,47,3.1329275672,1499,,,,,3.1673160472,0.127134986399999982,,,,
,,,,,,,,,,,,3.1329275672,47,3.1388216472,1499,,,,,3.1733698072,0.133188746400000001,,,,
,,,,,,,,,,,,3.1388216472,47,3.1475613272,1499,,,,,3.1794517272,0.139270666399999964,,,,
,,,,,,,,,,,,3.1475613272,47,3.1529025272,1499,,,,,3.1851299672,0.144948906399999965,,,,
,,,,,,,,,,,,3.1529025272,47,3.1588212472,1499,,,,,3.1940880472,0.1539069864,,,,
,,,,,,,,,,,,3.1588212472,47,3.1673160472,1499,,,,,3.1994039672,0.159222906399999974,,,,
,,,,,,,,,,,,3.1673160472,47,3.1733698072,1499,,,,,3.2053666072,0.165185546399999993,,,,
,,,,,,,,,,,,3.1733698072,47,3.1794517272,1499,,,,,3.2132561272,0.173075066399999976,,,,
,,,,,,,,,,,,3.1794517272,47,3.1851299672,1499,,,,,3.2184246872,0.178243626399999964,,,,
