numActiveSessions:vector baselineTestQoS.hostFDO[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[17].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[17].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[17].tcp.conn-480 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[17].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.073861828265,51,0.154071285865,51,0.154071285865,800,0.234156408265,0.080085122399999985,0.234287944265,1452,0.234287944265,0.040137108800000001
0.073861828265,1,0.154071285865,47,0.234156408265,47,,,,,0.314432005065,1452,0.314432005065,0.120281169599999986
0.234287944265,0,0.154071661865,847,0.234287944265,1499,,,,,0.314551925065,1452,0.314551925065,0.120401089599999982
,,0.234287944265,47,0.314432005065,1499,,,,,0.394670889065,1452,0.394670889065,0.200520053599999969
,,0.234288320265,47,0.314551925065,1499,,,,,0.394790809065,1452,0.394790809065,0.200639973599999964
,,0.314432005065,47,0.316150069065,47,,,,,0.396510729065,1452,0.396510729065,0.202359893600000005
,,0.314551925065,47,0.394670889065,1499,,,,,0.399211082835,1452,0.399211082835,0.205060247370000003
,,0.394670889065,47,0.394790809065,1499,,,,,0.474909773065,1452,0.474909773065,0.280758937599999923
,,0.394790809065,47,0.396510729065,1499,,,,,0.475029693065,1452,0.475029693065,0.280878857599999975
,,0.396510729065,47,0.399211082835,1499,,,,,0.476748413865,1452,0.476748413865,0.282597578399999992
