numActiveSessions:vector baselineTestQoS.hostFDO[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[7].tcp.conn-598 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.670388539887,51,0.750521677487,51,0.750521677487,800,0.830613541607,0.080091864119999994,0.830745077607,1452,0.830745077607,0.040143850519999996
0.670388539887,1,0.750521677487,47,0.830613541607,47,,,,,0.910934989699,1452,0.910934989699,0.120333762611999988
0.830745077607,0,0.750522053487,847,0.830745077607,1499,,,,,0.911174829699,1452,0.911174829699,0.12057360261199998
,,0.830745077607,47,0.910934989699,1499,,,,,0.991325048972,1452,0.991325048972,0.200723821884999985
,,0.830745453607,47,0.911174829699,1499,,,,,0.991444968972,1452,0.991444968972,0.200843741884999981
,,0.910934989699,47,0.912678264559,47,,,,,0.993176088972,1452,0.993176088972,0.202574861885000011
,,0.911174829699,47,0.991325048972,1499,,,,,0.995863316002,1452,0.995863316002,0.205262088914999973
,,0.991325048972,47,0.991444968972,1499,,,,,1.071663932972,1452,1.071663932972,0.281062705884999929
,,0.991444968972,47,0.993176088972,1499,,,,,1.071783852972,1452,1.071783852972,0.28118262588499998
,,0.993176088972,47,0.995863316002,1499,,,,,1.073526972972,1452,1.073526972972,0.282925745884999966
,,0.995863316002,47,1.071663932972,1499,,,,,1.076312288559,1452,1.076312288559,0.285711061471999982
,,1.071663932972,47,1.071783852972,1499,,,,,1.078883560802,1452,1.078883560802,0.288282333715000003
,,1.071783852972,47,1.073526972972,1499,,,,,1.0821162824,1452,1.0821162824,0.291515055312999925
,,1.073526972972,47,1.076312288559,1499,,,,,1.0860114824,1452,1.0860114824,0.295410255313000024
,,1.076312288559,47,1.078883560802,1499,,,,,1.0875862024,1452,1.0875862024,0.296984975312999942
,,1.078883560802,47,1.0821162824,1499,,,,,1.151920596948,1452,1.151920596948,0.361319369860999992
,,1.0821162824,47,1.0860114824,1499,,,,,1.152040516948,1452,1.152040516948,0.361439289860999933
,,1.0860114824,47,1.0875862024,1499,,,,,1.154504097772,1452,1.154504097772,0.363902870684999933
,,1.0875862024,47,1.151920596948,1499,,,,,1.156430053359,1452,1.156430053359,0.365828826271999972
,,1.151920596948,47,1.152040516948,1499,,,,,1.159744590021,1452,1.159744590021,0.369143362933999961
,,1.152040516948,47,1.154504097772,1499,,,,,1.161761390021,1452,1.161761390021,0.371160162934000002
,,1.154504097772,47,1.156430053359,1499,,,,,1.1651342072,1452,1.1651342072,0.374532980112999956
,,1.156430053359,47,1.159744590021,1499,,,,,1.1674284472,1452,1.1674284472,0.376827220112999958
,,1.159744590021,47,1.161761390021,1499,,,,,1.1709376472,1452,1.1709376472,0.380336420112999949
,,1.161761390021,47,1.1651342072,1499,,,,,1.1726165272,1452,1.1726165272,0.382015300112999997
,,1.1651342072,47,1.1674284472,1499,,,,,1.1759854872,1452,1.1759854872,0.385384260112999975
,,1.1674284472,47,1.1709376472,1499,,,,,1.1777974864,1452,1.1777974864,0.387196259312999944
,,1.1709376472,47,1.1726165272,1499,,,,,1.1805710064,1452,1.1805710064,0.389969779312999918
,,1.1726165272,47,1.1759854872,1499,,,,,1.1832643672,1452,1.1832643672,0.392663140112999961
,,1.1759854872,47,1.1777974864,1499,,,,,1.1859652472,1452,1.1859652472,0.395364020112999979
,,1.1777974864,47,1.1805710064,1499,,,,,1.1886936472,1452,1.1886936472,0.398092420112999943
,,1.1805710064,47,1.1832643672,1499,,,,,1.2322248472,1452,1.2322248472,0.441623620112999935
,,1.1832643672,47,1.1859652472,1499,,,,,1.2323447672,1452,1.2323447672,0.441743540112999986
,,1.1859652472,47,1.1886936472,1499,,,,,1.2346834072,1452,1.2346834072,0.444082180112999933
,,1.1886936472,47,1.2322248472,1499,,,,,1.2367340472,1452,1.2367340472,0.446132820112999926
,,1.2322248472,47,1.2323447672,1499,,,,,1.2397620472,1452,1.2397620472,0.449160820112999957
,,1.2323447672,47,1.2346834072,1499,,,,,1.2420585272,1452,1.2420585272,0.451457300113000002
,,1.2346834072,47,1.2367340472,1499,,,,,1.2466634872,1452,1.2466634872,0.456062260112999994
,,1.2367340472,47,1.2397620472,1499,,,,,1.2506508472,1452,1.2506508472,0.460049620112999989
,,1.2397620472,47,1.2420585272,1499,,,,,1.2519699672,1452,1.2519699672,0.461368740112999995
,,1.2420585272,47,1.2466634872,1499,,,,,1.2561868472,1452,1.2561868472,0.465585620112999975
,,1.2466634872,47,1.2506508472,1499,,,,,1.2574040472,1452,1.2574040472,0.466802820113000003
,,1.2506508472,47,1.2519699672,1499,,,,,1.2598204472,1452,1.2598204472,0.469219220112999989
,,1.2519699672,47,1.2561868472,1499,,,,,1.2627165272,1452,1.2627165272,0.472115300112999956
,,1.2561868472,47,1.2574040472,1499,,,,,1.2671390072,1452,1.2671390072,0.476537780112999963
,,1.2574040472,47,1.2598204472,1499,,,,,1.2681103672,1452,1.2681103672,0.477509140112999939
,,1.2598204472,47,1.2627165272,1499,,,,,1.2700410872,1452,1.2700410872,0.479439860112999992
,,1.2627165272,47,1.2671390072,1499,,,,,1.2729251672,1452,1.2729251672,0.482323940112999947
,,1.2671390072,47,1.2681103672,1499,,,,,1.2743762072,1452,1.2743762072,0.483774980113000017
,,1.2681103672,47,1.2700410872,1499,,,,,1.2788342072,1452,1.2788342072,0.488232980112999979
,,1.2700410872,47,1.2729251672,1499,,,,,1.2830678072,1452,1.2830678072,0.492466580112999928
,,1.2729251672,47,1.2743762072,1499,,,,,1.2841590872,1452,1.2841590872,0.493557860112999955
,,1.2743762072,47,1.2788342072,1499,,,,,1.2896202072,1452,1.2896202072,0.499018980112999942
,,1.2788342072,47,1.2830678072,1499,,,,,1.2938461272,1452,1.2938461272,0.503244900112999935
,,1.2830678072,47,1.2841590872,1499,,,,,1.2948054872,1452,1.2948054872,0.5042042601129999
,,1.2841590872,47,1.2896202072,1499,,,,,1.2996382872,1452,1.2996382872,0.50903706011299987
,,1.2896202072,47,1.2938461272,1499,,,,,1.3002378872,1452,1.3002378872,0.509636660113000014
,,1.2938461272,47,1.2948054872,1499,,,,,1.3055743672,1452,1.3055743672,0.514973140112999992
,,1.2948054872,47,1.2996382872,1499,,,,,1.3062998872,1452,1.3062998872,0.515698660113000027
,,1.2996382872,47,1.3002378872,1499,,,,,1.3108868472,1452,1.3108868472,0.520285620112999945
,,1.3002378872,47,1.3055743672,1499,,,,,1.3143932472,1452,1.3143932472,0.523792020112999965
,,1.3055743672,47,1.3062998872,1499,,,,,1.3164378872,1452,1.3164378872,0.525836660113000007
,,1.3062998872,47,1.3108868472,1499,,,,,1.3181407672,1452,1.3181407672,0.527539540112999858
,,1.3108868472,47,1.3143932472,1499,,,,,1.3216364472,1452,1.3216364472,0.531035220112999969
,,1.3143932472,47,1.3164378872,1499,,,,,1.3236990872,1452,1.3236990872,0.533097860112999863
,,1.3164378872,47,1.3181407672,1499,,,,,1.3269669272,1452,1.3269669272,0.536365700112999996
