rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.611141470154,75,0.611141470154,0.0602467,1.6327836952,0,1.6327836952,0.019999999999999996,1.6327836952,0,1.6327836952,4.368950539196498877,1.6327836952,0
0.630914717099,75,0.630914717099,0.060019946944999999,3.8927836952,0,3.8927836952,0.019999999999999996,3.8927836952,0,3.8927836952,4.36896045473380033,3.8927836952,0
0.650903511157,75,0.650903511157,0.060008741002999993,4.9981908952,0,4.9981908952,0.019999999999999996,4.9981908952,0,4.9981908952,4.36905421183590013,4.9981908952,0
0.671000396007,75,0.671000396007,0.060105625852999999,5,0,5,0.019999999999999996,5,0,5,4.368954597659300265,5,0
0.690940236007,75,0.690940236007,0.060045465852999995,,,,,,,,,,
0.711033681099,75,0.711033681099,0.060138910944999998,,,,,,,,,,
0.730927272007,75,0.730927272007,0.060032501852999991,,,,,,,,,,
0.751001630154,75,0.751001630154,0.060106859999999997,,,,,,,,,,
0.770938080807,75,0.770938080807,0.060043310652999989,,,,,,,,,,
0.790921516597,75,0.790921516597,0.060026746442999989,,,,,,,,,,
0.810926316007,75,0.810926316007,0.060031545852999995,,,,,,,,,,
0.830979525607,75,0.830979525607,0.060084755453000001,,,,,,,,,,
1.6327836952,75,1.6327836952,0.060228340731999993,,,,,,,,,,
1.6529790552,75,1.6529790552,0.060423700731999998,,,,,,,,,,
1.6727388952,75,1.6727388952,0.060183540731999995,,,,,,,,,,
1.6927692152,75,1.6927692152,0.060213860731999996,,,,,,,,,,
1.7126340952,75,1.7126340952,0.060078740731999993,,,,,,,,,,
1.7326682552,75,1.7326682552,0.060112900731999998,,,,,,,,,,
1.7529128152,75,1.7529128152,0.060357460731999989,,,,,,,,,,
1.7726422552,75,1.7726422552,0.060086900732,,,,,,,,,,
1.7927557752,75,1.7927557752,0.060200420731999992,,,,,,,,,,
1.8126160952,75,1.8126160952,0.060060740731999989,,,,,,,,,,
1.8326478552,75,1.8326478552,0.060092500731999995,,,,,,,,,,
1.8526090552,75,1.8526090552,0.060053700731999989,,,,,,,,,,
1.8726062552,75,1.8726062552,0.060050900731999992,,,,,,,,,,
1.8926793752,75,1.8926793752,0.060124020732000002,,,,,,,,,,
1.9127313752,75,1.9127313752,0.060176020731999998,,,,,,,,,,
1.9327948152,75,1.9327948152,0.060239460731999996,,,,,,,,,,
1.9530273752,75,1.9530273752,0.060472020731999989,,,,,,,,,,
1.9726078552,75,1.9726078552,0.060052500731999996,,,,,,,,,,
1.9926681752,75,1.9926681752,0.060112820731999999,,,,,,,,,,
2.0126673752,75,2.0126673752,0.06011202073199999,,,,,,,,,,
2.0326525752,75,2.0326525752,0.060097220731999994,,,,,,,,,,
2.0527042552,75,2.0527042552,0.060148900731999993,,,,,,,,,,
2.0726339352,75,2.0726339352,0.060078580731999994,,,,,,,,,,
2.0977920152,75,2.0977920152,0.065236660731999989,,,,,,,,,,
2.1160339352,75,2.1160339352,0.063478580731999994,,,,,,,,,,
2.1335162552,75,2.1335162552,0.060960900732,,,,,,,,,,
2.1540308952,75,2.1540308952,0.061475540731999997,,,,,,,,,,
2.1744754552,75,2.1744754552,0.061920100731999993,,,,,,,,,,
2.1938407352,75,2.1938407352,0.061285380732000002,,,,,,,,,,
2.2126473752,75,2.2126473752,0.060092020731999998,,,,,,,,,,
2.2332644152,75,2.2332644152,0.060709060731999997,,,,,,,,,,
2.2528147352,75,2.2528147352,0.060259380731999989,,,,,,,,,,
