numActiveSessions:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[1].tcp.conn-633 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,363,0,360,0.872024980441,0,0.872024980441,51,0.952150987499,51,1.032219647994,0.080068660494999998,1.032351183994,0.040173926895000003,1.7201215832,100000
0.872024980441,1,2.7033424952,5,3.7033424952,1,1.7201215832,316,1.7201215832,360,2.7033424952,1,0.952150987499,47,1.032219647994,47,1.8004969912,0.080375407999999981,1.1129396424,0.120762385301000001,2.7033424952,197500
,,3.7033424952,4,4.7033424952,2,2.7033424952,401,2.7033424952,360,,,0.952151363499,247,1.032351183994,1499,2.7834841912,0.080141695999999984,1.1130655624,0.120888305301000003,3.9208903592,250625
,,3.9208903592,9,,,3.9208903592,238,3.9208903592,360,,,1.032351183994,47,1.1129396424,1499,4.0009235512,0.080033192000000002,1.1931814872,0.201004230100999991,4.7528762392,148750
,,4.7033424952,8,,,4.7528762392,307,4.7528762392,360,,,1.1129396424,47,1.1130655624,1499,4.8333433912,0.080467151999999985,1.1933014072,0.201124150100999987,,
,,4.7528762392,13,,,,,,,,,1.1130655624,47,1.1931814872,1499,,,1.1974184472,0.205241190101000003,,
,,,,,,,,,,,,1.1931814872,47,1.1933014072,1499,,,1.2022619672,0.210084710100999993,,
,,,,,,,,,,,,1.1933014072,47,1.1974184472,1499,,,1.2736446872,0.281467430100999948,,
,,,,,,,,,,,,1.1974184472,47,1.2022619672,1499,,,1.2738965272,0.281719270100999951,,
,,,,,,,,,,,,1.2022619672,47,1.2736446872,1499,,,1.2783485272,0.286171270100999962,,
,,,,,,,,,,,,1.2736446872,47,1.2738965272,1499,,,1.2826960472,0.290518790101000011,,
,,,,,,,,,,,,1.2738965272,47,1.2783485272,1499,,,1.2909500472,0.298772790100999995,,
,,,,,,,,,,,,1.2783485272,47,1.2826960472,1499,,,1.2933544472,0.301177190100999968,,
,,,,,,,,,,,,1.2826960472,47,1.2909500472,1499,,,1.2991586072,0.306981350100999915,,
,,,,,,,,,,,,1.2909500472,47,1.2933544472,1499,,,1.3039974072,0.311820150100999947,,
,,,,,,,,,,,,1.2933544472,47,1.2991586072,1499,,,1.3542456472,0.362068390101000002,,
,,,,,,,,,,,,1.2991586072,47,1.3039974072,1499,,,1.3548452472,0.362667990100999925,,
,,,,,,,,,,,,1.3039974072,47,1.3542456472,1499,,,1.3582330072,0.366055750100999997,,
,,,,,,,,,,,,1.3542456472,47,1.3548452472,1499,,,1.3631818072,0.371004550100999972,,
,,,,,,,,,,,,1.3548452472,47,1.3582330072,1499,,,1.3710886872,0.378911430100999922,,
,,,,,,,,,,,,1.3582330072,47,1.3631818072,1499,,,1.3739847672,0.381807510101000001,,
,,,,,,,,,,,,1.3631818072,47,1.3710886872,1499,,,1.3802566072,0.388079350100999918,,
,,,,,,,,,,,,1.3710886872,47,1.3739847672,1499,,,1.3849754872,0.39279823010100001,,
,,,,,,,,,,,,1.3739847672,47,1.3802566072,1499,,,1.3936776472,0.401500390101000024,,
,,,,,,,,,,,,1.3802566072,47,1.3849754872,1499,,,1.3977836472,0.405606390100999967,,
