numActiveSessions:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[10].tcp.conn-502 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,120,0,240,0.196530502615,0,0.196530502615,51,0.276739960215,51,0.276739960215,0.276739960215000023,0.356771802615,0.080031842399999996,0.356903338615,0.040137108800000001,0.952714392299,100000,1.1786816384,475.706405879919996
0.196530502615,1,1.1786816384,1,3.3509571032,1,1,85,1,240,2.3509571032,1,0.276739960215,47,0.356771802615,47,1,1,1.0803987464,0.080398746399999998,0.437142222615,0.120375992799999997,1.1786816384,10625,2.3509571032,924.573857305510043
,,2.3509571032,2,4.3509571032,2,2,392,2,360,,,0.276740336215,247,0.356903338615,1499,2,2,2.0813680312,0.081368031199999995,0.437262142615,0.120495912799999992,2.3509571032,49000,3.4574790472,1157.193872445099711
,,3.3509571032,1,,,3,575,3,480,,,0.356903338615,47,0.437142222615,1499,2.3509571032,2.350957103199999835,3.0813779512,0.081377951199999992,0.517381106615,0.200614876800000007,3.4574790472,71875,4.4493020472,1250.781910011899976
,,3.4574790472,2,,,4,580,4,480,,,0.437142222615,47,0.437262142615,1499,3,3,4.0813705912,0.08137059119999998,0.517501026615,0.200734796800000003,4.4493020472,72500,,
,,4.3509571032,1,,,5,507,5,480,,,0.437262142615,47,0.517381106615,1499,3.3509571032,2.350957103199999835,,,0.519773921328,0.203007691512999965,,,,
,,4.4493020472,2,,,,,,,,,0.517381106615,47,0.517501026615,1499,4,3,,,0.522876041276,0.206109811460999991,,,,
,,,,,,,,,,,,0.517501026615,47,0.519773921328,1499,4.3509571032,2.350957103199999835,,,0.597619990615,0.280853760800000017,,,,
,,,,,,,,,,,,0.519773921328,47,0.522876041276,1499,5,3,,,0.597739910615,0.280973680799999957,,,,
,,,,,,,,,,,,0.522876041276,47,0.597619990615,1499,,,,,0.599993841328,0.28322761151300002,,,,
,,,,,,,,,,,,0.597619990615,47,0.597739910615,1499,,,,,0.603113726076,0.286347496260999977,,,,
,,,,,,,,,,,,0.597739910615,47,0.599993841328,1499,,,,,0.606584652536,0.289818422721,,,,
,,,,,,,,,,,,0.599993841328,47,0.603113726076,1499,,,,,0.609707144007,0.292940914191999966,,,,
,,,,,,,,,,,,0.603113726076,47,0.606584652536,1499,,,,,0.613181308834,0.296415079018999992,,,,
,,,,,,,,,,,,0.606584652536,47,0.609707144007,1499,,,,,0.616289018616,0.299522788800999915,,,,
,,,,,,,,,,,,0.609707144007,47,0.613181308834,1499,,,,,0.677951316966,0.361185087150999948,,,,
,,,,,,,,,,,,0.613181308834,47,0.616289018616,1499,,,,,0.678071236966,0.361305007151,,,,
,,,,,,,,,,,,0.616289018616,47,0.677951316966,1499,,,,,0.680472565328,0.36370633551300002,,,,
,,,,,,,,,,,,0.677951316966,47,0.678071236966,1499,,,,,0.683572530076,0.366806300260999915,,,,
,,,,,,,,,,,,0.678071236966,47,0.680472565328,1499,,,,,0.686942257336,0.370176027520999982,,,,
,,,,,,,,,,,,0.680472565328,47,0.683572530076,1499,,,,,0.690046028007,0.373279798191999965,,,,
,,,,,,,,,,,,0.683572530076,47,0.686942257336,1499,,,,,0.694277674098,0.377511444282999984,,,,
,,,,,,,,,,,,0.686942257336,47,0.690046028007,1499,,,,,0.696654783416,0.379888553600999933,,,,
,,,,,,,,,,,,0.690046028007,47,0.694277674098,1499,,,,,0.700181365006,0.38341513519100001,,,,
,,,,,,,,,,,,0.694277674098,47,0.696654783416,1499,,,,,0.703288730928,0.386522501113000014,,,,
,,,,,,,,,,,,0.696654783416,47,0.700181365006,1499,,,,,0.706791616536,0.390025386720999954,,,,
,,,,,,,,,,,,0.700181365006,47,0.703288730928,1499,,,,,0.709795544597,0.393029314781999982,,,,
,,,,,,,,,,,,0.703288730928,47,0.706791616536,1499,,,,,0.713329418017,0.396563188201999981,,,,
,,,,,,,,,,,,0.706791616536,47,0.709795544597,1499,,,,,0.716401186557,0.399634956742,,,,
,,,,,,,,,,,,0.709795544597,47,0.713329418017,1499,,,,,0.719701685006,0.402935455190999934,,,,
,,,,,,,,,,,,0.713329418017,47,0.716401186557,1499,,,,,0.722985000159,0.406218770344,,,,
,,,,,,,,,,,,0.716401186557,47,0.719701685006,1499,,,,,0.758190200966,0.441423971150999958,,,,
,,,,,,,,,,,,0.719701685006,47,0.722985000159,1499,,,,,0.758310120966,0.44154389115100001,,,,
,,,,,,,,,,,,0.722985000159,47,0.758190200966,1499,,,,,0.760450490128,0.443684260313000009,,,,
,,,,,,,,,,,,0.758190200966,47,0.758310120966,1499,,,,,0.763810214876,0.447043985060999957,,,,
,,,,,,,,,,,,0.758310120966,47,0.760450490128,1499,,,,,0.767061221336,0.450294991520999941,,,,
,,,,,,,,,,,,0.760450490128,47,0.763810214876,1499,,,,,0.770271948007,0.453505718191999916,,,,
,,,,,,,,,,,,0.763810214876,47,0.767061221336,1499,,,,,0.774756398098,0.457990168282999986,,,,
,,,,,,,,,,,,0.767061221336,47,0.770271948007,1499,,,,,0.776872548216,0.460106318401000022,,,,
,,,,,,,,,,,,0.770271948007,47,0.774756398098,1499,,,,,0.780423129806,0.463656899991000013,,,,
,,,,,,,,,,,,0.774756398098,47,0.776872548216,1499,,,,,0.783486430803,0.466720200987999931,,,,
,,,,,,,,,,,,0.776872548216,47,0.780423129806,1499,,,,,0.786810580536,0.470044350720999924,,,,
,,,,,,,,,,,,0.780423129806,47,0.783486430803,1499,,,,,0.790122428597,0.473356198781999967,,,,
,,,,,,,,,,,,0.783486430803,47,0.786810580536,1499,,,,,0.793878618017,0.477112388201999969,,,,
,,,,,,,,,,,,0.786810580536,47,0.790122428597,1499,,,,,0.796678711357,0.479912481541999945,,,,
,,,,,,,,,,,,0.790122428597,47,0.793878618017,1499,,,,,0.800096591465,0.483330361649999981,,,,
,,,,,,,,,,,,0.793878618017,47,0.796678711357,1499,,,,,0.803324316172,0.486558086356999928,,,,
,,,,,,,,,,,,0.796678711357,47,0.800096591465,1499,,,,,0.806644004972,0.489877775156999926,,,,
,,,,,,,,,,,,0.800096591465,47,0.803324316172,1499,,,,,0.809883485923,0.493117256107999944,,,,
,,,,,,,,,,,,0.803324316172,47,0.806644004972,1499,,,,,0.813125960559,0.496359730743999969,,,,
,,,,,,,,,,,,0.806644004972,47,0.809883485923,1499,,,,,0.816450628278,0.499684398462999944,,,,
,,,,,,,,,,,,0.809883485923,47,0.813125960559,1499,,,,,0.819761209806,0.502994979990999844,,,,
,,,,,,,,,,,,0.813125960559,47,0.816450628278,1499,,,,,0.823106756642,0.506340526827000035,,,,
,,,,,,,,,,,,0.816450628278,47,0.819761209806,1499,,,,,0.826284800972,0.509518571157000053,,,,
,,,,,,,,,,,,0.819761209806,47,0.823106756642,1499,,,,,0.829657864899,0.512891635084000039,,,,
,,,,,,,,,,,,0.823106756642,47,0.826284800972,1499,,,,,0.833056537217,0.51629030740199999,,,,
,,,,,,,,,,,,0.826284800972,47,0.829657864899,1499,,,,,0.836246107202,0.519479877386999964,,,,
,,,,,,,,,,,,0.829657864899,47,0.833056537217,1499,,,,,0.839548604966,0.522782375150999898,,,,
,,,,,,,,,,,,0.833056537217,47,0.836246107202,1499,,,,,0.842779054928,0.526012825112999846,,,,
,,,,,,,,,,,,0.836246107202,47,0.839548604966,1499,,,,,0.846077974003,0.529311744187999975,,,,
