numActiveSessions:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[0].tcp.conn-594 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.643397217772,51,0.723527430572,51,0.723527430572,800,0.803612552972,0.080085122399999985,0.803744088972,1452,0.803744088972,0.040137108800000001
0.643397217772,1,0.723527430572,47,0.803612552972,47,,,,,0.883965790803,1452,0.883965790803,0.120358810630999984
0.803744088972,0,0.723527806572,847,0.803744088972,1499,,,,,0.884085710803,1452,0.884085710803,0.12047873063099998
,,0.803744088972,47,0.883965790803,1499,,,,,0.964293715603,1452,0.964293715603,0.200686735430999962
,,0.803744464972,47,0.884085710803,1499,,,,,0.964413635603,1452,0.964413635603,0.200806655430999957
,,0.883965790803,47,0.886049401607,47,,,,,0.966408862407,1452,0.966408862407,0.202801882235000007
,,0.884085710803,47,0.964293715603,1499,,,,,0.968766179797,1452,0.968766179797,0.205159199625000009
,,0.964293715603,47,0.964413635603,1499,,,,,1.044562599603,1452,1.044562599603,0.280955619431000002
,,0.964413635603,47,0.966408862407,1499,,,,,1.044802439603,1452,1.044802439603,0.281195459430999993
,,0.966408862407,47,0.968766179797,1499,,,,,1.046729319603,1452,1.046729319603,0.283122339430999957
,,0.968766179797,47,1.044562599603,1499,,,,,1.049106019797,1452,1.049106019797,0.285499039625000004
,,1.044562599603,47,1.044802439603,1499,,,,,1.052064298723,1452,1.052064298723,0.288457318550999984
,,1.044802439603,47,1.046729319603,1499,,,,,1.054487253359,1452,1.054487253359,0.290880273186999936
,,1.046729319603,47,1.049106019797,1499,,,,,1.057437892595,1452,1.057437892595,0.293830912422999967
,,1.049106019797,47,1.052064298723,1499,,,,,1.059809573078,1452,1.059809573078,0.296202592905999927
,,1.052064298723,47,1.054487253359,1499,,,,,1.125031561442,1452,1.125031561442,0.361424581269999987
,,1.054487253359,47,1.057437892595,1499,,,,,1.125151481442,1452,1.125151481442,0.361544501269999928
,,1.057437892595,47,1.059809573078,1499,,,,,1.127573881442,1452,1.127573881442,0.363966901269999974
,,1.059809573078,47,1.125031561442,1499,,,,,1.129518121442,1452,1.129518121442,0.365911141270000016
,,1.125031561442,47,1.125151481442,1499,,,,,1.132997868597,1452,1.132997868597,0.369390888425000006
,,1.125151481442,47,1.127573881442,1499,,,,,1.135019118753,1452,1.135019118753,0.37141213858099997
,,1.127573881442,47,1.129518121442,1499,,,,,1.138757817395,1452,1.138757817395,0.37515083722300002
,,1.129518121442,47,1.132997868597,1499,,,,,1.140261079985,1452,1.140261079985,0.376654099813000018
,,1.132997868597,47,1.135019118753,1499,,,,,1.144102011829,1452,1.144102011829,0.380495031656999936
,,1.135019118753,47,1.138757817395,1499,,,,,1.145664916948,1452,1.145664916948,0.382057936775999972
,,1.138757817395,47,1.140261079985,1499,,,,,1.148816596948,1452,1.148816596948,0.385209616775999961
,,1.140261079985,47,1.144102011829,1499,,,,,1.151081156948,1452,1.151081156948,0.387474176775999932
,,1.144102011829,47,1.145664916948,1499,,,,,1.154264257772,1452,1.154264257772,0.390657277600000017
,,1.145664916948,47,1.148816596948,1499,,,,,1.156310133359,1452,1.156310133359,0.392703153186999996
,,1.148816596948,47,1.151081156948,1499,,,,,1.159144990021,1452,1.159144990021,0.395538009849000003
,,1.151081156948,47,1.154264257772,1499,,,,,1.161641470021,1452,1.161641470021,0.398034489848999915
,,1.154264257772,47,1.156310133359,1499,,,,,1.2054218872,1452,1.2054218872,0.441814907027999968
,,1.156310133359,47,1.159144990021,1499,,,,,1.2056724472,1452,1.2056724472,0.442065467027999978
,,1.159144990021,47,1.161641470021,1499,,,,,1.2090602072,1452,1.2090602072,0.44545322702799994
,,1.161641470021,47,1.2054218872,1499,,,,,1.2140009272,1452,1.2140009272,0.45039394702799995
,,1.2054218872,47,1.2056724472,1499,,,,,1.2143606872,1452,1.2143606872,0.450753707027999992
,,1.2056724472,47,1.2090602072,1499,,,,,1.2197588472,1452,1.2197588472,0.456151867027999922
,,1.2090602072,47,1.2140009272,1499,,,,,1.2206042872,1452,1.2206042872,0.456997307028000008
,,1.2140009272,47,1.2143606872,1499,,,,,1.2250893272,1452,1.2250893272,0.461482347027999948
,,1.2143606872,47,1.2197588472,1499,,,,,1.2277553272,1452,1.2277553272,0.464148347028000006
,,1.2197588472,47,1.2206042872,1499,,,,,1.2304153272,1452,1.2304153272,0.466808347028000001
,,1.2206042872,47,1.2250893272,1499,,,,,1.2327105272,1452,1.2327105272,0.469103547027999943
,,1.2250893272,47,1.2277553272,1499,,,,,1.2357686872,1452,1.2357686872,0.472161707027999975
,,1.2277553272,47,1.2304153272,1499,,,,,1.2380711672,1452,1.2380711672,0.47446418702799997
,,1.2304153272,47,1.2327105272,1499,,,,,1.2412130872,1452,1.2412130872,0.47760610702799999
,,1.2327105272,47,1.2357686872,1499,,,,,1.2427840472,1452,1.2427840472,0.479177067028000001
,,1.2357686872,47,1.2380711672,1499,,,,,1.2465435672,1452,1.2465435672,0.482936587028000017
