rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[22].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[22].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
1.000091632166,75,1.000091632166,0.060185275528999992,2.8401380952,0.010869565217390998,2.8401380952,0.019999999999999996,2.8401380952,0,2.8401380952,4.113216351979499295,2.8401380952,0
1.020033136637,75,1.020033136637,0.06012677999999999,3.9401380952,0,3.9401380952,0.019999999999999996,3.9401380952,0,3.9401380952,4.368958619644699207,3.9401380952,0
1.040013216637,75,1.040013216637,0.060106859999999997,5,0,5,0.019999999999999996,5,0,5,4.369011714622299515,5,0
1.060044021078,75,1.060044021078,0.060137664440999993,,,,,,,,,,
1.079964968802,75,1.079964968802,0.060058612164999996,,,,,,,,,,
1.0999992904,75,1.0999992904,0.060092933762999997,,,,,,,,,,
1.120013216637,75,1.120013216637,0.060106859999999997,,,,,,,,,,
1.140009847985,75,1.140009847985,0.060103491347999998,,,,,,,,,,
1.160098958021,75,1.160098958021,0.060192601383999996,,,,,,,,,,
1.1799600144,75,1.1799600144,0.060053657762999992,,,,,,,,,,
1.1999600952,75,1.1999600952,0.060053738563000002,,,,,,,,,,
1.2199932952,75,1.2199932952,0.060086938563,,,,,,,,,,
1.2401164152,75,1.2401164152,0.06021005856299999,,,,,,,,,,
1.2600548952,75,1.2600548952,0.060148538562999994,,,,,,,,,,
1.2799188152,75,1.2799188152,0.060012458562999998,,,,,,,,,,
1.3004723352,75,1.3004723352,0.060565978563,,,,,,,,,,
1.3199401752,75,1.3199401752,0.060033818562999996,,,,,,,,,,
1.3400952152,75,1.3400952152,0.060188858562999991,,,,,,,,,,
1.3599151352,75,1.3599151352,0.060008778562999992,,,,,,,,,,
1.3800053752,75,1.3800053752,0.060099018562999997,,,,,,,,,,
1.4000687352,75,1.4000687352,0.060162378562999996,,,,,,,,,,
1.4200196952,75,1.4200196952,0.060113338562999995,,,,,,,,,,
1.4404610552,75,1.4404610552,0.060554698562999997,,,,,,,,,,
1.4605441752,75,1.4605441752,0.060637818562999989,,,,,,,,,,
1.4800794552,75,1.4800794552,0.060173098563000001,,,,,,,,,,
1.5000196952,75,1.5000196952,0.060113338562999995,,,,,,,,,,
1.5199738552,75,1.5199738552,0.06006749856299999,,,,,,,,,,
1.5401475352,75,1.5401475352,0.060241178562999999,,,,,,,,,,
1.5602277752,75,1.5602277752,0.060321418562999995,,,,,,,,,,
1.5799737752,75,1.5799737752,0.060067418562999991,,,,,,,,,,
1.6002893752,75,1.6002893752,0.06038301856299999,,,,,,,,,,
1.6199411352,75,1.6199411352,0.06003477856299999,,,,,,,,,,
1.6399352152,75,1.6399352152,0.060028858562999998,,,,,,,,,,
1.6601329752,75,1.6601329752,0.060226618563000003,,,,,,,,,,
1.6799880952,75,1.6799880952,0.060081738563000003,,,,,,,,,,
1.7000184152,75,1.7000184152,0.060112058562999989,,,,,,,,,,
1.7201284152,75,1.7201284152,0.060222058563000002,,,,,,,,,,
1.7399420952,75,1.7399420952,0.060035738562999998,,,,,,,,,,
1.7600420952,75,1.7600420952,0.060135738563000001,,,,,,,,,,
1.7801480152,75,1.7801480152,0.060241658562999997,,,,,,,,,,
1.7999938552,75,1.7999938552,0.060087498562999996,,,,,,,,,,
1.8200010552,75,1.8200010552,0.060094698562999995,,,,,,,,,,
1.8403637752,75,1.8403637752,0.060457418562999992,,,,,,,,,,
1.8601088152,75,1.8601088152,0.060202458562999993,,,,,,,,,,
1.8800214552,75,1.8800214552,0.060115098562999999,,,,,,,,,,
1.9005079352,75,1.9005079352,0.060601578562999996,,,,,,,,,,
1.9201042552,75,1.9201042552,0.060197898562999993,,,,,,,,,,
1.9400686552,75,1.9400686552,0.060162298562999996,,,,,,,,,,
1.9601250552,75,1.9601250552,0.060218698562999994,,,,,,,,,,
1.9802596952,75,1.9802596952,0.060353338563,,,,,,,,,,
1.9999173752,75,1.9999173752,0.060011018562999992,,,,,,,,,,
2.0199320152,75,2.0199320152,0.060025658563000003,,,,,,,,,,
2.0399729752,75,2.0399729752,0.060066618562999995,,,,,,,,,,
2.0601194552,75,2.0601194552,0.060213098563,,,,,,,,,,
2.0801276952,75,2.0801276952,0.060221338562999992,,,,,,,,,,
2.1039966552,75,2.1039966552,0.064090298562999997,,,,,,,,,,
2.1218826552,75,2.1218826552,0.061976298562999992,,,,,,,,,,
2.1426287352,75,2.1426287352,0.062722378563000002,,,,,,,,,,
2.1632515352,75,2.1632515352,0.063345178562999981,,,,,,,,,,
2.1799732152,75,2.1799732152,0.060066858562999994,,,,,,,,,,
2.2030010552,75,2.2030010552,0.063094698562999984,,,,,,,,,,
2.2199418552,75,2.2199418552,0.060035498563,,,,,,,,,,
2.2400478552,75,2.2400478552,0.060141498562999995,,,,,,,,,,
2.2603840952,75,2.2603840952,0.060477738562999996,,,,,,,,,,
2.2803845752,75,2.2803845752,0.060478218562999993,,,,,,,,,,
2.3002762552,75,2.3002762552,0.060369898562999998,,,,,,,,,,
2.3201636952,75,2.3201636952,0.060257338563000001,,,,,,,,,,
2.3399933752,75,2.3399933752,0.060087018562999999,,,,,,,,,,
2.3599896952,75,2.3599896952,0.060083338562999993,,,,,,,,,,
2.3799372952,75,2.3799372952,0.060030938562999999,,,,,,,,,,
2.3999303352,75,2.3999303352,0.060023978562999999,,,,,,,,,,
2.4200317752,75,2.4200317752,0.060125418562999993,,,,,,,,,,
2.4401450552,75,2.4401450552,0.060238698563,,,,,,,,,,
2.4602374552,75,2.4602374552,0.060331098562999993,,,,,,,,,,
2.4799184152,75,2.4799184152,0.060012058563,,,,,,,,,,
2.4999209752,75,2.4999209752,0.060014618562999999,,,,,,,,,,
2.5203131352,75,2.5203131352,0.060406778563000001,,,,,,,,,,
2.5400370552,75,2.5400370552,0.060130698562999989,,,,,,,,,,
2.5599608152,75,2.5599608152,0.060054458562999998,,,,,,,,,,
2.5799657752,75,2.5799657752,0.060059418562999996,,,,,,,,,,
2.6002058552,75,2.6002058552,0.060299498563,,,,,,,,,,
2.6200789752,75,2.6200789752,0.06017261856299999,,,,,,,,,,
2.6399378552,75,2.6399378552,0.060031498562999996,,,,,,,,,,
2.6601858552,75,2.6601858552,0.060279498562999994,,,,,,,,,,
2.6801442552,75,2.6801442552,0.060237898562999991,,,,,,,,,,
2.6999367352,75,2.6999367352,0.060030378563000002,,,,,,,,,,
2.7199215352,75,2.7199215352,0.060015178562999995,,,,,,,,,,
2.7400142552,75,2.7400142552,0.060107898563,,,,,,,,,,
2.7602280152,75,2.7602280152,0.060321658562999993,,,,,,,,,,
2.7799609752,75,2.7799609752,0.060054618562999997,,,,,,,,,,
2.7999956152,75,2.7999956152,0.060089258563,,,,,,,,,,
2.8401380952,75,2.8401380952,0.060231738563,,,,,,,,,,
2.8599861752,75,2.8599861752,0.060079818563,,,,,,,,,,
2.8799794552,75,2.8799794552,0.060073098562999998,,,,,,,,,,
2.9000686552,75,2.9000686552,0.060162298562999996,,,,,,,,,,
4.2125344152,75,4.2125344152,0.060133420546999993,,,,,,,,,,
4.2336438552,75,4.2336438552,0.061242860546999996,,,,,,,,,,
4.2526212952,75,4.2526212952,0.060220300546999991,,,,,,,,,,
4.2737572952,75,4.2737572952,0.061356300547000003,,,,,,,,,,
4.2936299352,75,4.2936299352,0.061228940546999996,,,,,,,,,,
4.3132400952,75,4.3132400952,0.060839100546999993,,,,,,,,,,
4.3324320152,75,4.3324320152,0.060031020546999991,,,,,,,,,,
4.3527225752,75,4.3527225752,0.060321580547,,,,,,,,,,
4.3727792952,75,4.3727792952,0.060378300546999996,,,,,,,,,,
4.3926596952,75,4.3926596952,0.060258700546999999,,,,,,,,,,
