rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[3].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[3].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
1.8179423632,47,1.8207258752,1499
1.8207384432,47,1.8280415552,1499
1.8280541232,47,1.8314359552,1499
1.8314485232,47,1.8372271552,1499
1.8372397232,47,1.8420977152,1499
1.8421102832,47,1.8486832352,1499
1.8486958032,47,1.8521226752,1499
1.8521352432,47,1.8566004352,1499
1.8566130032,47,1.8634958752,1499
1.8635084432,47,1.8694278752,1499
1.8694404432,47,1.8741885152,1499
1.8742010832,47,1.8802605952,1499
1.8802731632,47,1.8849901952,1499
1.8850027632,47,1.8910997952,1499
1.8911123632,47,1.8948612352,1499
1.8948738032,47,1.8994005152,1499
1.8994130832,47,1.9057334752,1499
1.9057460432,47,1.9860013152,132
1.9860029472,47,2.0661605152,47
1.9860049232,247,2.0662804352,1499
2.0662930032,47,2.0664003552,1499
2.0664129232,47,2.0732388352,1499
2.0732514032,47,2.0755460352,1499
2.0755586032,47,2.0888806752,1499
2.0888932432,47,2.1003576352,1499
2.1003702032,47,2.1065240352,1499
2.1065366032,47,2.1185875552,1499
2.1186001232,47,2.1303530752,1499
2.1303656432,47,2.1394734752,1499
2.1394860432,47,2.1507365952,1499
2.1507491632,47,2.1623813952,1499
2.1623939632,47,2.1711955552,1499
2.1712081232,47,2.1824968352,1499
2.1825094032,47,2.1963943552,1499
2.1964069232,47,2.2045653152,1499
2.2045778832,47,2.2151889952,1499
2.2152015632,47,2.2239651552,1499
2.2239777232,47,2.2344869152,1499
2.2344994832,47,2.2452517152,1499
2.2452642832,47,2.2558777952,1499
2.2558903632,47,2.2666672352,1499
2.2666798032,47,2.2752614752,1499
2.2752740432,47,2.2773181152,1499
2.2773306832,47,2.2880202752,1499
2.2880328432,47,2.2973538752,1499
2.2973664432,47,2.2988026752,1499
2.2988152432,47,2.3094852352,1499
2.3094978032,47,2.3189577952,1499
2.3189703632,47,2.3201569952,1499
2.3201695632,47,2.3308204352,1499
2.3308330032,47,2.3346130752,1499
2.3346256432,47,2.3416260352,1499
2.3416386032,47,2.3460139552,1499
2.3460265232,47,2.3522670752,1499
2.3522796432,47,2.3573387552,1499
2.3573513232,47,2.3629613152,1499
2.3629738832,47,2.3705061152,1499
2.3705186832,47,2.3736587552,1499
2.3736713232,47,2.3812835552,1499
2.3812961232,47,2.3844395552,1499
2.3844521232,47,2.3920564352,1499
2.3920690032,47,2.3950844352,1499
2.3950970032,47,2.4015085152,1499
2.4015210832,47,2.4058017952,1499
2.4058143632,47,2.4101429152,1499
2.4101554832,47,2.4165798752,1499
2.4165924432,47,2.4205107552,1499
2.4205233232,47,2.4272029952,1499
2.4272155632,47,2.4304787552,1499
2.4304913232,47,2.4379737952,1499
2.4379863632,47,2.4408638752,1499
2.4408764432,47,2.4486205152,1499
2.4486330832,47,2.4516365152,1499
2.4516490832,47,2.4593913152,1499
2.4594038832,47,2.4624287552,1499
2.4624413232,47,2.4700377152,1499
2.4700502832,47,2.4729397952,1499
2.4729523632,47,2.4807571552,1499
2.4807697232,47,2.4836851552,1499
2.4836977232,47,2.4914260352,1499
2.4914386032,47,2.4942141952,1499
2.4942267632,47,2.5021545152,1499
2.5021670832,47,2.5050685952,1499
2.5050811632,47,2.5129373152,1499
2.5129498832,47,2.5158333952,1499
2.5158459632,47,2.5235802752,1499
2.5235928432,47,2.5263624352,1499
2.5263750032,47,2.5338893952,1499
2.5339019632,47,2.5349686752,1499
2.5349812432,47,2.5447823552,1499
2.5447949232,47,2.5457537152,1499
2.5457662832,47,2.5557149152,1499
2.5557274832,47,2.5585090752,1499
2.5585216432,47,2.5661407552,1499
2.5661533232,47,2.5675917952,1499
2.5676043632,47,2.5769430752,1499
2.5769556432,47,2.5779084352,1499
2.5779210032,47,2.5878425952,1499
2.5878551632,47,2.5906414752,1499
2.5906540432,47,2.5985082752,1499
2.5985208432,47,2.6014043552,1499
2.6014169232,47,2.6092829152,1499
2.6092954832,47,2.6122989152,1499
2.6123114832,47,2.6199523552,1499
2.6199649232,47,2.6235979552,1499
2.6236105232,47,2.6306133152,1499
2.6306258832,47,2.6343668352,1499
2.6343794032,47,2.6413761952,1499
2.6413887632,47,2.6453233952,1499
2.6453359632,47,2.6520809152,1499
2.6520934832,47,2.6561797952,1499
2.6561923632,47,2.6627712352,1499
2.6627838032,47,2.6670224352,1499
2.6670350032,47,2.6734759552,1499
2.6734885232,47,2.6774873152,1499
2.6774998832,47,2.6841526752,1499
2.6841652432,47,2.6883858752,1499
2.6883984432,47,2.6949653152,1499
2.6949778832,47,2.6992105152,1499
2.6992230832,47,2.7056382752,1499
2.7056508432,47,2.7099853952,1499
2.7099979632,47,2.7162752352,1499
2.7162878032,47,2.7205204352,1499
2.7205330032,47,2.7270681152,1499
2.7270806832,47,2.7308156352,1499
2.7308282032,47,2.7377170752,1499
2.7377296432,47,2.7408529952,1499
2.7408655632,47,2.7482412352,1499
2.7482538032,47,2.7490866752,1499
2.7490992432,47,2.7576909952,1499
2.7577035632,47,2.7602213152,1499
2.7602338832,47,2.7675005152,1499
2.7675130832,47,2.7705105152,1499
2.7705230832,47,2.7783833152,1499
2.7783958832,47,2.7816391552,1499
2.7816517232,47,2.7895277152,1499
2.7895402832,47,2.7923559552,1499
2.7923685232,47,2.8002347552,1499
2.8002473232,47,2.8030109152,1499
2.8030234832,47,2.8114953152,1499
2.8115078832,47,2.8133061152,1499
2.8133186832,47,2.8222517952,1499
2.8222643632,47,2.8239666752,1499
2.8239792432,47,2.8334757952,1499
2.8334883632,47,2.8346869952,1499
2.8346995632,47,2.9151521152,845
2.9151594512,47,2.9956593952,47
2.9151614272,247,2.9957793152,1499
2.9957918832,47,2.9963789152,1499
2.9963914832,47,2.9996467552,1499
2.9996593232,47,3.0048759552,1499
3.0048885232,47,3.0104831552,1499
3.0104957232,47,3.0156498752,1499
3.0156624432,47,3.0210800352,1499
3.0210926032,47,3.0263025952,1499
3.0263151632,47,3.0318489152,1499
3.0318614832,47,3.0370661152,1499
3.0370786832,47,3.0424985152,1499
3.0425110832,47,3.0477210752,1499
3.0477336432,47,3.0532613952,1499
3.0532739632,47,3.0584678752,1499
3.0584804432,47,3.0639289952,1499
3.0639415632,47,3.0691581952,1499
3.0691707632,47,3.0745845952,1499
3.0745971632,47,3.0798970752,1499
3.0799096432,47,3.0909501152,1499
3.0909626832,47,3.1024067552,1499
3.1024193232,47,3.1141517152,1499
3.1141642832,47,3.1254144352,1499
3.1254270032,47,3.1366509952,1499
3.1366635632,47,3.1456305152,1499
3.1456430832,47,3.1566505952,1499
3.1566631632,47,3.1658649152,1499
3.1658774832,47,3.1772810752,1499
3.1772936432,47,3.1889013952,1499
3.1889139632,47,3.1977129952,1499
3.1977255632,47,3.2091487552,1499
3.2091613232,47,3.2220641952,1499
3.2220767632,47,3.2297249952,1499
3.2297375632,47,3.2407557952,1499
3.2407683632,47,3.2501014752,1499
3.2501140432,47,3.2605545152,1499
3.2605670832,47,3.2724026752,1499
3.2724152432,47,3.2816485952,1499
3.2816611632,47,3.2932755552,1499
3.2932881232,47,3.3047866752,1499
3.3047992432,47,3.3137593152,1499
3.3137718832,47,3.3256460352,1499
3.3256586032,47,3.3351827552,1499
3.3351953232,47,3.3423890752,1499
3.3424016432,47,3.3465333152,1499
3.3465458832,47,3.3577705152,1499
3.3577830832,47,3.3673941952,1499
3.3674067632,47,3.3782731552,1499
3.3782857232,47,3.3839561152,1499
3.3839686832,47,3.3887116352,1499
3.3887242032,47,3.3992599552,1499
3.3992725232,47,3.3994997952,1499
3.3995123632,47,3.4101325152,1499
3.4101450832,47,3.4108580352,1499
3.4108706032,47,3.4208779552,1499
3.4208905232,47,3.4253178752,1499
3.4253304432,47,3.4315426752,1499
3.4315552432,47,3.4378069952,1499
3.4378195632,47,3.4422332352,1499
3.4422458032,47,3.4493285152,1499
3.4493410832,47,3.4530520352,1499
3.4530646032,47,3.4633220352,1499
3.4633346032,47,3.4636817952,1499
3.4636943632,47,3.4744195552,1499
3.4744321232,47,3.4749052352,1499
3.4749178032,47,3.4851192352,1499
3.4851318032,47,3.4862165152,1499
3.4862290832,47,3.4957837952,1499
3.4957963632,47,3.5002628352,1499
3.5002754032,47,3.5065693952,1499
3.5065819632,47,3.5123079552,1499
3.5123205232,47,3.5172786752,1499
3.5172912432,47,3.5234969952,1499
3.5235095632,47,3.5279201952,1499
3.5279327632,47,3.5342939552,1499
3.5343065232,47,3.5387036352,1499
3.5387162032,47,3.5451121152,1499
3.5451246832,47,3.5493560352,1499
3.5493686032,47,3.5561851552,1499
3.5561977232,47,3.5600585952,1499
3.5600711632,47,3.5669660352,1499
3.5669786032,47,3.5708094752,1499
3.5708220432,47,3.5778397952,1499
3.5778523632,47,3.5814800352,1499
3.5814926032,47,3.5885111552,1499
3.5885237232,47,3.5922286752,1499
3.5922412432,47,3.5993296352,1499
3.5993422032,47,3.6028997152,1499
3.6029122832,47,3.6105671552,1499
3.6105797232,47,3.6135711552,1499
3.6135837232,47,3.6231856352,1499
3.6231982032,47,3.6242923552,1499
3.6243049232,47,3.6314821152,1499
3.6314946832,47,3.6349837952,1499
3.6349963632,47,3.6415381152,1499
3.6415506832,47,3.6457833152,1499
3.6457958832,47,3.6519232352,1499
3.6519358032,47,3.6564886752,1499
3.6565012432,47,3.6625214752,1499
3.6625340432,47,3.6671324352,1499
3.6671450032,47,3.6728945952,1499
3.6729071632,47,3.6778216352,1499
3.6778342032,47,3.6836324352,1499
3.6836450032,47,3.6885683552,1499
3.6885809232,47,3.6944564352,1499
3.6944690032,47,3.6992410752,1499
3.6992536432,47,3.7054351552,1499
3.7054477232,47,3.7100208352,1499
3.7100334032,47,3.7162392352,1499
3.7162518032,47,3.7207122752,1499
3.7207248432,47,3.7266590752,1499
3.7266716432,47,3.7313479552,1499
3.7313605232,47,3.7421151552,1499
3.7421277232,47,3.7432004352,1499
3.7432130032,47,3.7527508352,1499
3.7527634032,47,3.7535962752,1499
3.7536088432,47,3.7631474752,1499
3.7631600432,47,3.7635072352,1499
3.7635198032,47,3.7732053952,1499
3.7732179632,47,3.7741842752,1499
3.7741968432,47,3.7839320352,1499
3.7839446032,47,3.7849340352,1499
3.7849466032,47,3.7951345952,1499
3.7951471632,47,3.7956700352,1499
3.7956826032,47,3.8059819552,1499
3.8059945232,47,3.8063477152,1499
3.8063602832,47,3.8165830752,1499
3.8165956432,47,3.8170687552,1499
3.8170813232,47,3.8266737952,1499
3.8266863632,47,3.8277650752,1499
3.8277776432,47,3.8350009952,1499
3.8350135632,47,3.8379150752,1499
3.8379276432,47,3.8421362752,1499
3.8421488432,47,3.8479328352,1499
3.8479454032,47,3.8528555552,1499
3.8528681232,47,3.8598341952,1499
3.8598467632,47,3.8655705152,1499
3.8655830832,47,3.8705339552,1499
3.8705465232,47,3.8763358752,1499
3.8763484432,47,3.8812825952,1499
3.8812951632,47,3.8870107552,1499
3.8870233232,47,3.8919393952,1499
3.8919519632,47,3.8973176352,1499
3.8973302032,47,3.9026626752,1499
3.9026752432,47,3.9080051552,1499
3.9080177232,47,3.9134274752,1499
3.9134400432,47,3.9187699552,1499
3.9187825232,47,3.9240745152,1499
3.9240870832,47,3.9294858752,1499
3.9294984432,47,3.9345405152,1499
3.9345530832,47,3.9384199552,1499
3.9384325232,47,3.9452590752,1499
3.9452716432,47,3.9491445152,1499
3.9491570832,47,3.9560418752,1499
3.9560544432,47,3.9599093152,1499
3.9599218832,47,4.0401525952,814
4.0401596832,47,4.1213724352,47
4.0401616592,247,4.1214923552,1499
4.1215049232,47,4.1235629152,1499
4.1235754832,47,4.1292591552,1499
4.1292717232,47,4.1401125952,1499
4.1401251632,47,4.1504474752,1499
4.1504600432,47,4.1616897152,1499
4.1617022832,47,4.1702820352,1499
4.1702946032,47,4.1736457952,1499
4.1736583632,47,4.1826038752,1499
4.1826164432,47,4.1933721152,1499
4.1933846832,47,4.2071095552,1499
4.2071221232,47,4.2149441152,1499
4.2149566832,47,4.2257571552,1499
4.2257697232,47,4.2360655552,1499
4.2360781232,47,4.2472121952,1499
4.2472247632,47,4.2592761952,1499
4.2592887632,47,4.2682282752,1499
4.2682408432,47,4.2743621952,1499
4.2743747632,47,4.2790930752,1499
4.2791056432,47,4.2926578752,1499
4.2926704432,47,4.3006241952,1499
4.3006367632,47,4.3113146752,1499
4.3113272432,47,4.3217495552,1499
4.3217621232,47,4.3324253152,1499
4.3324378832,47,4.3436618752,1499
4.3436744432,47,4.3482728352,1499
4.3482854032,47,4.3538071552,1499
4.3538197232,47,4.3645580352,1499
4.3645706032,47,4.3754348352,1499
4.3754474032,47,4.3806393952,1499
4.3806519632,47,4.3859758752,1499
4.3859884432,47,4.3966463552,1499
4.3966589232,47,4.3971380352,1499
4.3971506032,47,4.4073873152,1499
4.4073998832,47,4.4118303552,1499
4.4118429232,47,4.4181201952,1499
4.4181327632,47,4.4228330752,1499
4.4228456432,47,4.4287797152,1499
4.4287922832,47,4.4341445952,1499
4.4341571632,47,4.4394750752,1499
4.4394876432,47,4.4451974752,1499
4.4452100432,47,4.4502561152,1499
4.4502686832,47,4.4563957952,1499
4.4564083632,47,4.4609422752,1499
4.4609548432,47,4.4696999552,1499
4.4697125232,47,4.4716186752,1499
4.4716312432,47,4.4804874752,1499
4.4805000432,47,4.4822982752,1499
4.4823108432,47,4.4894984352,1499
4.4895110032,47,4.4930639552,1499
4.4930765232,47,4.4988908352,1499
4.4989034032,47,4.5037056352,1499
4.5037182032,47,4.5097556352,1499
4.5097682032,47,4.5144445152,1499
4.5144570832,47,4.5202606752,1499
4.5202732432,47,4.5252241152,1499
4.5252366832,47,4.5302907552,1499
4.5303033232,47,4.5358370752,1499
4.5358496432,47,4.5403161152,1499
4.5403286832,47,4.5461369952,1499
4.5461495632,47,4.5483053152,1499
4.5483178832,47,4.5572886752,1499
4.5573012432,47,4.5674673952,1499
4.5674799632,47,4.5679470752,1499
4.5679596432,47,4.5751722752,1499
4.5751848432,47,4.5787133952,1499
4.5787259632,47,4.5834082752,1499
4.5834208432,47,4.5893751552,1499
4.5893877232,47,4.5938241952,1499
4.5938367632,47,4.6001140352,1499
4.6001266032,47,4.6050714752,1499
4.6050840432,47,4.6108576352,1499
4.6108702032,47,4.6158043552,1499
4.6158169232,47,4.6214825952,1499
4.6214951632,47,4.6260922752,1499
4.6261048432,47,4.6322201952,1499
4.6322327632,47,4.6367244352,1499
4.6367370032,47,4.6429962752,1499
4.6430088432,47,4.6469003552,1499
4.6469129232,47,4.6536321152,1499
4.6536446832,47,4.6629720352,1499
4.6629846032,47,4.6644148352,1499
4.6644274032,47,4.6700990752,1499
4.6701116432,47,4.6750457952,1499
4.6750583632,47,4.6858213152,1499
4.6858338832,47,4.6887113952,1499
4.6887239632,47,4.6964342752,1499
4.6964468432,47,4.6993363552,1499
4.6993489232,47,4.7067466752,1499
4.7067592432,47,4.7072263552,1499
4.7072389232,47,4.7130065152,1499
4.7130190832,47,4.7178570752,1499
4.7178696432,47,4.7268110752,1499
4.7268236432,47,4.7286205952,1499
4.7286331632,47,4.7382148352,1499
4.7382274032,47,4.7393061152,1499
4.7393186832,47,4.7441209152,1499
4.7441334832,47,4.7500389952,1499
4.7500515632,47,4.7596448352,1499
4.7596574032,47,4.7607301152,1499
4.7607426832,47,4.7698162752,1499
4.7698288432,47,4.7713872352,1499
4.7713998032,47,4.7763339552,1499
4.7763465232,47,4.7821298752,1499
4.7821424432,47,4.7868761952,1499
4.7868887632,47,4.7928961952,1499
4.7929087632,47,4.7983737152,1499
4.7983862832,47,4.8035542752,1499
4.8035668432,47,4.8092631552,1499
4.8092757232,47,4.8143237952,1499
4.8143363632,47,4.8200699552,1499
4.8200825232,47,4.8250106752,1499
4.8250232432,47,4.8308028352,1499
4.8308154032,47,4.8357013152,1499
4.8357138832,47,4.8455847552,1499
4.8455973232,47,4.8464361952,1499
4.8464487632,47,4.8565722752,1499
4.8565848432,47,4.8570579552,1499
4.8570705232,47,4.8678186752,1499
4.8678312432,47,4.8682983552,1499
4.8683109232,47,4.8784717152,1499
4.8784842832,47,4.8821949152,1499
4.8822074832,47,4.8891677952,1499
4.8891803632,47,4.8929093152,1499
4.8929218832,47,4.8999745952,1499
4.8999871632,47,4.9027447552,1499
4.9027573232,47,4.9105815552,1499
4.9105941232,47,4.9110672352,1499
4.9110798032,47,4.9207372352,1499
4.9207498032,47,4.9213368352,1499
4.9213494032,47,4.9303249152,1499
4.9303374832,47,4.9320097952,1499
4.9320223632,47,4.9362369952,1499
4.9362495632,47,4.9422677152,1499
4.9422802832,47,4.9464056352,1499
4.9464182032,47,4.9529113152,1499
4.9529238832,47,4.9571849952,1499
4.9571975632,47,4.9639249152,1499
4.9639374832,47,4.9678674752,1499
4.9678800432,47,4.9744968352,1499
4.9745094032,47,4.9785613152,1499
4.9785738832,47,4.9855657952,1499
4.9855783632,47,4.9909861952,1499
4.9909987632,47,4.9962594752,1499
4.9962720432,47,,
