numActiveSessions:vector baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[4].tcp.conn-585 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.612615558098,51,0.692866890098,51,1.692866890098,40,1.7728916312,0.080024741102000001,1.7728989112,40,1.7728989112,0.040020335502000001
0.612615558098,1,0.692866890098,47,1.7728916312,47,1.742866890098,40,1.8529783512,0.08008672,1.8529856312,40,1.8529856312,0.04007911439999999
,,1.692866890098,87,1.7728989112,87,1.792866890098,40,1.9330441912,0.080065839999999999,1.9330549912,80,1.9330549912,0.04005852239999999
,,1.7728916312,87,1.8529783512,47,1.842866890098,40,2.0131565912,0.0801124,2.0131638712,40,1.9330549912,0.04005852239999999
,,1.7728989112,47,1.8529856312,87,1.892866890098,40,2.0977509912,0.084594399999999985,2.0977617912,80,2.0131638712,0.040104218400000002
,,1.8529783512,127,1.9330441912,47,1.942866890098,40,2.1799173912,0.0821664,2.1799281912,80,2.0977617912,0.044587082399999991
,,1.8529856312,47,1.9330549912,127,1.992866890098,40,2.2603430712,0.080425679999999999,2.2603503512,40,2.0977617912,0.044587082399999991
,,1.9330441912,87,2.0131565912,47,2.042866890098,40,2.3404765912,0.080133519999999985,2.3405268152,528,2.1799281912,0.042158506399999989
,,1.9330549912,47,2.0131638712,87,2.092866890098,40,3.4206316312,0.080104815999999994,3.4206389112,40,2.1799281912,0.042158506399999989
,,2.0131565912,127,2.0977509912,47,2.142866890098,40,3.5008666712,0.080235039999999979,3.5008739512,40,2.2603503512,0.040417498400000001
,,2.0131638712,47,2.0977617912,127,2.192866890098,40,3.5809739512,0.080107280000000002,3.5809847512,80,2.3405268152,0.040168858399999993
,,2.0977509912,127,2.1799173912,47,3.3405268152,40,3.6611671512,0.080193199999999992,3.6611744312,40,3.4206389112,0.040100410399999994
,,2.0977617912,47,2.1799281912,127,3.3905268152,40,3.7412293912,0.080062240000000006,3.7412401912,80,3.5008739512,0.040227434399999997
,,2.1799173912,87,2.2603430712,47,3.4405268152,40,3.8216539512,0.080424560000000005,3.8216647512,80,3.5809847512,0.040099962399999994
,,2.1799281912,47,2.2603503512,87,3.4905268152,40,3.9023825112,0.080728560000000004,3.9023897912,40,3.5809847512,0.040099962399999994
,,2.2603430712,87,2.3404765912,47,3.5405268152,40,3.9825985112,0.080215999999999981,3.9826487352,528,3.6611744312,0.040185018399999994
,,2.2603503512,47,2.3405268152,575,3.5905268152,40,,,,,3.7412401912,0.040054922399999997
,,2.3405268152,47,3.4206316312,47,3.6405268152,40,,,,,3.7412401912,0.040054922399999997
,,3.3405268152,87,3.4206389112,87,3.6905268152,40,,,,,3.8216647512,0.040416666399999995
,,3.4206316312,87,3.5008666712,47,3.7405268152,40,,,,,3.8216647512,0.040416666399999995
,,3.4206389112,47,3.5008739512,87,3.7905268152,40,,,,,3.9023897912,0.040720378399999992
,,3.5008666712,127,3.5809739512,47,3.8405268152,40,,,,,3.9826487352,0.040251338400000002
,,3.5008739512,47,3.5809847512,127,4.9826487352,40,,,,,,
,,3.5809739512,87,3.6611671512,47,,,,,,,,
,,3.5809847512,47,3.6611744312,87,,,,,,,,
,,3.6611671512,127,3.7412293912,47,,,,,,,,
,,3.6611744312,47,3.7412401912,127,,,,,,,,
,,3.7412293912,127,3.8216539512,47,,,,,,,,
,,3.7412401912,47,3.8216647512,127,,,,,,,,
,,3.8216539512,87,3.9023825112,47,,,,,,,,
,,3.8216647512,47,3.9023897912,87,,,,,,,,
,,3.9023825112,87,3.9825985112,47,,,,,,,,
,,3.9023897912,47,3.9826487352,575,,,,,,,,
,,3.9826487352,47,,,,,,,,,,
,,4.9826487352,87,,,,,,,,,,
