numActiveSessions:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[6].tcp.conn-614 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,246,0,360,0.768248781527,0,0.768248781527,51,0.84844287941,51,0.92866749141,0.080224612,0.92879902741,0.04032987839999999,1.6057978232,100000
0.768248781527,1,2.7911626632,5,3.7911626632,1,1.6057978232,403,1.6057978232,360,2.7911626632,1,0.84844287941,47,0.92866749141,47,1.6859729112,0.080175088000000005,1.00903791141,0.1205687624,2.7911626632,251875
,,3.7911626632,4,4.7911626632,2,2.7911626632,370,2.7911626632,360,,,0.84844325541,247,0.92879902741,1499,2.8712502712,0.080087608000000004,1.00915783141,0.120688682399999996,3.9403681272,231250
,,3.9403681272,9,,,3.9403681272,438,3.9403681272,360,,,0.92879902741,47,1.00903791141,1499,4.0205644312,0.080196303999999995,1.0892770824,0.200807933389999969,,
,,4.7911626632,8,,,,,,,,,1.00903791141,47,1.00915783141,1499,,,1.0893970024,0.200927853389999965,,
,,,,,,,,,,,,1.00915783141,47,1.0892770824,1499,,,1.0945625224,0.20609337339,,
,,,,,,,,,,,,1.0892770824,47,1.0893970024,1499,,,1.0984397224,0.209970573389999969,,
,,,,,,,,,,,,1.0893970024,47,1.0945625224,1499,,,1.1696110072,0.281141858189999925,,
,,,,,,,,,,,,1.0945625224,47,1.0984397224,1499,,,1.1699707672,0.281501618189999968,,
,,,,,,,,,,,,1.0984397224,47,1.1696110072,1499,,,1.1732221272,0.284752978190000004,,
,,,,,,,,,,,,1.1696110072,47,1.1699707672,1499,,,1.1786489264,0.290179777390000003,,
,,,,,,,,,,,,1.1699707672,47,1.1732221272,1499,,,1.1839026072,0.295433458189999996,,
,,,,,,,,,,,,1.1732221272,47,1.1786489264,1499,,,1.1892992472,0.300830098189999948,,
,,,,,,,,,,,,1.1786489264,47,1.1839026072,1499,,,1.1947524472,0.306283298189999996,,
,,,,,,,,,,,,1.1839026072,47,1.1892992472,1499,,,1.1999654872,0.311496338189999998,,
,,,,,,,,,,,,1.1892992472,47,1.1947524472,1499,,,1.2500512472,0.361582098189999976,,
,,,,,,,,,,,,1.1947524472,47,1.1999654872,1499,,,1.2502910872,0.361821938189999967,,
,,,,,,,,,,,,1.1999654872,47,1.2500512472,1499,,,1.2539066872,0.365437538190000019,,
,,,,,,,,,,,,1.2500512472,47,1.2502910872,1499,,,1.2589810072,0.370511858189999985,,
,,,,,,,,,,,,1.2502910872,47,1.2539066872,1499,,,1.2660130872,0.377543938189999981,,
,,,,,,,,,,,,1.2539066872,47,1.2589810072,1499,,,1.2696813272,0.38121217818999997,,
,,,,,,,,,,,,1.2589810072,47,1.2660130872,1499,,,1.2753355672,0.386866418190000003,,
,,,,,,,,,,,,1.2660130872,47,1.2696813272,1499,,,1.2804098872,0.391940738189999969,,
,,,,,,,,,,,,1.2696813272,47,1.2753355672,1499,,,1.2893743672,0.400905218190000021,,
,,,,,,,,,,,,1.2753355672,47,1.2804098872,1499,,,1.2932345272,0.404765378190000022,,
,,,,,,,,,,,,1.2804098872,47,1.2893743672,1499,,,1.2974677272,0.40899857818999996,,
,,,,,,,,,,,,1.2893743672,47,1.2932345272,1499,,,1.3018148472,0.413345698189999997,,
