numActiveSessions:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[14].tcp.conn-634 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[14].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,401,0,360,0.881137663529,0,0.881137663529,51,0.961165097865,51,1.041257789865,0.080092691999999992,1.041389325865,0.040197958399999997,1.7294080632,100000
0.881137663529,1,2.7454640792,5,3.7454640792,1,1.7294080632,332,1.7294080632,360,2.7454640792,1,0.961165097865,47,1.041257789865,47,1.8095645112,0.080156447999999991,1.121664563837,0.12047319637199999,2.7454640792,207500
,,3.7454640792,4,4.7454640792,2,2.7454640792,326,2.7454640792,360,,,0.961165473865,247,1.041389325865,1499,2.8255538712,0.080089791999999992,1.121910403837,0.120719036371999987,3.7913973112,203750
,,3.7913973112,9,,,3.7913973112,353,3.7913973112,360,,,1.041389325865,47,1.121664563837,1499,3.8716174712,0.080220159999999984,1.2023818872,0.201190519734999961,4.8807613352,220625
,,4.7454640792,8,,,4.8807613352,312,4.8807613352,360,,,1.121664563837,47,1.121910403837,1499,4.9609153912,0.080154056000000001,1.2027416472,0.201550279735000003,,
,,4.8807613352,13,,,,,,,,,1.121910403837,47,1.2023818872,1499,,,1.2076091672,0.206417799734999961,,
,,,,,,,,,,,,1.2023818872,47,1.2027416472,1499,,,1.2113446872,0.210153319735000009,,
,,,,,,,,,,,,1.2027416472,47,1.2076091672,1499,,,1.2828159672,0.281624599734999979,,
,,,,,,,,,,,,1.2076091672,47,1.2113446872,1499,,,1.2829418872,0.28175051973499998,,
,,,,,,,,,,,,1.2113446872,47,1.2828159672,1499,,,1.2890146072,0.287823239735000012,,
,,,,,,,,,,,,1.2828159672,47,1.2829418872,1499,,,1.2917894872,0.290598119734999936,,
,,,,,,,,,,,,1.2829418872,47,1.2890146072,1499,,,1.2984330872,0.297241719735000018,,
,,,,,,,,,,,,1.2890146072,47,1.2917894872,1499,,,1.3025343672,0.301342999735000004,,
,,,,,,,,,,,,1.2917894872,47,1.2984330872,1499,,,1.3105270872,0.309335719734999957,,
,,,,,,,,,,,,1.2984330872,47,1.3025343672,1499,,,1.3134218872,0.312230519734999932,,
,,,,,,,,,,,,1.3025343672,47,1.3105270872,1499,,,1.3634216472,0.362230279734999992,,
,,,,,,,,,,,,1.3105270872,47,1.3134218872,1499,,,1.3635535672,0.362362199734999944,,
,,,,,,,,,,,,1.3134218872,47,1.3634216472,1499,,,1.3693990872,0.368207719734999992,,
,,,,,,,,,,,,1.3634216472,47,1.3635535672,1499,,,1.3724078072,0.371216439734999957,,
,,,,,,,,,,,,1.3635535672,47,1.3693990872,1499,,,1.3814618072,0.380270439734999963,,
,,,,,,,,,,,,1.3693990872,47,1.3724078072,1499,,,1.3872659672,0.386074599735000021,,
,,,,,,,,,,,,1.3724078072,47,1.3814618072,1499,,,1.3919668472,0.390775479734999929,,
,,,,,,,,,,,,1.3814618072,47,1.3872659672,1499,,,1.3947676472,0.393576279734999976,,
,,,,,,,,,,,,1.3872659672,47,1.3919668472,1499,,,1.4005598072,0.399368439735000023,,
,,,,,,,,,,,,1.3919668472,47,1.3947676472,1499,,,1.4045531672,0.403361799734999969,,
,,,,,,,,,,,,1.3947676472,47,1.4005598072,1499,,,1.4116742072,0.410482839734999992,,
,,,,,,,,,,,,1.4005598072,47,1.4045531672,1499,,,1.4151698872,0.413978519734999992,,
,,,,,,,,,,,,1.4045531672,47,1.4116742072,1499,,,1.4217197272,0.420528359735000021,,
,,,,,,,,,,,,1.4116742072,47,1.4151698872,1499,,,1.4259728472,0.42478147973500002,,
,,,,,,,,,,,,1.4151698872,47,1.4217197272,1499,,,1.4330948472,0.431903479734999982,,
,,,,,,,,,,,,1.4217197272,47,1.4259728472,1499,,,1.4365905272,0.435399159734999984,,
,,,,,,,,,,,,1.4259728472,47,1.4330948472,1499,,,1.4456069272,0.444415559735000018,,
