numActiveSessions:vector baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[16].tcp.conn-656 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.981654051829,51,1.061905383829,51,1.061905383829,800,1.142143915829,0.080238532000000001,1.142275451829,1452,1.142275451829,0.040290518400000002
0.981654051829,1,1.061905383829,47,1.142143915829,47,,,,,1.2226549272,1452,1.2226549272,0.120669993770999988
1.142275451829,0,1.061905759829,847,1.142275451829,1499,,,,,1.2237462072,1452,1.2237462072,0.121761273770999988
,,1.142275451829,47,1.2226549272,1499,,,,,1.3029001272,1452,1.3029001272,0.200915193770999977
,,1.142275827829,47,1.2237462072,1499,,,,,1.3036256472,1452,1.3036256472,0.201640713771000012
,,1.2226549272,47,1.2262926712,47,,,,,1.3066596472,1452,1.3066596472,0.204674713770999993
,,1.2237462072,47,1.3029001272,1499,,,,,1.3098075672,1452,1.3098075672,0.207822633770999964
,,1.3029001272,47,1.3036256472,1499,,,,,1.3831526872,1452,1.3831526872,0.281167753771000005
,,1.3036256472,47,1.3066596472,1499,,,,,1.3832726072,1452,1.3832726072,0.281287673770999945
,,1.3066596472,47,1.3098075672,1499,,,,,1.3869002072,1452,1.3869002072,0.284915273771000009
,,1.3098075672,47,1.3831526872,1499,,,,,1.3920867672,1452,1.3920867672,0.29010183377099996
,,1.3831526872,47,1.3832726072,1499,,,,,1.3948875672,1452,1.3948875672,0.292902633771000008
,,1.3832726072,47,1.3869002072,1499,,,,,1.3975438072,1452,1.3975438072,0.295558873770999984
,,1.3869002072,47,1.3920867672,1499,,,,,1.4028502872,1452,1.4028502872,0.300865353770999986
,,1.3920867672,47,1.3948875672,1499,,,,,1.4040674872,1452,1.4040674872,0.302082553771000016
,,1.3948875672,47,1.3975438072,1499,,,,,1.4634120472,1452,1.4634120472,0.361427113771000006
,,1.3975438072,47,1.4028502872,1499,,,,,1.4635319672,1452,1.4635319672,0.361547033770999946
,,1.4028502872,47,1.4040674872,1499,,,,,1.4672734872,1452,1.4672734872,0.365288553771
,,1.4040674872,47,1.4634120472,1499,,,,,1.4723405272,1452,1.4723405272,0.370355593771000022
,,1.4634120472,47,1.4635319672,1499,,,,,1.4733058872,1452,1.4733058872,0.371320953770999937
,,1.4635319672,47,1.4672734872,1499,,,,,1.4777836472,1452,1.4777836472,0.375798713770999935
,,1.4672734872,47,1.4723405272,1499,,,,,1.4831068472,1452,1.4831068472,0.381121913771000018
,,1.4723405272,47,1.4733058872,1499,,,,,1.4843240472,1452,1.4843240472,0.382339113770999937
