numActiveSessions:vector baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[2].tcp.conn-658 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.985768159425,51,1.065817408148,51,1.065817408148,800,1.145902900948,0.08008549279999999,1.146034436948,1452,1.146034436948,0.040138991200000001
0.985768159425,1,1.065817408148,47,1.145902900948,47,,,,,1.2261806072,1452,1.2261806072,0.120285161451999994
1.146034436948,0,1.065817784148,847,1.146034436948,1499,,,,,1.2263005272,1452,1.2263005272,0.120405081451999989
,,1.146034436948,47,1.2261806072,1499,,,,,1.3064198072,1452,1.3064198072,0.200524361451999976
,,1.146034812948,47,1.2263005272,1499,,,,,1.3065397272,1452,1.3065397272,0.200644281451999972
,,1.2261806072,47,1.2296841912,47,,,,,1.3100474072,1452,1.3100474072,0.204151961451999985
,,1.2263005272,47,1.3064198072,1499,,,,,1.3123366072,1452,1.3123366072,0.206441161451999976
,,1.3064198072,47,1.3065397272,1499,,,,,1.3866603672,1452,1.3866603672,0.280764921451999936
,,1.3065397272,47,1.3100474072,1499,,,,,1.3867802872,1452,1.3867802872,0.280884841451999988
,,1.3100474072,47,1.3123366072,1499,,,,,1.3902879672,1452,1.3902879672,0.284392521452
,,1.3123366072,47,1.3866603672,1499,,,,,1.3956130872,1452,1.3956130872,0.289717641451999961
,,1.3866603672,47,1.3867802872,1499,,,,,1.3980294872,1452,1.3980294872,0.292134041451999947
,,1.3867802872,47,1.3902879672,1499,,,,,1.4010454872,1452,1.4010454872,0.295150041451999965
,,1.3902879672,47,1.3956130872,1499,,,,,1.4063639672,1452,1.4063639672,0.300468521451999979
,,1.3956130872,47,1.3980294872,1499,,,,,1.4093957272,1452,1.4093957272,0.303500281451999919
,,1.3980294872,47,1.4010454872,1499,,,,,1.4669137272,1452,1.4669137272,0.361018281451999988
,,1.4010454872,47,1.4063639672,1499,,,,,1.4671535672,1452,1.4671535672,0.361258121451999978
,,1.4063639672,47,1.4093957272,1499,,,,,1.4706509272,1452,1.4706509272,0.364755481451999984
,,1.4093957272,47,1.4669137272,1499,,,,,1.4756130872,1452,1.4756130872,0.369717641451999921
,,1.4669137272,47,1.4671535672,1499,,,,,1.4758529272,1452,1.4758529272,0.369957481452000023
,,1.4671535672,47,1.4706509272,1499,,,,,1.4812960472,1452,1.4812960472,0.375400601451999936
,,1.4706509272,47,1.4756130872,1499,,,,,1.4866145272,1452,1.4866145272,0.38071908145199995
,,1.4756130872,47,1.4758529272,1499,,,,,1.4878317272,1452,1.4878317272,0.38193628145199998
,,1.4758529272,47,1.4812960472,1499,,,,,1.4919210072,1452,1.4919210072,0.386025561451999953
,,1.4812960472,47,1.4866145272,1499,,,,,1.4974840472,1452,1.4974840472,0.391588601451999915
,,1.4866145272,47,1.4878317272,1499,,,,,1.5000250872,1452,1.5000250872,0.394129641452000021
,,1.4878317272,47,1.4919210072,1499,,,,,1.5026813272,1452,1.5026813272,0.396785881451999997
,,1.4919210072,47,1.4974840472,1499,,,,,1.5080364472,1452,1.5080364472,0.402141001451999933
,,1.4974840472,47,1.5000250872,1499,,,,,1.5115368472,1452,1.5115368472,0.405641401452000003
,,1.5000250872,47,1.5026813272,1499,,,,,1.5133416472,1452,1.5133416472,0.407446201451999943
,,1.5026813272,47,1.5080364472,1499,,,,,1.5188999672,1452,1.5188999672,0.413004521451999949
,,1.5080364472,47,1.5115368472,1499,,,,,1.5471699672,1452,1.5471699672,0.441274521451999965
,,1.5115368472,47,1.5133416472,1499,,,,,1.5472898872,1452,1.5472898872,0.441394441452000017
,,1.5133416472,47,1.5188999672,1499,,,,,1.5506968472,1452,1.5506968472,0.444801401451999976
,,1.5188999672,47,1.5471699672,1499,,,,,1.5517522072,1452,1.5517522072,0.445856761451999925
,,1.5471699672,47,1.5472898872,1499,,,,,1.5562410872,1452,1.5562410872,0.450345641451999954
,,1.5472898872,47,1.5506968472,1499,,,,,1.5614503672,1452,1.5614503672,0.455554921451999937
,,1.5506968472,47,1.5517522072,1499,,,,,1.5668947672,1452,1.5668947672,0.460999321451999952
,,1.5517522072,47,1.5562410872,1499,,,,,1.5673744472,1452,1.5673744472,0.461479001451999935
,,1.5562410872,47,1.5614503672,1499,,,,,1.5721952472,1452,1.5721952472,0.466299801452000004
,,1.5614503672,47,1.5668947672,1499,,,,,1.5776747672,1452,1.5776747672,0.471779321451999965
,,1.5668947672,47,1.5673744472,1499,,,,,1.5811963672,1452,1.5811963672,0.475300921451999978
,,1.5673744472,47,1.5721952472,1499,,,,,1.5828812472,1452,1.5828812472,0.476985801451999978
,,1.5721952472,47,1.5776747672,1499,,,,,1.5884611672,1452,1.5884611672,0.482565721451999939
,,1.5776747672,47,1.5811963672,1499,,,,,1.5936691672,1452,1.5936691672,0.487773721451999928
,,1.5811963672,47,1.5828812472,1499,,,,,1.5960735672,1452,1.5960735672,0.490178121452000013
,,1.5828812472,47,1.5884611672,1499,,,,,1.5990955672,1452,1.5990955672,0.493200121451999982
,,1.5884611672,47,1.5936691672,1499,,,,,1.6043526072,1452,1.6043526072,0.498457161451999917
,,1.5936691672,47,1.5960735672,1499,,,,,1.6096914072,1452,1.6096914072,0.503795961452000005
,,1.5960735672,47,1.5990955672,1499,,,,,1.6123435672,1452,1.6123435672,0.506448121452000019
,,1.5990955672,47,1.6043526072,1499,,,,,1.6149998072,1452,1.6149998072,0.509104361451999885
,,1.6043526072,47,1.6096914072,1499,,,,,1.6204382072,1452,1.6204382072,0.51454276145199995
,,1.6096914072,47,1.6123435672,1499,,,,,1.6257711672,1452,1.6257711672,0.519875721452000004
,,1.6123435672,47,1.6149998072,1499,,,,,1.6273361272,1452,1.6273361272,0.521440681451999842
,,1.6149998072,47,1.6204382072,1499,,,,,1.6312162072,1452,1.6312162072,0.525320761451999905
,,1.6204382072,47,1.6257711672,1499,,,,,1.6364142872,1452,1.6364142872,0.530518841451999898
,,1.6257711672,47,1.6273361272,1499,,,,,1.6418713272,1452,1.6418713272,0.535975881451999922
,,1.6273361272,47,1.6312162072,1499,,,,,1.6444196472,1452,1.6444196472,0.53852420145199997
,,1.6312162072,47,1.6364142872,1499,,,,,1.6471958072,1452,1.6471958072,0.541300361451999998
,,1.6364142872,47,1.6418713272,1499,,,,,1.6526209272,1452,1.6526209272,0.546725481451999948
,,1.6418713272,47,1.6444196472,1499,,,,,1.6572375672,1452,1.6572375672,0.551342121452000008
,,1.6444196472,47,1.6471958072,1499,,,,,1.6578371672,1452,1.6578371672,0.551941721451999931
,,1.6471958072,47,1.6526209272,1499,,,,,1.6632862872,1452,1.6632862872,0.557390841451999905
,,1.6526209272,47,1.6572375672,1499,,,,,1.6686303672,1452,1.6686303672,0.562734921451999879
,,1.6572375672,47,1.6578371672,1499,,,,,1.6691239672,1452,1.6691239672,0.563228521451999861
,,1.6578371672,47,1.6632862872,1499,,,,,1.6739674872,1452,1.6739674872,0.568072041451999963
,,1.6632862872,47,1.6686303672,1499,,,,,1.6792739672,1452,1.6792739672,0.573378521451999964
,,1.6686303672,47,1.6691239672,1499,,,,,1.6808449272,1452,1.6808449272,0.574949481451999975
,,1.6691239672,47,1.6739674872,1499,,,,,1.6847616472,1452,1.6847616472,0.578866201451999848
,,1.6739674872,47,1.6792739672,1499,,,,,1.6899905272,1452,1.6899905272,0.584095081451999839
,,1.6792739672,47,1.6808449272,1499,,,,,1.6930264472,1452,1.6930264472,0.587131001451999921
,,1.6808449272,47,1.6847616472,1499,,,,,1.6954368472,1452,1.6954368472,0.589541401451999953
,,1.6847616472,47,1.6899905272,1499,,,,,1.7006354072,1452,1.7006354072,0.594739961451999918
,,1.6899905272,47,1.6930264472,1499,,,,,1.7050024472,1452,1.7050024472,0.599107001451999908
,,1.6930264472,47,1.6954368472,1499,,,,,1.7062016472,1452,1.7062016472,0.600306201451999974
,,1.6954368472,47,1.7006354072,1499,,,,,1.7114235672,1452,1.7114235672,0.605528121451999853
,,1.7006354072,47,1.7050024472,1499,,,,,1.7168866072,1452,1.7168866072,0.61099116145200005
,,1.7050024472,47,1.7062016472,1499,,,,,1.7188190072,1452,1.7188190072,0.612923561451999885
,,1.7062016472,47,1.7114235672,1499,,,,,1.7220645272,1452,1.7220645272,0.616169081451999998
,,1.7114235672,47,1.7168866072,1499,,,,,1.7274998872,1452,1.7274998872,0.621604441451999887
,,1.7168866072,47,1.7188190072,1499,,,,,1.7306075672,1452,1.7306075672,0.624712121451999943
,,1.7188190072,47,1.7220645272,1499,,,,,1.7328055672,1452,1.7328055672,0.626910121451999865
,,1.7220645272,47,1.7274998872,1499,,,,,1.7382486872,1452,1.7382486872,0.632353241451999889
,,1.7274998872,47,1.7306075672,1499,,,,,1.7423578872,1452,1.7423578872,0.636462441451999923
,,1.7306075672,47,1.7328055672,1499,,,,,1.7435810872,1452,1.7435810872,0.637685641452000016
,,1.7328055672,47,1.7382486872,1499,,,,,1.7490381272,1452,1.7490381272,0.643142681452000039
,,1.7382486872,47,1.7423578872,1499,,,,,1.7537816472,1452,1.7537816472,0.64788620145199993
,,1.7423578872,47,1.7435810872,1499,,,,,1.7542613272,1452,1.7542613272,0.648365881451999912
,,1.7435810872,47,1.7490381272,1499,,,,,1.7595678072,1452,1.7595678072,0.653672361451999914
,,1.7490381272,47,1.7537816472,1499,,,,,1.7646148472,1452,1.7646148472,0.658719401451999916
,,1.7537816472,47,1.7542613272,1499,,,,,1.7649806072,1452,1.7649806072,0.65908516145199991
,,1.7542613272,47,1.7595678072,1499,,,,,1.7703524472,1452,1.7703524472,0.664457001451999926
,,1.7595678072,47,1.7646148472,1499,,,,,1.7750867672,1452,1.7750867672,0.669191321451999995
,,1.7646148472,47,1.7649806072,1499,,,,,1.7756923672,1452,1.7756923672,0.669796921451999868
,,1.7649806072,47,1.7703524472,1499,,,,,1.7810048472,1452,1.7810048472,0.675109401452000043
,,1.7703524472,47,1.7750867672,1499,,,,,1.7836670872,1452,1.7836670872,0.677771641451999859
,,1.7750867672,47,1.7756923672,1499,,,,,1.7863280472,1452,1.7863280472,0.680432601451999905
,,1.7756923672,47,1.7810048472,1499,,,,,1.7916758872,1452,1.7916758872,0.685780441451999897
,,1.7810048472,47,1.7836670872,1499,,,,,1.7939202072,1452,1.7939202072,0.688024761451999863
,,1.7836670872,47,1.7863280472,1499,,,,,1.7970807672,1452,1.7970807672,0.691185321451999842
,,1.7863280472,47,1.7916758872,1499,,,,,1.8024273272,1452,1.8024273272,0.696531881451999842
,,1.7916758872,47,1.7939202072,1499,,,,,1.8054650872,1452,1.8054650872,0.699569641451999843
,,1.7939202072,47,1.7970807672,1499,,,,,1.8077615672,1452,1.8077615672,0.701866121451999888
,,1.7970807672,47,1.8024273272,1499,,,,,1.8131131672,1452,1.8131131672,0.7072177214519999
,,1.8024273272,47,1.8054650872,1499,,,,,1.8184275672,1452,1.8184275672,0.712532121451999953
,,1.8054650872,47,1.8077615672,1499,,,,,1.8202522872,1452,1.8202522872,0.714356841451999842
,,1.8077615672,47,1.8131131672,1499,,,,,1.8238798872,1452,1.8238798872,0.717984441452000019
,,1.8131131672,47,1.8184275672,1499,,,,,1.8291329272,1452,1.8291329272,0.723237481451999948
,,1.8184275672,47,1.8202522872,1499,,,,,1.8321735672,1452,1.8321735672,0.726278121451999988
,,1.8202522872,47,1.8238798872,1499,,,,,1.8346019672,1452,1.8346019672,0.728706521451999875
,,1.8238798872,47,1.8291329272,1499,,,,,1.8398894872,1452,1.8398894872,0.733994041451999863
,,1.8291329272,47,1.8321735672,1499,,,,,1.8424695672,1452,1.8424695672,0.736574121451999848
,,1.8321735672,47,1.8346019672,1499,,,,,1.8452883672,1452,1.8452883672,0.73939292145199986
,,1.8346019672,47,1.8398894872,1499,,,,,1.8506399672,1452,1.8506399672,0.744744521451999871
,,1.8398894872,47,1.8424695672,1499,,,,,1.8529862072,1452,1.8529862072,0.747090761451999926
,,1.8424695672,47,1.8452883672,1499,,,,,1.8560129272,1452,1.8560129272,0.750117481451999964
,,1.8452883672,47,1.8506399672,1499,,,,,1.8613254072,1452,1.8613254072,0.755429961451999916
,,1.8506399672,47,1.8529862072,1499,,,,,1.8633880472,1452,1.8633880472,0.757492601452000033
,,1.8529862072,47,1.8560129272,1499,,,,,1.8666578072,1452,1.8666578072,0.760762361452000042
,,1.8560129272,47,1.8613254072,1499,,,,,1.8720120472,1452,1.8720120472,0.766116601451999997
,,1.8613254072,47,1.8633880472,1499,,,,,1.8735950072,1452,1.8735950072,0.767699561451999909
,,1.8633880472,47,1.8666578072,1499,,,,,1.8773519672,1452,1.8773519672,0.771456521451999939
