numActiveSessions:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[11].tcp.conn-472 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,113,0,240,0.034063494566,0,0.034063494566,51,0.114272952166,51,0.114272952166,0.114272952166000001,0.194309595366,0.080036643199999978,0.194441131366,0.040141909599999997,0.790225804597,100000,1.1733386152,467.293452797820008
0.034063494566,1,1.1733386152,1,3.3126259912,1,1,81,1,240,2.3126259912,1,0.114272952166,47,0.194309595366,47,1,1,1.0805224264,0.080522426399999985,0.274680015366,0.120380793599999979,1.1733386152,10125,2.3126259912,791.7653382194398515
,,2.3126259912,2,4.3126259912,2,2,291,2,360,,,0.114273328166,247,0.194441131366,1499,2,2,2.0814917112,0.081491711199999982,0.274799935366,0.120500713600000002,2.3126259912,36375,3.4273414632,1068.013021779099742
,,3.3126259912,1,,,3,507,3,480,,,0.194441131366,47,0.274680015366,1499,2.3126259912,2.3126259912,3.0815016312,0.081501631199999979,0.354918899366,0.200619677599999989,3.4273414632,63375,4.4306620552,1199.747687643299737
,,3.4273414632,2,,,4,541,4,480,,,0.274680015366,47,0.274799935366,1499,3,3,4.0814942712,0.081494271199999995,0.355038819366,0.200739597599999984,4.4306620552,67625,,
,,4.3126259912,1,,,5,619,5,480,,,0.274799935366,47,0.354918899366,1499,3.3126259912,2.3126259912,,,0.357129258615,0.202830036848999972,,,,
,,4.4306620552,2,,,,,,,,,0.354918899366,47,0.355038819366,1499,4,3,,,0.360469098615,0.20616987684900001,,,,
,,,,,,,,,,,,0.355038819366,47,0.357129258615,1499,4.3126259912,2.3126259912,,,0.435157783366,0.2808585616,,,,
,,,,,,,,,,,,0.357129258615,47,0.360469098615,1499,5,3,,,0.435277703366,0.280978481599999939,,,,
,,,,,,,,,,,,0.360469098615,47,0.435157783366,1499,,,,,0.437382062615,0.283082840848999926,,,,
