numActiveSessions:vector baselineTestQoS.hostSSH[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[11].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[11].tcp.conn-485 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[11].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.095660429224,51,0.175869886824,51,1.175869886824,40,1.2559284312,0.08005854437599999,1.2559357112,40,1.2559357112,0.040054138776000003
0.095660429224,1,0.175869886824,47,1.2559284312,47,1.225869886824,40,1.3359897912,0.080061359999999997,1.3359970712,40,1.3359970712,0.040053754400000002
,,1.175869886824,87,1.2559357112,87,1.275869886824,40,1.4161273912,0.080137600000000002,1.4161381912,80,1.4161381912,0.040130282399999994
,,1.2559284312,87,1.3359897912,47,1.325869886824,40,1.4963741912,0.080246799999999978,1.4963814712,40,1.4161381912,0.040130282399999994
,,1.2559357112,47,1.3359970712,87,1.375869886824,40,1.5764417912,0.080067599999999988,1.5764525912,80,1.4963814712,0.040238618399999995
,,1.3359897912,127,1.4161273912,47,1.425869886824,40,1.6566041912,0.080162399999999994,1.6566149912,80,1.5764525912,0.040060282399999993
,,1.3359970712,47,1.4161381912,127,1.475869886824,40,1.7370189112,0.080414719999999994,1.7370261912,40,1.5764525912,0.040060282399999993
,,1.4161273912,87,1.4963741912,47,1.525869886824,40,1.8172786712,0.080259759999999985,1.8173288952,528,1.6566149912,0.040154506399999997
,,1.4161381912,47,1.4963814712,87,1.575869886824,40,2.8975251512,0.080196255999999993,2.8975324312,40,1.6566149912,0.040154506399999997
,,1.4963741912,127,1.5764417912,47,1.625869886824,40,2.9776276312,0.080102480000000003,2.9776349112,40,1.7370261912,0.040406538399999996
,,1.4963814712,47,1.5764525912,127,1.675869886824,40,3.0577386712,0.080111039999999993,3.0577494712,80,1.8173288952,0.040295098399999992
,,1.5764417912,127,1.6566041912,47,2.8173288952,40,3.1400129912,0.082274319999999983,3.1400202712,40,2.8975324312,0.040191850399999992
,,1.5764525912,47,1.6566149912,127,2.8673288952,40,3.2247066712,0.084693679999999993,3.2247174712,80,2.9776349112,0.040094874399999993
,,1.6566041912,87,1.7370189112,47,2.9173288952,40,3.3050307512,0.080324079999999991,3.3050415512,80,3.0577494712,0.040103722399999999
,,1.6566149912,47,1.7370261912,87,2.9673288952,40,3.3850576312,0.080026879999999994,3.3850649112,40,3.0577494712,0.040103722399999999
,,1.7370189112,87,1.8172786712,47,3.0173288952,40,3.4651364312,0.080078800000000005,3.4651866552,528,3.1400202712,0.0422661384
,,1.7370261912,47,1.8173288952,575,3.0673288952,40,4.5452730712,0.080086415999999993,4.5452803512,40,3.2247174712,0.044686362399999998
,,1.8173288952,47,2.8975251512,47,3.1173288952,40,4.6253542712,0.080081199999999991,4.6253615512,40,3.2247174712,0.044686362399999998
,,2.8173288952,87,2.8975324312,87,3.1673288952,40,4.7053891512,0.080034880000000002,4.7053999512,80,3.3050415512,0.040316186399999995
,,2.8975251512,87,2.9776276312,47,3.2173288952,40,4.7856417912,0.080252639999999985,4.7856490712,40,3.3050415512,0.040316186399999995
,,2.8975324312,47,2.9776349112,87,3.2673288952,40,4.8658583512,0.080216559999999992,4.8658691512,80,3.3850649112,0.040018698399999996
,,2.9776276312,127,3.0577386712,47,3.3173288952,40,4.9462593112,0.080400959999999993,4.9462701112,80,3.4651866552,0.040114138399999998
,,2.9776349112,47,3.0577494712,127,4.4651866552,40,,,,,4.5452803512,0.040079178399999998
,,3.0577386712,87,3.1400129912,47,4.5151866552,40,,,,,4.6253615512,0.040073594399999995
,,3.0577494712,47,3.1400202712,87,4.5651866552,40,,,,,4.7053999512,0.040027562399999993
,,3.1400129912,127,3.2247066712,47,4.6151866552,40,,,,,4.7053999512,0.040027562399999993
,,3.1400202712,47,3.2247174712,127,4.6651866552,40,,,,,4.7856490712,0.040244458400000002
,,3.2247066712,127,3.3050307512,47,4.7151866552,40,,,,,4.8658691512,0.040209242399999997
,,3.2247174712,47,3.3050415512,127,4.7651866552,40,,,,,4.8658691512,0.040209242399999997
,,3.3050307512,87,3.3850576312,47,4.8151866552,40,,,,,4.9462701112,0.040393066399999996
,,3.3050415512,47,3.3850649112,87,4.8651866552,40,,,,,4.9462701112,0.040393066399999996
,,3.3850576312,87,3.4651364312,47,4.9151866552,40,,,,,,
,,3.3850649112,47,3.4651866552,575,4.9651866552,40,,,,,,
,,3.4651866552,47,4.5452730712,47,,,,,,,,
,,4.4651866552,87,4.5452803512,87,,,,,,,,
,,4.5452730712,87,4.6253542712,47,,,,,,,,
,,4.5452803512,47,4.6253615512,87,,,,,,,,
,,4.6253542712,127,4.7053891512,47,,,,,,,,
,,4.6253615512,47,4.7053999512,127,,,,,,,,
,,4.7053891512,87,4.7856417912,47,,,,,,,,
,,4.7053999512,47,4.7856490712,87,,,,,,,,
,,4.7856417912,127,4.8658583512,47,,,,,,,,
,,4.7856490712,47,4.8658691512,127,,,,,,,,
,,4.8658583512,127,4.9462593112,47,,,,,,,,
,,4.8658691512,47,4.9462701112,127,,,,,,,,
,,4.9462593112,87,,,,,,,,,,
,,4.9462701112,47,,,,,,,,,,
