numActiveSessions:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[13].tcp.conn-577 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.579659570106,51,0.659869027706,51,0.659869027706,800,0.739954150106,0.080085122399999985,0.740085686106,1452,0.740085686106,0.040137108800000001
0.579659570106,1,0.659869027706,47,0.739954150106,47,,,,,0.820340889806,1452,0.820340889806,0.120392312499999986
0.740085686106,0,0.659869403706,847,0.740085686106,1499,,,,,0.820460809806,1452,0.820460809806,0.120512232499999982
,,0.740085686106,47,0.820340889806,1499,,,,,0.900579773806,1452,0.900579773806,0.200631196499999996
,,0.740086062106,47,0.820460809806,1499,,,,,0.900699693806,1452,0.900699693806,0.200751116499999992
,,0.820340889806,47,0.822297855359,47,,,,,0.902714253806,1452,0.902714253806,0.20276567649999999
,,0.820460809806,47,0.900579773806,1499,,,,,0.905072644972,1452,0.905072644972,0.205124067665999997
,,0.900579773806,47,0.900699693806,1499,,,,,0.98082792629,1452,0.98082792629,0.28087934898400002
,,0.900699693806,47,0.902714253806,1499,,,,,0.98094784629,1452,0.98094784629,0.28099926898399996
,,0.902714253806,47,0.905072644972,1499,,,,,0.982953137806,1452,0.982953137806,0.2830045605
,,0.905072644972,47,0.98082792629,1499,,,,,0.985392605442,1452,0.985392605442,0.285444028136000004
,,0.98082792629,47,0.98094784629,1499,,,,,0.98832885861,1452,0.98832885861,0.288380281303999951
,,0.98094784629,47,0.982953137806,1499,,,,,0.990725448972,1452,0.990725448972,0.290776871665999968
,,0.982953137806,47,0.985392605442,1499,,,,,0.993791768972,1452,0.993791768972,0.293843191665999924
,,0.985392605442,47,0.98832885861,1499,,,,,0.996103156002,1452,0.996103156002,0.296154578695999925
,,0.98832885861,47,0.990725448972,1499,,,,,1.06106681029,1452,1.06106681029,0.361118232983999918
,,0.990725448972,47,0.993791768972,1499,,,,,1.06118673029,1452,1.06118673029,0.361238152983999969
,,0.993791768972,47,0.996103156002,1499,,,,,1.063294981806,1452,1.063294981806,0.363346404499999995
,,0.996103156002,47,1.06106681029,1499,,,,,1.065698992148,1452,1.065698992148,0.365750414841999992
,,1.06106681029,47,1.06118673029,1499,,,,,1.06867254341,1452,1.06867254341,0.368723966103999931
,,1.06118673029,47,1.063294981806,1499,,,,,1.070944412972,1452,1.070944412972,0.370995835665999916
,,1.063294981806,47,1.065698992148,1499,,,,,1.074006652972,1452,1.074006652972,0.374058075666000021
,,1.065698992148,47,1.06867254341,1499,,,,,1.076432208559,1452,1.076432208559,0.376483631252999993
,,1.06867254341,47,1.070944412972,1499,,,,,1.079363240802,1452,1.079363240802,0.379414663495999946
,,1.070944412972,47,1.074006652972,1499,,,,,1.0823561224,1452,1.0823561224,0.382407545093999988
,,1.074006652972,47,1.076432208559,1499,,,,,1.0862513224,1452,1.0862513224,0.386302745093999975
,,1.076432208559,47,1.079363240802,1499,,,,,1.0897627624,1452,1.0897627624,0.389814185094000008
,,1.079363240802,47,1.0823561224,1499,,,,,1.0914266024,1452,1.0914266024,0.39147802509399998
,,1.0823561224,47,1.0862513224,1499,,,,,1.0944426024,1452,1.0944426024,0.394494025093999999
,,1.0862513224,47,1.0897627624,1499,,,,,1.0968530024,1452,1.0968530024,0.396904425093999922
,,1.0897627624,47,1.0914266024,1499,,,,,1.1008561224,1452,1.1008561224,0.400907545093999949
,,1.0914266024,47,1.0944426024,1499,,,,,1.141346359985,1452,1.141346359985,0.441397782678999981
,,1.0944426024,47,1.0968530024,1499,,,,,1.141466279985,1452,1.141466279985,0.44151770267899992
,,1.0968530024,47,1.1008561224,1499,,,,,1.143742251829,1452,1.143742251829,0.443793674523000001
,,1.1008561224,47,1.141346359985,1499,,,,,1.146154356948,1452,1.146154356948,0.44620577964199992
,,1.141346359985,47,1.141466279985,1499,,,,,1.149542116948,1452,1.149542116948,0.449593539641999992
,,1.141466279985,47,1.143742251829,1499,,,,,1.151320996948,1452,1.151320996948,0.45137241964199992
,,1.143742251829,47,1.146154356948,1499,,,,,1.154863857772,1452,1.154863857772,0.454915280465999936
,,1.146154356948,47,1.149542116948,1499,,,,,1.156669893359,1452,1.156669893359,0.456721316052999924
,,1.149542116948,47,1.151320996948,1499,,,,,1.160590030021,1452,1.160590030021,0.460641452715000008
,,1.151320996948,47,1.154863857772,1499,,,,,1.162001230021,1452,1.162001230021,0.462052652714999954
,,1.154863857772,47,1.156669893359,1499,,,,,1.1656138872,1452,1.1656138872,0.46566530989400001
,,1.156669893359,47,1.160590030021,1499,,,,,1.1675483672,1452,1.1675483672,0.46759978989399997
,,1.160590030021,47,1.162001230021,1499,,,,,1.1712974072,1452,1.1712974072,0.471348829893999952
,,1.162001230021,47,1.1656138872,1499,,,,,1.1727364472,1452,1.1727364472,0.47278786989400001
,,1.1656138872,47,1.1675483672,1499,,,,,1.1761054072,1452,1.1761054072,0.476156829893999987
,,1.1675483672,47,1.1712974072,1499,,,,,1.1780373264,1452,1.1780373264,0.478088749094000007
,,1.1712974072,47,1.1727364472,1499,,,,,1.1812965264,1452,1.1812965264,0.481347949094000025
,,1.1727364472,47,1.1761054072,1499,,,,,1.1835042072,1452,1.1835042072,0.483555629894000025
,,1.1761054072,47,1.1780373264,1499,,,,,1.1871226872,1452,1.1871226872,0.487174109894000005
,,1.1780373264,47,1.1812965264,1499,,,,,1.1888135672,1452,1.1888135672,0.488864989893999955
,,1.1812965264,47,1.1835042072,1499,,,,,1.1926958072,1452,1.1926958072,0.492747229893999992
