numActiveSessions:vector baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[25].tcp.conn-593 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.639002640694,51,0.719166763465,51,1.719166763465,40,1.7992611512,0.080094387734999993,1.7992684312,40,1.7992684312,0.040082058399999995
0.639002640694,1,0.719166763465,47,1.7992611512,47,1.769166763465,40,1.8792887512,0.080027600000000003,1.8792960312,40,1.8792960312,0.040019994399999994
,,1.719166763465,87,1.7992684312,87,1.819166763465,40,1.9593891512,0.080100399999999988,1.9593999512,80,1.9593999512,0.040093082399999993
,,1.7992611512,87,1.8792887512,47,1.869166763465,40,2.0396000312,0.080210879999999984,2.0396073112,40,1.9593999512,0.040093082399999993
,,1.7992684312,47,1.8792960312,87,1.919166763465,40,2.1218542712,0.082254240000000005,2.1218650712,80,2.0396073112,0.0402026984
,,1.8792887512,127,1.9593891512,47,1.969166763465,40,2.2029726712,0.081118399999999978,2.2029834712,80,2.1218650712,0.042246922399999997
,,1.8792960312,47,1.9593999512,127,2.019166763465,40,2.2838945112,0.080921839999999994,2.2839017912,40,2.1218650712,0.042246922399999997
,,1.9593891512,87,2.0396000312,47,2.069166763465,40,2.3647763512,0.080881839999999982,2.3648265752,528,2.2029834712,0.041111082399999998
,,1.9593999512,47,2.0396073112,87,2.119166763465,40,3.4451905912,0.080364015999999982,3.4451978712,40,2.2029834712,0.041111082399999998
,,2.0396000312,127,2.1218542712,47,2.169166763465,40,3.5257112312,0.080520640000000003,3.5257185112,40,2.2839017912,0.040916874399999997
,,2.0396073112,47,2.1218650712,127,2.219166763465,40,3.6062056312,0.080494399999999993,3.6062164312,80,2.3648265752,0.040917178399999989
,,2.1218542712,127,2.2029726712,47,3.3648265752,40,3.6864614712,0.080255839999999994,3.6864687512,40,3.4451978712,0.040356234399999996
,,2.1218650712,47,2.2029834712,127,3.4148265752,40,3.7667080312,0.080246559999999994,3.7667188312,80,3.5257185112,0.040515658400000001
,,2.2029726712,87,2.2838945112,47,3.4648265752,40,3.8468378712,0.080129839999999979,3.8468486712,80,3.6062164312,0.040480682399999995
,,2.2029834712,47,2.2839017912,87,3.5148265752,40,3.9270215512,0.080183679999999979,3.9270288312,40,3.6062164312,0.040480682399999995
,,2.2838945112,87,2.3647763512,47,3.5648265752,40,4.0074048312,0.080383280000000001,4.0074550552,528,3.6864687512,0.040250858399999991
,,2.2839017912,47,2.3648265752,575,3.6148265752,40,,,,,3.7667188312,0.040238666399999997
,,2.3648265752,47,3.4451905912,47,3.6648265752,40,,,,,3.7667188312,0.040238666399999997
,,3.3648265752,87,3.4451978712,87,3.7148265752,40,,,,,3.8468486712,0.040122522399999998
,,3.4451905912,87,3.5257112312,47,3.7648265752,40,,,,,3.8468486712,0.040122522399999998
,,3.4451978712,47,3.5257185112,87,3.8148265752,40,,,,,3.9270288312,0.040178714399999995
,,3.5257112312,127,3.6062056312,47,3.8648265752,40,,,,,4.0074550552,0.040418618399999994
,,3.5257185112,47,3.6062164312,127,,,,,,,,
,,3.6062056312,87,3.6864614712,47,,,,,,,,
,,3.6062164312,47,3.6864687512,87,,,,,,,,
,,3.6864614712,127,3.7667080312,47,,,,,,,,
,,3.6864687512,47,3.7667188312,127,,,,,,,,
,,3.7667080312,127,3.8468378712,47,,,,,,,,
,,3.7667188312,47,3.8468486712,127,,,,,,,,
,,3.8468378712,87,3.9270215512,47,,,,,,,,
,,3.8468486712,47,3.9270288312,87,,,,,,,,
,,3.9270215512,87,4.0074048312,47,,,,,,,,
,,3.9270288312,47,4.0074550552,575,,,,,,,,
,,4.0074550552,47,,,,,,,,,,
