rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[19].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.294332191921,75,0.294332191921,0.06001286,0.903205209442,0,0.903205209442,0.019999999999999996,0.903205209442,0,0.903205209442,4.369076809190499217,0.903205209442,0
0.314546533065,75,0.314546533065,0.060227201144,2.5788804952,0,2.5788804952,0.019999999999999996,2.5788804952,0,2.5788804952,4.369051243725198915,2.5788804952,0
0.334330170445,75,0.334330170445,0.060010838523999992,5,0,5,0.019999999999999996,5,0,5,4.368792194382399052,5,0
0.903205209442,75,0.903205209442,0.060060212311999996,,,,,,,,,,
0.923222077328,75,0.923222077328,0.060077080197999995,,,,,,,,,,
0.943156262928,75,0.943156262928,0.060011265797999993,,,,,,,,,,
0.96315785713,75,0.96315785713,0.06001286,,,,,,,,,,
0.983197054242,75,0.983197054242,0.060052057111999998,,,,,,,,,,
1.003264031728,75,1.003264031728,0.060119034597999998,,,,,,,,,,
1.023202198032,75,1.023202198032,0.060057200901999993,,,,,,,,,,
1.04315785713,75,1.04315785713,0.06001286,,,,,,,,,,
1.063163669806,75,1.063163669806,0.060018672676,,,,,,,,,,
1.0832081704,75,1.0832081704,0.060063173269999991,,,,,,,,,,
1.1031532104,75,1.1031532104,0.060008213269999999,,,,,,,,,,
1.123199209442,75,1.123199209442,0.06005421231199999,,,,,,,,,,
1.143251179829,75,1.143251179829,0.06010618269899999,,,,,,,,,,
1.163213038021,75,1.163213038021,0.060068040890999998,,,,,,,,,,
1.1836513752,75,1.1836513752,0.060506378069999991,,,,,,,,,,
1.2032339352,75,1.2032339352,0.06008893807,,,,,,,,,,
1.2237468152,75,1.2237468152,0.060601818069999993,,,,,,,,,,
1.2432703352,75,1.2432703352,0.060125338069999992,,,,,,,,,,
