numActiveSessions:vector baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[16].tcp.conn-478 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.071589438722,51,0.151798896322,51,1.151798896322,40,1.2318465112,0.080047614877999994,1.2318537912,40,1.2318537912,0.040045508652000002
0.071589438722,1,0.151798896322,47,1.2318465112,47,1.201798896322,40,1.3119582712,0.080111760000000003,1.3119655512,40,1.3119655512,0.040104154399999994
,,1.151798896322,87,1.2318537912,87,1.251798896322,40,1.3920789112,0.080120639999999992,1.3920897112,80,1.3920897112,0.040113322399999998
,,1.2318465112,87,1.3119582712,47,1.301798896322,40,1.4722020312,0.080123119999999991,1.4722093112,40,1.3920897112,0.040113322399999998
,,1.2318537912,47,1.3119655512,87,1.351798896322,40,1.5523439512,0.080141920000000005,1.5523547512,80,1.4722093112,0.040114938399999994
,,1.3119582712,127,1.3920789112,47,1.401798896322,40,1.6325274712,0.08018351999999998,1.6325382712,80,1.5523547512,0.040134602399999996
,,1.3119655512,47,1.3920897112,127,1.451798896322,40,1.7126209112,0.080093439999999987,1.7126281912,40,1.5523547512,0.040134602399999996
,,1.3920789112,87,1.4722020312,47,1.501798896322,40,1.7931250712,0.080504159999999991,1.7931752952,528,1.6325382712,0.040175626399999997
,,1.3920897112,47,1.4722093112,87,1.551798896322,40,2.8734185912,0.080243295999999991,2.8734258712,40,1.6325382712,0.040175626399999997
,,1.4722020312,127,1.5523439512,47,1.601798896322,40,2.9535668312,0.080148239999999981,2.9535741112,40,1.7126281912,0.040085258399999989
,,1.4722093112,47,1.5523547512,127,1.651798896322,40,3.0336639512,0.080097119999999993,3.0336747512,80,1.7931752952,0.040539498399999998
,,1.5523439512,127,1.6325274712,47,2.7931752952,40,3.1173937912,0.083729839999999999,3.1174010712,40,2.8734258712,0.04023889039999999
,,1.5523547512,47,1.6325382712,127,2.8431752952,40,3.2004753912,0.083081600000000005,3.2004861912,80,2.9535741112,0.040140634399999999
,,1.6325274712,87,1.7126209112,47,2.8931752952,40,3.2810118712,0.080536479999999993,3.2810226712,80,3.0336747512,0.040089802399999999
,,1.6325382712,47,1.7126281912,87,2.9431752952,40,3.3610473112,0.080035439999999985,3.3610545912,40,3.0336747512,0.040089802399999999
,,1.7126209112,87,1.7931250712,47,2.9931752952,40,3.4411917112,0.080144400000000004,3.4412419352,528,3.1174010712,0.043721658400000001
,,1.7126281912,47,1.7931752952,575,3.0431752952,40,4.5215840312,0.080342096000000001,4.5215913112,40,3.2004861912,0.043074282399999996
,,1.7931752952,47,2.8734185912,47,3.0931752952,40,4.6018031512,0.080219120000000004,4.6018104312,40,3.2004861912,0.043074282399999996
,,2.7931752952,87,2.8734258712,87,3.1431752952,40,4.6820533912,0.08025024,4.6820641912,80,3.2810226712,0.040528586399999996
,,2.8734185912,87,2.9535668312,47,3.1931752952,40,4.7622993112,0.080245919999999998,4.7623065912,40,3.2810226712,0.040528586399999996
,,2.8734258712,47,2.9535741112,87,3.2431752952,40,4.8427682712,0.080468960000000005,4.8427790712,80,3.3610545912,0.040027258400000001
,,2.9535668312,127,3.0336639512,47,3.2931752952,40,4.9229120312,0.08014375999999998,4.9229228312,80,3.4412419352,0.040179738399999997
,,2.9535741112,47,3.0336747512,127,4.4412419352,40,,,,,4.5215913112,0.0403376904
,,3.0336639512,87,3.1173937912,47,4.4912419352,40,,,,,4.6018104312,0.040211514399999995
,,3.0336747512,47,3.1174010712,87,4.5412419352,40,,,,,4.6820641912,0.040242922399999991
,,3.1173937912,127,3.2004753912,47,4.5912419352,40,,,,,4.6820641912,0.040242922399999991
,,3.1174010712,47,3.2004861912,127,4.6412419352,40,,,,,4.7623065912,0.0402377384
,,3.2004753912,127,3.2810118712,47,4.6912419352,40,,,,,4.8427790712,0.040461642399999997
,,3.2004861912,47,3.2810226712,127,4.7412419352,40,,,,,4.8427790712,0.040461642399999997
,,3.2810118712,87,3.3610473112,47,4.7912419352,40,,,,,4.9229228312,0.040135866399999997
,,3.2810226712,47,3.3610545912,87,4.8412419352,40,,,,,4.9229228312,0.040135866399999997
,,3.3610473112,87,3.4411917112,47,4.8912419352,40,,,,,,
,,3.3610545912,47,3.4412419352,575,4.9412419352,40,,,,,,
,,3.4412419352,47,4.5215840312,47,,,,,,,,
,,4.4412419352,87,4.5215913112,87,,,,,,,,
,,4.5215840312,87,4.6018031512,47,,,,,,,,
,,4.5215913112,47,4.6018104312,87,,,,,,,,
,,4.6018031512,127,4.6820533912,47,,,,,,,,
,,4.6018104312,47,4.6820641912,127,,,,,,,,
,,4.6820533912,87,4.7622993112,47,,,,,,,,
,,4.6820641912,47,4.7623065912,87,,,,,,,,
,,4.7622993112,127,4.8427682712,47,,,,,,,,
,,4.7623065912,47,4.8427790712,127,,,,,,,,
,,4.8427682712,127,4.9229120312,47,,,,,,,,
,,4.8427790712,47,4.9229228312,127,,,,,,,,
,,4.9229120312,87,,,,,,,,,,
,,4.9229228312,47,,,,,,,,,,
