numActiveSessions:vector baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[13].tcp.conn-489 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
,,4.6466341112,127,4.7266754712,47,,,,,,,,
,,4.6466413912,47,4.7266862712,127,,,,,,,,
,,4.7266754712,87,4.8068323512,47,,,,,,,,
,,4.7266862712,47,4.8068396312,87,,,,,,,,
,,4.8068323512,127,4.8872917112,47,,,,,,,,
,,4.8068396312,47,4.8873025112,127,,,,,,,,
,,4.8872917112,127,4.9676179512,47,,,,,,,,
,,4.8873025112,47,4.9676287512,127,,,,,,,,
,,4.9676179512,87,,,,,,,,,,
,,4.9676287512,47,,,,,,,,,,
