numActiveSessions:vector baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[13].tcp.conn-489 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[13].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.120339273522,51,0.200548731122,51,1.200548731122,40,1.2806268312,0.08007810007799998,1.2806341112,40,1.2806341112,0.040073694477999993
0.120339273522,1,0.200548731122,47,1.2806268312,47,1.250548731122,40,1.3606441912,0.080017359999999981,1.3606514712,40,1.3606514712,0.040012954399999994
,,1.200548731122,87,1.2806341112,87,1.300548731122,40,1.4410641912,0.080419999999999991,1.4410749912,80,1.4410749912,0.0404181064
,,1.2806268312,87,1.3606441912,47,1.350548731122,40,1.5211870712,0.080122879999999979,1.5211943512,40,1.4410749912,0.0404181064
,,1.2806341112,47,1.3606514712,87,1.400548731122,40,1.6013981112,0.080211039999999983,1.6014089112,80,1.5211943512,0.040114698399999995
,,1.3606441912,127,1.4410641912,47,1.450548731122,40,1.6815673112,0.080169199999999995,1.6815781112,80,1.6014089112,0.040203722400000002
,,1.3606514712,47,1.4410749912,127,1.500548731122,40,1.7616603512,0.080093040000000003,1.7616676312,40,1.6014089112,0.040203722400000002
,,1.4410641912,87,1.5211870712,47,1.550548731122,40,1.8416924312,0.080032080000000005,1.8417426552,528,1.6815781112,0.040161306399999999
,,1.4410749912,47,1.5211943512,87,1.600548731122,40,2.9217926712,0.080050016000000001,2.9217999512,40,1.6815781112,0.040161306399999999
,,1.5211870712,127,1.6013981112,47,1.650548731122,40,3.0020693112,0.080276639999999982,3.0020765912,40,1.7616676312,0.040084858399999992
,,1.5211943512,47,1.6014089112,127,1.700548731122,40,3.0825017912,0.08043248,3.0825125912,80,1.8417426552,0.040067418399999998
,,1.6013981112,127,1.6815673112,47,2.8417426552,40,3.1633063512,0.080804559999999997,3.1633136312,40,2.9217999512,0.0400456104
,,1.6014089112,47,1.6815781112,127,2.8917426552,40,3.2454508312,0.082144479999999991,3.2454616312,80,3.0020765912,0.040265834399999991
,,1.6815673112,87,1.7616603512,47,2.9417426552,40,3.3260207512,0.080569919999999989,3.3260315512,80,3.0825125912,0.040427786399999998
,,1.6815781112,47,1.7616676312,87,2.9917426552,40,3.4062093912,0.080188640000000005,3.4062166712,40,3.0825125912,0.040427786399999998
,,1.7616603512,87,1.8416924312,47,3.0417426552,40,3.4863406712,0.080131279999999998,3.4863908952,528,3.1633136312,0.040793754399999992
,,1.7616676312,47,1.8417426552,575,3.0917426552,40,4.5666047512,0.080213855999999999,4.5666120312,40,3.2454616312,0.042136586399999994
,,1.8417426552,47,2.9217926712,47,3.1417426552,40,4.6466341112,0.080029359999999993,4.6466413912,40,3.2454616312,0.042136586399999994
,,2.8417426552,87,2.9217999512,87,3.1917426552,40,4.7266754712,0.080041360000000005,4.7266862712,80,3.3260315512,0.040565226400000001
,,2.9217926712,87,3.0020693112,47,3.2417426552,40,4.8068323512,0.080156879999999985,4.8068396312,40,3.3260315512,0.040565226400000001
,,2.9217999512,47,3.0020765912,87,3.2917426552,40,4.8872917112,0.080459359999999979,4.8873025112,80,3.4062166712,0.040181034399999995
,,3.0020693112,127,3.0825017912,47,3.3417426552,40,4.9676179512,0.080326239999999992,4.9676287512,80,3.4863908952,0.040166058399999995
,,3.0020765912,47,3.0825125912,127,4.4863908952,40,,,,,4.5666120312,0.040209450399999999
,,3.0825017912,87,3.1633063512,47,4.5363908952,40,,,,,4.6466413912,0.040021754399999997
,,3.0825125912,47,3.1633136312,87,4.5863908952,40,,,,,4.7266862712,0.040034042399999997
,,3.1633063512,127,3.2454508312,47,4.6363908952,40,,,,,4.7266862712,0.040034042399999997
,,3.1633136312,47,3.2454616312,127,4.6863908952,40,,,,,4.8068396312,0.040148698400000001
,,3.2454508312,127,3.3260207512,47,4.7363908952,40,,,,,4.8873025112,0.040452042399999998
,,3.2454616312,47,3.3260315512,127,4.7863908952,40,,,,,4.8873025112,0.040452042399999998
,,3.3260207512,87,3.4062093912,47,4.8363908952,40,,,,,4.9676287512,0.040321546399999991
,,3.3260315512,47,3.4062166712,87,4.8863908952,40,,,,,4.9676287512,0.040321546399999991
,,3.4062093912,87,3.4863406712,47,4.9363908952,40,,,,,,
,,3.4062166712,47,3.4863908952,575,4.9863908952,40,,,,,,
,,3.4863908952,47,4.5666047512,47,,,,,,,,
,,4.4863908952,87,4.5666120312,87,,,,,,,,
,,4.5666047512,87,4.6466341112,47,,,,,,,,
,,4.5666120312,47,4.6466413912,87,,,,,,,,
