rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[5].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.897599513585,75,0.897599513585,0.060143488669999994,1.06866715141,0,1.06866715141,0.019999999999999996,1.06866715141,0,1.06866715141,4.369006277910999695,1.06866715141,0
1.06866715141,75,1.06866715141,0.060092159095999991,1.7736363352,0,1.7736363352,0.019999999999999996,1.7736363352,0,1.7736363352,4.369033994526098732,1.7736363352,0
1.0887860104,75,1.0887860104,0.060211018085999989,3.4738146552,0,3.4738146552,0.019999999999999996,3.4738146552,0,3.4738146552,4.369007443556499817,3.4738146552,0
1.1087175304,75,1.1087175304,0.060142538085999993,4.6711910552,0,4.6711910552,0.019999999999999996,4.6711910552,0,4.6711910552,4.369069787280299255,4.6711910552,0
1.128661289442,75,1.128661289442,0.060086297127999996,5,0,5,0.019999999999999996,5,0,5,4.368933167820999925,5,0
1.148685284948,75,1.148685284948,0.060110292634,,,,,,,,,,
1.1686342552,75,1.1686342552,0.060059262885999997,,,,,,,,,,
1.1888081752,75,1.1888081752,0.060233182885999991,,,,,,,,,,
1.2089288952,75,1.2089288952,0.060353902885999996,,,,,,,,,,
1.2285953752,75,1.2285953752,0.060020382885999992,,,,,,,,,,
1.2487147352,75,1.2487147352,0.060139742885999991,,,,,,,,,,
1.2685846552,75,1.2685846552,0.060009662886,,,,,,,,,,
1.2886434552,75,1.2886434552,0.060068462885999998,,,,,,,,,,
1.3088308152,75,1.3088308152,0.060255822885999995,,,,,,,,,,
1.3286373752,75,1.3286373752,0.060062382885999992,,,,,,,,,,
1.3486939352,75,1.3486939352,0.06011894288599999,,,,,,,,,,
1.3686621752,75,1.3686621752,0.060087182885999998,,,,,,,,,,
1.3888315352,75,1.3888315352,0.060256542885999991,,,,,,,,,,
1.4088986552,75,1.4088986552,0.060323662885999995,,,,,,,,,,
1.4297136952,75,1.4297136952,0.061138702885999998,,,,,,,,,,
1.4486282552,75,1.4486282552,0.060053262885999991,,,,,,,,,,
1.4687191352,75,1.4687191352,0.060144142885999992,,,,,,,,,,
1.4889056152,75,1.4889056152,0.060330622885999995,,,,,,,,,,
1.5086413752,75,1.5086413752,0.060066382885999996,,,,,,,,,,
1.5286768952,75,1.5286768952,0.060101902885999994,,,,,,,,,,
1.5488554552,75,1.5488554552,0.060280462886000002,,,,,,,,,,
1.5688200952,75,1.5688200952,0.06024510288599999,,,,,,,,,,
1.5888262552,75,1.5888262552,0.060251262885999995,,,,,,,,,,
1.6087146552,75,1.6087146552,0.060139662885999991,,,,,,,,,,
1.7736363352,75,1.7736363352,0.060141330051999994,,,,,,,,,,
1.7936689752,75,1.7936689752,0.060173970051999994,,,,,,,,,,
1.8137073752,75,1.8137073752,0.060212370052000002,,,,,,,,,,
1.8336312152,75,1.8336312152,0.060136210051999996,,,,,,,,,,
1.8536031352,75,1.8536031352,0.060108130051999997,,,,,,,,,,
1.8735896152,75,1.8735896152,0.060094610051999994,,,,,,,,,,
1.8939025752,75,1.8939025752,0.060407570051999995,,,,,,,,,,
1.9135948152,75,1.9135948152,0.06009981005199999,,,,,,,,,,
1.9335629752,75,1.9335629752,0.060067970051999999,,,,,,,,,,
1.9536509752,75,1.9536509752,0.06015597005199999,,,,,,,,,,
1.9735912152,75,1.9735912152,0.060096210051999998,,,,,,,,,,
1.9938913752,75,1.9938913752,0.060396370051999992,,,,,,,,,,
2.0136721752,75,2.0136721752,0.060177170051999989,,,,,,,,,,
2.0338757752,75,2.0338757752,0.060380770052000001,,,,,,,,,,
2.0535676952,75,2.0535676952,0.060072690051999999,,,,,,,,,,
2.0736172952,75,2.0736172952,0.060122290051999996,,,,,,,,,,
2.0977980152,75,2.0977980152,0.064303010051999981,,,,,,,,,,
2.1160399352,75,2.1160399352,0.062544930051999985,,,,,,,,,,
2.1335222552,75,2.1335222552,0.060027250051999991,,,,,,,,,,
2.1540368952,75,2.1540368952,0.060541890052000002,,,,,,,,,,
2.1744814552,75,2.1744814552,0.060986450051999998,,,,,,,,,,
2.1938467352,75,2.1938467352,0.060351730051999993,,,,,,,,,,
2.2162262552,75,2.2162262552,0.062731250052000003,,,,,,,,,,
2.2339959352,75,2.2339959352,0.060500930051999995,,,,,,,,,,
2.2540259352,75,2.2540259352,0.060530930051999998,,,,,,,,,,
2.2735832952,75,2.2735832952,0.060088290051999989,,,,,,,,,,
2.2939932152,75,2.2939932152,0.060498210051999998,,,,,,,,,,
2.3136547352,75,2.3136547352,0.060159730051999995,,,,,,,,,,
2.3335344952,75,2.3335344952,0.060039490052000002,,,,,,,,,,
2.3537248152,75,2.3537248152,0.060229810051999995,,,,,,,,,,
2.3736654552,75,2.3736654552,0.060170450052000001,,,,,,,,,,
2.3935261752,75,2.3935261752,0.060031170051999996,,,,,,,,,,
2.4135433752,75,2.4135433752,0.060048370051999991,,,,,,,,,,
2.4335074552,75,2.4335074552,0.060012450051999996,,,,,,,,,,
