numActiveSessions:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[4].tcp.conn-521 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,122,0,240,0.261052318772,0,0.261052318772,51,0.341261776372,51,0.341261776372,0.341261776371999945,0.421293618772,0.080031842399999996,0.421425154772,0.040137108800000001,1.017289378616,100000,1.1918300552,406.7819684761599302
0.261052318772,1,1.1918300552,1,3.3647282712,1,1.017289378616,71,1.017289378616,240,2.3647282712,1,0.341261776372,47,0.421293618772,47,1.017289378616,1.01728937861599977,1.0973368264,0.080047447783999997,0.501664038772,0.120375992799999997,1.1918300552,8875,2.3647282712,912.7602424127398955
,,2.3647282712,2,4.3647282712,2,2,412,2,360,,,0.341262152372,247,0.421425154772,1499,2,2,2.0806259512,0.080625951199999989,0.501783958772,0.120495912799999992,2.3647282712,51500,3.4096590552,1097.439795001700072
,,3.3647282712,1,,,3,482,3,480,,,0.421425154772,47,0.501664038772,1499,2.3647282712,2.36472827119999972,3.0806358712,0.080635871199999986,0.581902922772,0.200614876800000007,3.4096590552,60250,4.3272433672,1071.492972172000006
,,3.4096590552,2,,,4,347,4,480,,,0.501664038772,47,0.501783958772,1499,3,3,4.0806285112,0.080628511200000002,0.582022842772,0.200734796800000003,4.3272433672,43375,,
,,4.3272433672,3,,,5,605,5,480,,,0.501783958772,47,0.581902922772,1499,3.3647282712,2.36472827119999972,,,0.584196270803,0.20290822483099996,,,,
,,4.3647282712,2,,,,,,,,,0.581902922772,47,0.582022842772,1499,4,3,,,0.587550718359,0.206262672386999966,,,,
,,,,,,,,,,,,0.582022842772,47,0.584196270803,1499,4.3647282712,2.36472827119999972,,,0.662147405759,0.280859359786999938,,,,
,,,,,,,,,,,,0.584196270803,47,0.587550718359,1499,5,3,,,0.662271405759,0.280983359786999952,,,,
,,,,,,,,,,,,0.587550718359,47,0.662147405759,1499,,,,,0.664500312132,0.283212266159999946,,,,
,,,,,,,,,,,,0.662147405759,47,0.662271405759,1499,,,,,0.667755901607,0.286467855634999989,,,,
,,,,,,,,,,,,0.662271405759,47,0.664500312132,1499,,,,,0.671131708007,0.289843662035000003,,,,
,,,,,,,,,,,,0.664500312132,47,0.667755901607,1499,,,,,0.674249219202,0.292961173229999925,,,,
,,,,,,,,,,,,0.667755901607,47,0.671131708007,1499,,,,,0.678430996966,0.297142950994000009,,,,
,,,,,,,,,,,,0.671131708007,47,0.674249219202,1499,,,,,0.680842085328,0.299554039356,,,,
,,,,,,,,,,,,0.674249219202,47,0.678430996966,1499,,,,,0.742418240959,0.361130194986999939,,,,
,,,,,,,,,,,,0.678430996966,47,0.680842085328,1499,,,,,0.742661840959,0.36137379498699995,,,,
,,,,,,,,,,,,0.680842085328,47,0.742418240959,1499,,,,,0.744957356172,0.363669310199999928,,,,
,,,,,,,,,,,,0.742418240959,47,0.742661840959,1499,,,,,0.74808901861,0.366800972637999932,,,,
,,,,,,,,,,,,0.742661840959,47,0.744957356172,1499,,,,,0.751232942154,0.369944896181999992,,,,
,,,,,,,,,,,,0.744957356172,47,0.74808901861,1499,,,,,0.754588103202,0.373300057229999925,,,,
,,,,,,,,,,,,0.74808901861,47,0.751232942154,1499,,,,,0.758053422616,0.376765376644000003,,,,
,,,,,,,,,,,,0.751232942154,47,0.754588103202,1499,,,,,0.761176010128,0.379887964156000011,,,,
,,,,,,,,,,,,0.754588103202,47,0.758053422616,1499,,,,,0.764533494876,0.383245448903999917,,,,
,,,,,,,,,,,,0.758053422616,47,0.761176010128,1499,,,,,0.76772325861,0.386435212637999957,,,,
,,,,,,,,,,,,0.761176010128,47,0.764533494876,1499,,,,,0.771069392807,0.389781346834999984,,,,
,,,,,,,,,,,,0.764533494876,47,0.76772325861,1499,,,,,0.774396638098,0.393108592126000021,,,,
,,,,,,,,,,,,0.76772325861,47,0.771069392807,1499,,,,,0.777837908216,0.396549862244000015,,,,
,,,,,,,,,,,,0.771069392807,47,0.774396638098,1499,,,,,0.780869547359,0.399581501386999992,,,,
,,,,,,,,,,,,0.774396638098,47,0.777837908216,1499,,,,,0.784266110803,0.402978064830999958,,,,
,,,,,,,,,,,,0.777837908216,47,0.780869547359,1499,,,,,0.787514981336,0.406226935364000006,,,,
,,,,,,,,,,,,0.780869547359,47,0.784266110803,1499,,,,,0.822740996642,0.441452950670000008,,,,
