numActiveSessions:vector baselineTestQoS.hostSSH[38].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[38].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[38].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[38].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[38].tcp.conn-555 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[38].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[38].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.429963652617,51,0.510173110217,51,1.510173110217,40,1.5902748312,0.080101720983000001,1.5902821112,40,1.5902821112,0.040097315383000001
0.429963652617,1,0.510173110217,47,1.5902748312,47,1.560173110217,40,1.6704472312,0.080172400000000004,1.6704545112,40,1.6704545112,0.040164794399999994
,,1.510173110217,87,1.5902821112,87,1.610173110217,40,1.7506059512,0.080158719999999988,1.7506167512,80,1.7506167512,0.040151402399999994
,,1.5902748312,87,1.6704472312,47,1.660173110217,40,1.8307099512,0.08010399999999998,1.8307172312,40,1.7506167512,0.040151402399999994
,,1.5902821112,47,1.6704545112,87,1.710173110217,40,1.9107962712,0.080086319999999988,1.9108070712,80,1.8307172312,0.040095818399999996
,,1.6704472312,127,1.7506059512,47,1.760173110217,40,1.9909729112,0.080176639999999993,1.9909837112,80,1.9108070712,0.040079002399999993
,,1.6704545112,47,1.7506167512,127,1.810173110217,40,2.0714155512,0.080442639999999981,2.0714228312,40,1.9108070712,0.040079002399999993
,,1.7506059512,87,1.8307099512,47,1.860173110217,40,2.1539786712,0.082563119999999989,2.1540288952,528,1.9909837112,0.040168746399999996
,,1.7506167512,47,1.8307172312,87,1.910173110217,40,3.2345673912,0.080538495999999986,3.2345746712,40,1.9909837112,0.040168746399999996
,,1.8307099512,127,1.9107962712,47,1.960173110217,40,3.3146308312,0.080063439999999985,3.3146381112,40,2.0714228312,0.040434458399999997
,,1.8307172312,47,1.9108070712,127,2.010173110217,40,3.3948791512,0.080248319999999983,3.3948899512,80,2.1540288952,0.042598458399999996
,,1.9107962712,127,1.9909729112,47,3.1540288952,40,3.4749341112,0.08005495999999998,3.4749413912,40,3.2345746712,0.0405340904
,,1.9108070712,47,1.9909837112,127,3.2040288952,40,3.5550841912,0.080150079999999984,3.5550949912,80,3.3146381112,0.0400494344
,,1.9909729112,87,2.0714155512,47,3.2540288952,40,3.6351186712,0.08003447999999999,3.6351294712,80,3.3948899512,0.040243626399999995
,,1.9909837112,47,2.0714228312,87,3.3040288952,40,3.7152613912,0.08014272,3.7152686712,40,3.3948899512,0.040243626399999995
,,2.0714155512,87,2.1539786712,47,3.3540288952,40,3.7953846712,0.08012327999999999,3.7954348952,528,3.4749413912,0.040046778399999996
,,2.0714228312,47,2.1540288952,575,3.4040288952,40,4.8756736312,0.080238736000000004,4.8756809112,40,3.5550949912,0.040142762399999989
,,2.1540288952,47,3.2345673912,47,3.4540288952,40,4.9558255512,0.080151919999999987,4.9558328312,40,3.5550949912,0.040142762399999989
,,3.1540288952,87,3.2345746712,87,3.5040288952,40,,,,,3.6351294712,0.040029802399999994
,,3.2345673912,87,3.3146308312,47,3.5540288952,40,,,,,3.6351294712,0.040029802399999994
,,3.2345746712,47,3.3146381112,87,3.6040288952,40,,,,,3.7152686712,0.04013511439999999
,,3.3146308312,127,3.3948791512,47,3.6540288952,40,,,,,3.7954348952,0.040158058400000001
,,3.3146381112,47,3.3948899512,127,4.7954348952,40,,,,,4.8756809112,0.040234330399999989
,,3.3948791512,87,3.4749341112,47,4.8454348952,40,,,,,4.9558328312,0.040144314399999991
,,3.3948899512,47,3.4749413912,87,4.8954348952,40,,,,,,
,,3.4749341112,127,3.5550841912,47,4.9454348952,40,,,,,,
,,3.4749413912,47,3.5550949912,127,4.9954348952,40,,,,,,
,,3.5550841912,127,3.6351186712,47,,,,,,,,
,,3.5550949912,47,3.6351294712,127,,,,,,,,
,,3.6351186712,87,3.7152613912,47,,,,,,,,
,,3.6351294712,47,3.7152686712,87,,,,,,,,
,,3.7152613912,87,3.7953846712,47,,,,,,,,
,,3.7152686712,47,3.7954348952,575,,,,,,,,
,,3.7954348952,47,4.8756736312,47,,,,,,,,
,,4.7954348952,87,4.8756809112,87,,,,,,,,
,,4.8756736312,87,4.9558255512,47,,,,,,,,
,,4.8756809112,47,4.9558328312,87,,,,,,,,
,,4.9558255512,127,,,,,,,,,,
,,4.9558328312,47,,,,,,,,,,
