numActiveSessions:vector baselineTestQoS.hostSSH[40].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[40].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[40].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[40].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[40].tcp.conn-576 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[40].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[40].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.570687861557,51,0.650897319157,51,1.650897319157,40,1.7309701912,0.080072872042999981,1.7309774712,40,1.7309774712,0.040068466442999994
0.570687861557,1,0.650897319157,47,1.7309701912,47,1.700897319157,40,1.8110379512,0.080067759999999987,1.8110452312,40,1.8110452312,0.040060154399999991
,,1.650897319157,87,1.7309774712,87,1.750897319157,40,1.8911040312,0.080066079999999983,1.8911148312,80,1.8911148312,0.040058762400000002
,,1.7309701912,87,1.8110379512,47,1.800897319157,40,1.9711556312,0.0800516,1.9711629112,40,1.8911148312,0.040058762400000002
,,1.7309774712,47,1.8110452312,87,1.850897319157,40,2.0512488312,0.080093200000000002,2.0512596312,80,1.9711629112,0.040043418400000002
,,1.8110379512,127,1.8911040312,47,1.900897319157,40,2.1334998712,0.082251039999999997,2.1335106712,80,2.0512596312,0.040082682399999999
,,1.8110452312,47,1.8911148312,127,1.950897319157,40,2.2162130712,0.082713199999999986,2.2162203512,40,2.0512596312,0.040082682399999999
,,1.8911040312,87,1.9711556312,47,2.000897319157,40,2.2964449112,0.080231839999999998,2.2964951352,528,2.1335106712,0.0422431464
,,1.8911148312,47,1.9711629112,87,2.050897319157,40,3.3769175512,0.080422415999999996,3.3769248312,40,2.1335106712,0.0422431464
,,1.9711556312,127,2.0512488312,47,2.100897319157,40,3.4575034712,0.080585920000000005,3.4575107512,40,2.2162203512,0.042708794399999999
,,1.9711629112,47,2.0512596312,127,2.150897319157,40,3.5375919512,0.080088479999999989,3.5376027512,80,2.2964951352,0.040266618399999995
,,2.0512488312,127,2.1334998712,47,3.2964951352,40,3.6178373112,0.080245359999999987,3.6178445912,40,3.3769248312,0.040373738399999997
,,2.0512596312,47,2.1335106712,127,3.3464951352,40,3.6981261912,0.080288880000000006,3.6981369912,80,3.4575107512,0.040578314399999995
,,2.1334998712,87,2.2162130712,47,3.3964951352,40,3.7784476312,0.080321439999999993,3.7784584312,80,3.5376027512,0.0400802824
,,2.1335106712,47,2.2162203512,87,3.4464951352,40,3.8585787512,0.08013112,3.8585860312,40,3.5376027512,0.0400802824
,,2.2162130712,87,2.2964449112,47,3.4964951352,40,3.9392054712,0.080626719999999984,3.9392556952,528,3.6178445912,0.040240378399999998
,,2.2162203512,47,2.2964951352,575,3.5464951352,40,,,,,3.6981369912,0.040278362400000003
,,2.2964951352,47,3.3769175512,47,3.5964951352,40,,,,,3.6981369912,0.040278362400000003
,,3.2964951352,87,3.3769248312,87,3.6464951352,40,,,,,3.7784584312,0.040313546399999996
,,3.3769175512,87,3.4575034712,47,3.6964951352,40,,,,,3.7784584312,0.040313546399999996
,,3.3769248312,47,3.4575107512,87,3.7464951352,40,,,,,3.8585860312,0.040126138399999996
,,3.4575034712,127,3.5375919512,47,3.7964951352,40,,,,,3.9392556952,0.0406652584
,,3.4575107512,47,3.5376027512,127,4.9392556952,40,,,,,,
,,3.5375919512,87,3.6178373112,47,4.9892556952,40,,,,,,
,,3.5376027512,47,3.6178445912,87,,,,,,,,
,,3.6178373112,127,3.6981261912,47,,,,,,,,
,,3.6178445912,47,3.6981369912,127,,,,,,,,
,,3.6981261912,127,3.7784476312,47,,,,,,,,
,,3.6981369912,47,3.7784584312,127,,,,,,,,
,,3.7784476312,87,3.8585787512,47,,,,,,,,
,,3.7784584312,47,3.8585860312,87,,,,,,,,
,,3.8585787512,87,3.9392054712,47,,,,,,,,
,,3.8585860312,47,3.9392556952,575,,,,,,,,
,,3.9392556952,47,,,,,,,,,,
,,4.9392556952,87,,,,,,,,,,
