numActiveSessions:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[16].tcp.conn-553 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,192,0,360,0.420092674696,0,0.420092674696,51,0.500284182128,51,0.580316024528,0.080031842399999996,0.580447560528,0.040137108800000001,1.2541299832,100000
0.420092674696,1,2.2177433112,5,3.2177433112,1,1.2541299832,338,1.2541299832,360,2.2177433112,1,0.500284182128,47,0.580316024528,47,1.3341812312,0.080051247999999991,0.660686975728,0.120376523999999984,2.2177433112,211250
,,2.8424086232,10,4.2177433112,2,2.2177433112,206,2.2177433112,360,,,0.500284558128,247,0.580447560528,1499,2.2978377912,0.080094479999999995,0.660806895728,0.120496443999999979,2.8424086232,128750
,,3.2177433112,9,,,2.8424086232,365,2.8424086232,360,,,0.580447560528,47,0.660686975728,1499,2.9225409112,0.080132287999999995,0.741009387359,0.200698935630999996,3.9777692392,228125
,,3.9777692392,14,,,3.9777692392,358,3.9777692392,360,,,0.660686975728,47,0.660806895728,1499,4.0579044312,0.080135191999999993,0.741249227359,0.200938775630999987,,
,,4.2177433112,13,,,,,,,,,0.660806895728,47,0.741009387359,1499,,,0.744717516172,0.204407064443999973,,
,,,,,,,,,,,,0.741009387359,47,0.741249227359,1499,,,0.750009464597,0.209699012869,,
,,,,,,,,,,,,0.741249227359,47,0.744717516172,1499,,,0.821346351359,0.281035899630999951,,
,,,,,,,,,,,,0.744717516172,47,0.750009464597,1499,,,0.821466271359,0.281155819631000002,,
,,,,,,,,,,,,0.750009464597,47,0.821346351359,1499,,,0.826044960972,0.285734509244000011,,
,,,,,,,,,,,,0.821346351359,47,0.821466271359,1499,,,0.830357464899,0.29004701317100001,,
,,,,,,,,,,,,0.821466271359,47,0.826044960972,1499,,,0.835766427202,0.29545597547399993,,
,,,,,,,,,,,,0.826044960972,47,0.830357464899,1499,,,0.841053934928,0.300743483199999993,,
,,,,,,,,,,,,0.830357464899,47,0.835766427202,1499,,,0.847277174003,0.30696672227499999,,
,,,,,,,,,,,,0.835766427202,47,0.841053934928,1499,,,0.851780757607,0.31147030587899993,,
,,,,,,,,,,,,0.841053934928,47,0.847277174003,1499,,,0.901628973806,0.361318522077999969,,
