numActiveSessions:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[7].tcp.conn-569 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,283,0,360,0.52323381132,0,0.52323381132,51,0.603352062076,51,0.683564674076,0.080212611999999988,0.683696210076,0.040317878399999992,1.3596791832,100000
0.52323381132,1,2.2469045832,5,3.2469045832,1,1.3596791832,299,1.3596791832,360,2.2469045832,1,0.603352062076,47,0.683564674076,47,1.4398445112,0.080165327999999979,0.764050054876,0.120671723199999996,2.2469045832,186875
,,3.0145742312,10,4.2469045832,2,2.2469045832,269,2.2469045832,360,,,0.603352438076,247,0.683696210076,1499,2.3270793912,0.080174807999999985,0.764169974876,0.120791643199999992,3.0145742312,168125
,,3.2469045832,9,,,3.0145742312,410,3.0145742312,360,,,0.683696210076,47,0.764050054876,1499,3.0969628312,0.082388600000000005,0.844348777276,0.20097044559999999,4.3218212152,256250
,,4.2469045832,8,,,4.3218212152,296,4.3218212152,360,,,0.764050054876,47,0.764169974876,1499,4.4018551512,0.080033935999999999,0.844468697276,0.201090365599999986,,
,,4.3218212152,13,,,,,,,,,0.764169974876,47,0.844348777276,1499,,,0.84870030341,0.205321971733999962,,
,,,,,,,,,,,,0.844348777276,47,0.844468697276,1499,,,0.853283267159,0.209904935482999987,,
,,,,,,,,,,,,0.844468697276,47,0.84870030341,1499,,,0.924686462076,0.281308130400000021,,
,,,,,,,,,,,,0.84870030341,47,0.853283267159,1499,,,0.924806382076,0.281428050399999961,,
,,,,,,,,,,,,0.853283267159,47,0.924686462076,1499,,,0.92830958741,0.28493125573400002,,
,,,,,,,,,,,,0.924686462076,47,0.924806382076,1499,,,0.933645831159,0.290267499483000011,,
,,,,,,,,,,,,0.924806382076,47,0.92830958741,1499,,,0.939045044206,0.295666712529999985,,
,,,,,,,,,,,,0.92830958741,47,0.933645831159,1499,,,0.944407094928,0.301028763252000007,,
,,,,,,,,,,,,0.933645831159,47,0.939045044206,1499,,,0.949746920536,0.306368588859999955,,
,,,,,,,,,,,,0.939045044206,47,0.944407094928,1499,,,0.955090067617,0.311711735940999988,,
,,,,,,,,,,,,0.944407094928,47,0.949746920536,1499,,,1.004930146876,0.361551815200000013,,
,,,,,,,,,,,,0.949746920536,47,0.955090067617,1499,,,1.005050066876,0.361671735199999953,,
,,,,,,,,,,,,0.955090067617,47,1.004930146876,1499,,,1.008528747603,0.365150415926999925,,
,,,,,,,,,,,,1.004930146876,47,1.005050066876,1499,,,1.013883515959,0.370505184282999942,,
,,,,,,,,,,,,1.005050066876,47,1.008528747603,1499,,,1.019253922616,0.375875590940000002,,
,,,,,,,,,,,,1.008528747603,47,1.013883515959,1499,,,1.024622870032,0.381244538355999916,,
,,,,,,,,,,,,1.013883515959,47,1.019253922616,1499,,,1.029955561123,0.386577229447000013,,
,,,,,,,,,,,,1.019253922616,47,1.024622870032,1499,,,1.035327752417,0.391949420740999919,,
,,,,,,,,,,,,1.024622870032,47,1.029955561123,1499,,,1.040664448637,0.397286116961000022,,
,,,,,,,,,,,,1.029955561123,47,1.035327752417,1499,,,1.046009799603,0.402631467926999995,,
,,,,,,,,,,,,1.035327752417,47,1.040664448637,1499,,,1.051333864597,0.40795553292099995,,
,,,,,,,,,,,,1.040664448637,47,1.046009799603,1499,,,1.056726292595,0.413347960918999944,,
,,,,,,,,,,,,1.046009799603,47,1.051333864597,1499,,,1.062036887829,0.418658556152999959,,
,,,,,,,,,,,,1.051333864597,47,1.056726292595,1499,,,1.06748341861,0.424105086933999951,,
,,,,,,,,,,,,1.056726292595,47,1.062036887829,1499,,,1.072815372972,0.429437041296000019,,
,,,,,,,,,,,,1.062036887829,47,1.06748341861,1499,,,1.078197880802,0.434819549125999958,,
,,,,,,,,,,,,1.06748341861,47,1.072815372972,1499,,,1.0871005224,0.443722190723999984,,
,,,,,,,,,,,,1.072815372972,47,1.078197880802,1499,,,1.0898826824,0.446504350723999963,,
,,,,,,,,,,,,1.078197880802,47,1.0871005224,1499,,,1.0952820424,0.451903710723999928,,
,,,,,,,,,,,,1.0871005224,47,1.0898826824,1499,,,1.0997648424,0.456386510723999936,,
,,,,,,,,,,,,1.0898826824,47,1.0952820424,1499,,,1.1059467624,0.462568430724,,
,,,,,,,,,,,,1.0952820424,47,1.0997648424,1499,,,1.1104213224,0.467042990724000015,,
,,,,,,,,,,,,1.0997648424,47,1.1059467624,1499,,,1.1166758824,0.473297550723999925,,
,,,,,,,,,,,,1.1059467624,47,1.1104213224,1499,,,1.120941283837,0.477562952160999973,,
,,,,,,,,,,,,1.1104213224,47,1.1166758824,1499,,,1.127088201442,0.483709869765999942,,
,,,,,,,,,,,,1.1166758824,47,1.120941283837,1499,,,1.131672748597,0.48829441692099995,,
,,,,,,,,,,,,1.120941283837,47,1.127088201442,1499,,,1.138392057395,0.495013725718999928,,
,,,,,,,,,,,,1.127088201442,47,1.131672748597,1499,,,1.142395371829,0.499017040152999967,,
,,,,,,,,,,,,1.131672748597,47,1.138392057395,1499,,,1.149056436948,0.505678105271999853,,
,,,,,,,,,,,,1.138392057395,47,1.142395371829,1499,,,1.153053057772,0.50967472609599995,,
,,,,,,,,,,,,1.142395371829,47,1.149056436948,1499,,,1.158905150021,0.515526818344999913,,
,,,,,,,,,,,,1.149056436948,47,1.153053057772,1499,,,1.1637970872,0.520418755523999851,,
,,,,,,,,,,,,1.153053057772,47,1.158905150021,1499,,,1.1693711672,0.525992835524,,
,,,,,,,,,,,,1.158905150021,47,1.1637970872,1499,,,1.1745404472,0.531162115523999831,,
,,,,,,,,,,,,1.1637970872,47,1.1693711672,1499,,,1.1800913264,0.536712994723999912,,
,,,,,,,,,,,,1.1693711672,47,1.1745404472,1499,,,1.1855994872,0.542221155523999961,,
,,,,,,,,,,,,1.1745404472,47,1.1800913264,1499,,,1.1912239672,0.547845635524000005,,
,,,,,,,,,,,,1.1800913264,47,1.1855994872,1499,,,1.1962012472,0.552822915523999867,,
,,,,,,,,,,,,1.1855994872,47,1.1912239672,1499,,,1.2033652472,0.559986915524000037,,
,,,,,,,,,,,,1.1912239672,47,1.1962012472,1499,,,1.2067577272,0.563379395523999845,,
,,,,,,,,,,,,1.1962012472,47,1.2033652472,1499,,,1.2127897272,0.569411395523999883,,
,,,,,,,,,,,,1.2033652472,47,1.2067577272,1499,,,1.2173326872,0.573954355523999869,,
,,,,,,,,,,,,1.2067577272,47,1.2127897272,1499,,,1.2241179672,0.580739635523999984,,
,,,,,,,,,,,,1.2127897272,47,1.2173326872,1499,,,1.2282410072,0.584862675523999839,,
,,,,,,,,,,,,1.2173326872,47,1.2241179672,1499,,,1.2340838072,0.590705475523999986,,
,,,,,,,,,,,,1.2241179672,47,1.2282410072,1499,,,1.2389166072,0.595538275523999958,,
,,,,,,,,,,,,1.2282410072,47,1.2340838072,1499,,,1.2453383672,0.601960035524000012,,
,,,,,,,,,,,,1.2340838072,47,1.2389166072,1499,,,1.2494456472,0.606067315523999946,,
,,,,,,,,,,,,1.2389166072,47,1.2453383672,1499,,,1.2555765272,0.612198195523999897,,
,,,,,,,,,,,,1.2453383672,47,1.2494456472,1499,,,1.2604260472,0.617047715523999948,,
,,,,,,,,,,,,1.2494456472,47,1.2555765272,1499,,,1.2668991672,0.623520835523999836,,
,,,,,,,,,,,,1.2555765272,47,1.2604260472,1499,,,1.2710004472,0.627622115524000042,,
,,,,,,,,,,,,1.2604260472,47,1.2668991672,1499,,,1.2794445272,0.636066195523999897,,
,,,,,,,,,,,,1.2668991672,47,1.2710004472,1499,,,1.3596791832,0.716300851523999912,,
,,,,,,,,,,,,1.2710004472,47,1.2794445272,1499,,,1.4399760472,0.040272186399999992,,
,,,,,,,,,,,,1.2794445272,47,1.3596791832,1311,,,1.4408322072,0.041128346400000001,,
,,,,,,,,,,,,1.3596791832,47,1.4398445112,47,,,1.4479081272,0.0482042664,,
,,,,,,,,,,,,1.3596795592,247,1.4399760472,1499,,,1.4497249272,0.050021066399999994,,
,,,,,,,,,,,,1.4399760472,47,1.4408322072,1499,,,1.4582801272,0.058576266399999993,,
,,,,,,,,,,,,1.4408322072,47,1.4479081272,1499,,,1.4632921272,0.063588266399999981,,
,,,,,,,,,,,,1.4479081272,47,1.4497249272,1499,,,1.4689703672,0.069266506399999982,,
,,,,,,,,,,,,1.4497249272,47,1.4582801272,1499,,,1.4773039672,0.077600106399999979,,
,,,,,,,,,,,,1.4582801272,47,1.4632921272,1499,,,1.4797250872,0.080021226400000005,,
,,,,,,,,,,,,1.4632921272,47,1.4689703672,1499,,,1.4895226072,0.089818746399999982,,
,,,,,,,,,,,,1.4689703672,47,1.4773039672,1499,,,1.4903620472,0.090658186399999978,,
,,,,,,,,,,,,1.4773039672,47,1.4797250872,1499,,,1.5002709272,0.100567066399999987,,
,,,,,,,,,,,,1.4797250872,47,1.4895226072,1499,,,1.5012362872,0.101532426399999986,,
,,,,,,,,,,,,1.4895226072,47,1.4903620472,1499,,,1.5104575672,0.110753706399999984,,
,,,,,,,,,,,,1.4903620472,47,1.5002709272,1499,,,1.5117766872,0.112072826399999991,,
,,,,,,,,,,,,1.5002709272,47,1.5012362872,1499,,,1.5201051672,0.12040130639999999,,
,,,,,,,,,,,,1.5012362872,47,1.5104575672,1499,,,1.5225247672,0.122820906399999984,,
,,,,,,,,,,,,1.5104575672,47,1.5117766872,1499,,,1.5298934872,0.130189626399999979,,
,,,,,,,,,,,,1.5117766872,47,1.5201051672,1499,,,1.5332717272,0.133567866400000012,,
,,,,,,,,,,,,1.5201051672,47,1.5225247672,1499,,,1.5395495672,0.13984570639999999,,
,,,,,,,,,,,,1.5225247672,47,1.5298934872,1499,,,1.5440173272,0.144313466399999978,,
,,,,,,,,,,,,1.5298934872,47,1.5332717272,1499,,,1.5537028472,0.153998986399999981,,
,,,,,,,,,,,,1.5332717272,47,1.5395495672,1499,,,1.5546622072,0.154958346400000001,,
,,,,,,,,,,,,1.5395495672,47,1.5440173272,1499,,,1.5656895672,0.165985706399999987,,
,,,,,,,,,,,,1.5440173272,47,1.5537028472,1499,,,1.5675003672,0.167796506399999988,,
,,,,,,,,,,,,1.5537028472,47,1.5546622072,1499,,,1.5760898872,0.176386026400000005,,
,,,,,,,,,,,,1.5546622072,47,1.5656895672,1499,,,1.5802250072,0.180521146399999997,,
,,,,,,,,,,,,1.5656895672,47,1.5675003672,1499,,,1.5867535672,0.187049706399999958,,
,,,,,,,,,,,,1.5675003672,47,1.5760898872,1499,,,1.5924519672,0.192748106400000006,,
,,,,,,,,,,,,1.5760898872,47,1.5802250072,1499,,,1.5977644472,0.198060586399999959,,
,,,,,,,,,,,,1.5802250072,47,1.5867535672,1499,,,1.6042266872,0.204522826399999967,,
,,,,,,,,,,,,1.5867535672,47,1.5924519672,1499,,,1.6084694872,0.208765626399999958,,
,,,,,,,,,,,,1.5924519672,47,1.5977644472,1499,,,1.6168106072,0.217106746399999993,,
,,,,,,,,,,,,1.5977644472,47,1.6042266872,1499,,,1.6192270072,0.219523146399999978,,
,,,,,,,,,,,,1.6042266872,47,1.6084694872,1499,,,1.6298724472,0.230168586399999984,,
,,,,,,,,,,,,1.6084694872,47,1.6168106072,1499,,,1.6304859672,0.230782106399999964,,
,,,,,,,,,,,,1.6168106072,47,1.6192270072,1499,,,1.6403063672,0.24060250639999997,,
,,,,,,,,,,,,1.6192270072,47,1.6298724472,1499,,,1.6449053272,0.245201466400000011,,
,,,,,,,,,,,,1.6298724472,47,1.6304859672,1499,,,1.6509420472,0.25123818639999995,,
,,,,,,,,,,,,1.6304859672,47,1.6403063672,1499,,,1.6555267672,0.255822906399999937,,
,,,,,,,,,,,,1.6403063672,47,1.6449053272,1499,,,1.6617093272,0.262005466399999997,,
,,,,,,,,,,,,1.6449053272,47,1.6509420472,1499,,,1.6657203672,0.266016506399999962,,
,,,,,,,,,,,,1.6509420472,47,1.6555267672,1499,,,1.6723845272,0.272680666399999992,,
,,,,,,,,,,,,1.6555267672,47,1.6617093272,1499,,,1.6733558872,0.273652026399999969,,
,,,,,,,,,,,,1.6617093272,47,1.6657203672,1499,,,1.6829142072,0.283210346399999978,,
,,,,,,,,,,,,1.6657203672,47,1.6723845272,1499,,,1.6831540472,0.283450186399999969,,
,,,,,,,,,,,,1.6723845272,47,1.6733558872,1499,,,1.6936380472,0.293934186400000018,,
,,,,,,,,,,,,1.6733558872,47,1.6829142072,1499,,,1.6941177272,0.2944138664,,
,,,,,,,,,,,,1.6829142072,47,1.6831540472,1499,,,1.7037773272,0.30407346639999999,,
,,,,,,,,,,,,1.6831540472,47,1.6936380472,1499,,,1.7045167672,0.304812906400000026,,
,,,,,,,,,,,,1.6936380472,47,1.6941177272,1499,,,1.7138626872,0.314158826399999922,,
,,,,,,,,,,,,1.6941177272,47,1.7037773272,1499,,,1.7155554872,0.315851626399999972,,
,,,,,,,,,,,,1.7037773272,47,1.7045167672,1499,,,1.7227750072,0.323071146400000007,,
