numActiveSessions:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[16].tcp.conn-578 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[16].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,134,0,240,0.581886233748,0,0.581886233748,51,0.662139901759,51,0.662139901759,0.662139901758999946,0.742410384959,0.080270483199999992,0.742541920959,0.040375749599999996,1.3391397432,100000,1.5235490072,585.6538747424299325
0.581886233748,1,1.5235490072,1,3.3450569752,1,1.3391397432,108,1.3391397432,240,2.3450569752,1,0.662139901759,47,0.742410384959,47,1.3391397432,1.339139743200000057,1.4192939512,0.080154208000000004,0.823226676642,0.121060505282999996,1.5235490072,13500,2.3450569752,910.067637896089988
,,2.3450569752,2,4.3450569752,2,2,362,2,360,,,0.662140277759,247,0.742541920959,1499,2,2,2.0821101112,0.082110111200000001,0.823358596642,0.121192425283000004,2.3450569752,45250,3.4373014312,1116.603169631299804
,,3.3450569752,1,,,3,527,3,480,,,0.742541920959,47,0.823226676642,1499,2.3450569752,2.345056975199999437,3.0821200312,0.082120031199999998,0.903556441442,0.201390270082999977,3.4373014312,65875,4.4520503512,1245.498991429300073
,,3.4373014312,2,,,4,588,4,480,,,0.823226676642,47,0.823358596642,1499,3,3,4.0821126712,0.082112671199999986,0.903676361442,0.201510190082999972,4.4520503512,73500,,
,,4.3450569752,1,,,5,522,5,480,,,0.823358596642,47,0.903556441442,1499,3.3450569752,2.345056975199999437,,,0.906050004972,0.203883833612999997,,,,
,,4.4520503512,2,,,,,,,,,0.903556441442,47,0.903676361442,1499,4,3,,,0.909221204972,0.207055033612999982,,,,
,,,,,,,,,,,,0.903676361442,47,0.906050004972,1499,4.3450569752,2.345056975199999437,,,0.983795325442,0.281629154082999932,,,,
,,,,,,,,,,,,0.906050004972,47,0.909221204972,1499,5,3,,,0.983915245442,0.281749074082999982,,,,
,,,,,,,,,,,,0.909221204972,47,0.983795325442,1499,,,,,0.986238045442,0.284071874082999941,,,,
