numActiveSessions:vector baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[4].tcp.conn-522 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.266506618359,51,0.346716075959,51,0.346716075959,800,0.426801198359,0.080085122399999985,0.426932734359,1452,0.426932734359,0.040137108800000001
0.266506618359,1,0.346716075959,47,0.426801198359,47,,,,,0.507071994359,1452,0.507071994359,0.120276368800000004
0.426932734359,0,0.346716451959,847,0.426932734359,1499,,,,,0.507191914359,1452,0.507191914359,0.1203962888
,,0.426932734359,47,0.507071994359,1499,,,,,0.587310878359,1452,0.587310878359,0.200515252799999987
,,0.426933110359,47,0.507191914359,1499,,,,,0.587430798359,1452,0.587430798359,0.200635172799999982
,,0.507071994359,47,0.508783481267,47,,,,,0.589256318359,1452,0.589256318359,0.202460692800000007
,,0.507191914359,47,0.587310878359,1499,,,,,0.591782139017,1452,0.591782139017,0.204986513458000007
,,0.587310878359,47,0.587430798359,1499,,,,,0.667635981607,1452,0.667635981607,0.280840356047999949
,,0.587430798359,47,0.589256318359,1499,,,,,0.667875821607,1452,0.667875821607,0.28108019604799994
,,0.589256318359,47,0.591782139017,1499,,,,,0.669551859797,1452,0.669551859797,0.282756234238000002
,,0.591782139017,47,0.667635981607,1499,,,,,0.672133023017,1452,0.672133023017,0.285337397458000018
,,0.667635981607,47,0.667875821607,1499,,,,,0.674968739202,1452,0.674968739202,0.288173113643000022
,,0.667875821607,47,0.669551859797,1499,,,,,0.677591556966,1452,0.677591556966,0.290795931406999995
,,0.669551859797,47,0.672133023017,1499,,,,,0.680352645328,1452,0.680352645328,0.293557019768999948
,,0.672133023017,47,0.674968739202,1499,,,,,0.682914768476,1452,0.682914768476,0.29611914291699992
,,0.674968739202,47,0.677591556966,1499,,,,,0.74796909861,1452,0.74796909861,0.361173473051000003
,,0.677591556966,47,0.680352645328,1499,,,,,0.74820893861,1452,0.74820893861,0.361413313050999994
,,0.680352645328,47,0.682914768476,1499,,,,,0.749889544597,1452,0.749889544597,0.363093919037999921
,,0.682914768476,47,0.74796909861,1499,,,,,0.752478627817,1452,0.752478627817,0.365683002257999987
,,0.74796909861,47,0.74820893861,1499,,,,,0.755187703202,1452,0.755187703202,0.368392077642999969
,,0.74820893861,47,0.749889544597,1499,,,,,0.757813582616,1452,0.757813582616,0.371017957057000024
,,0.749889544597,47,0.752478627817,1499,,,,,0.760690330128,1452,0.760690330128,0.373894704568999978
,,0.752478627817,47,0.755187703202,1499,,,,,0.763164453276,1452,0.763164453276,0.376368827716999974
,,0.755187703202,47,0.757813582616,1499,,,,,0.765866209203,1452,0.765866209203,0.379070583643999923
,,0.757813582616,47,0.760690330128,1499,,,,,0.76855773861,1452,0.76855773861,0.381762113050999939
,,0.760690330128,47,0.763164453276,1499,,,,,0.771309232807,1452,0.771309232807,0.384513607247999987
,,0.763164453276,47,0.765866209203,1499,,,,,0.773916958098,1452,0.773916958098,0.387121332538999939
,,0.765866209203,47,0.76855773861,1499,,,,,0.776752628216,1452,0.776752628216,0.38995700265699995
,,0.76855773861,47,0.771309232807,1499,,,,,0.779201394385,1452,0.779201394385,0.392405768825999976
,,0.771309232807,47,0.773916958098,1499,,,,,0.781926815728,1452,0.781926815728,0.395131190169
,,0.773916958098,47,0.776752628216,1499,,,,,0.784745790803,1452,0.784745790803,0.397950165243999951
,,0.776752628216,47,0.779201394385,1499,,,,,0.82830198261,1452,0.82830198261,0.44150635705099994
,,0.779201394385,47,0.781926815728,1499,,,,,0.82854182261,1452,0.82854182261,0.441746197050999931
,,0.781926815728,47,0.784745790803,1499,,,,,0.830237544899,1452,0.830237544899,0.443441919339999988
,,0.784745790803,47,0.82830198261,1499,,,,,0.832816697217,1452,0.832816697217,0.446021071657999976
,,0.82830198261,47,0.82854182261,1499,,,,,0.835646507202,1452,0.835646507202,0.448850881643000019
,,0.82854182261,47,0.830237544899,1499,,,,,0.838297107416,1452,0.838297107416,0.451501481857000006
,,0.830237544899,47,0.832816697217,1499,,,,,0.840934014928,1452,0.840934014928,0.45413838936899997
,,0.832816697217,47,0.835646507202,1499,,,,,0.843509337276,1452,0.843509337276,0.456713711716999925
,,0.835646507202,47,0.838297107416,1499,,,,,0.846317814003,1452,0.846317814003,0.459522188443999944
,,0.838297107416,47,0.840934014928,1499,,,,,0.84906006341,1452,0.84906006341,0.462264437851000018
,,0.840934014928,47,0.843509337276,1499,,,,,0.851540917607,1452,0.851540917607,0.464745292047999967
,,0.843509337276,47,0.846317814003,1499,,,,,0.854366627159,1452,0.854366627159,0.467571001599999978
,,0.846317814003,47,0.84906006341,1499,,,,,0.856870393016,1452,0.856870393016,0.47007476745699994
,,0.84906006341,47,0.851540917607,1499,,,,,0.859531680206,1452,0.859531680206,0.472736054646999967
,,0.851540917607,47,0.854366627159,1499,,,,,0.862508420528,1452,0.862508420528,0.475712794968999984
,,0.854366627159,47,0.856870393016,1499,,,,,0.86508681633,1452,0.86508681633,0.478291190771000016
,,0.856870393016,47,0.859531680206,1499,,,,,0.867733945336,1452,0.867733945336,0.480938319776999965
,,0.859531680206,47,0.862508420528,1499,,,,,0.870240193397,1452,0.870240193397,0.483444567837999936
,,0.862508420528,47,0.86508681633,1499,,,,,0.872927262817,1452,0.872927262817,0.486131637258000013
,,0.86508681633,47,0.867733945336,1499,,,,,0.875625750017,1452,0.875625750017,0.488830124458000001
