numActiveSessions:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[3].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[3].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[3].tcp.conn-528 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[3].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,85,0,240,0.291839024834,0,0.291839024834,51,0.371954482434,51,0.371954482434,0.371954482433999976,0.451986324834,0.080031842399999996,0.452117860834,0.040137108800000001,1.048021132807,100000,1.2337162712,646.2204721053899425
0.291839024834,1,1.2337162712,1,3.3568502232,1,1.048021132807,120,1.048021132807,240,2.3568502232,1,0.371954482434,47,0.451986324834,47,1.048021132807,1.04802113280699993,1.128055465442,0.080034332634999982,0.532356744834,0.120375992799999997,1.2337162712,15000,2.3568502232,951.046556364229896
,,2.3568502232,2,4.3568502232,2,2,386,2,480,,,0.371954858434,247,0.452117860834,1499,2,2,2.0805022712,0.080502271200000002,0.532476664834,0.120495912799999992,2.3568502232,48250,3.4793527192,1257.87546771400002
,,3.3568502232,1,,,3,666,3,480,,,0.452117860834,47,0.532356744834,1499,2.3568502232,2.356850223199999472,3.0805121912,0.080512191199999999,0.612595628834,0.200614876800000007,3.4793527192,83250,4.4695810152,1347.802213570600083
,,3.4793527192,2,,,4,651,4,480,,,0.532356744834,47,0.532476664834,1499,3,3,4.0805048312,0.080504831199999987,0.612715548834,0.200734796800000003,4.4695810152,81375,,
,,4.3568502232,1,,,5,643,5,480,,,0.532476664834,47,0.612595628834,1499,3.3568502232,2.356850223199999472,,,0.614856839844,0.202876087809999993,,,,
,,4.4695810152,2,,,,,,,,,0.612595628834,47,0.612715548834,1499,4,3,,,0.618159065585,0.206178313550999968,,,,
,,,,,,,,,,,,0.612715548834,47,0.614856839844,1499,4.3568502232,2.356850223199999472,,,0.692754474098,0.280773722063999974,,,,
,,,,,,,,,,,,0.614856839844,47,0.618159065585,1499,5,3,,,0.692874394098,0.280893642064000025,,,,
,,,,,,,,,,,,0.618159065585,47,0.692754474098,1499,,,,,0.695017514098,0.283036762063999968,,,,
,,,,,,,,,,,,0.692754474098,47,0.692874394098,1499,,,,,0.698296750385,0.286315998350999965,,,,
,,,,,,,,,,,,0.692874394098,47,0.695017514098,1499,,,,,0.701569210928,0.289588458893999976,,,,
,,,,,,,,,,,,0.695017514098,47,0.698296750385,1499,,,,,0.704887102646,0.292906350611999986,,,,
,,,,,,,,,,,,0.698296750385,47,0.701569210928,1499,,,,,0.708182097336,0.296201345301999929,,,,
,,,,,,,,,,,,0.701569210928,47,0.704887102646,1499,,,,,0.711464993099,0.299484241064999932,,,,
,,,,,,,,,,,,0.704887102646,47,0.708182097336,1499,,,,,0.773046752807,0.361066000772999994,,,,
,,,,,,,,,,,,0.708182097336,47,0.711464993099,1499,,,,,0.773166672807,0.361185920772999934,,,,
,,,,,,,,,,,,0.711464993099,47,0.773046752807,1499,,,,,0.775255198898,0.363274446864000009,,,,
,,,,,,,,,,,,0.773046752807,47,0.773166672807,1499,,,,,0.778535634385,0.366554882350999975,,,,
,,,,,,,,,,,,0.773166672807,47,0.775255198898,1499,,,,,0.782046735728,0.370065983694000009,,,,
,,,,,,,,,,,,0.775255198898,47,0.778535634385,1499,,,,,0.785231470803,0.373250718768999954,,,,
,,,,,,,,,,,,0.778535634385,47,0.782046735728,1499,,,,,0.788419782136,0.37643903010199997,,,,
,,,,,,,,,,,,0.782046735728,47,0.785231470803,1499,,,,,0.791803877099,0.379823125064999931,,,,
,,,,,,,,,,,,0.785231470803,47,0.788419782136,1499,,,,,0.795065746817,0.383084994782999953,,,,
,,,,,,,,,,,,0.788419782136,47,0.791803877099,1499,,,,,0.798346192265,0.386365440230999944,,,,
,,,,,,,,,,,,0.791803877099,47,0.795065746817,1499,,,,,0.801766992159,0.389786240124999959,,,,
,,,,,,,,,,,,0.795065746817,47,0.798346192265,1499,,,,,0.80494097633,0.392960224295999969,,,,
,,,,,,,,,,,,0.798346192265,47,0.801766992159,1499,,,,,0.808222836323,0.396242084288999983,,,,
,,,,,,,,,,,,0.801766992159,47,0.80494097633,1499,,,,,0.811517388007,0.39953663597299993,,,,
,,,,,,,,,,,,0.80494097633,47,0.808222836323,1499,,,,,0.815177577228,0.403196825194000017,,,,
,,,,,,,,,,,,0.808222836323,47,0.811517388007,1499,,,,,0.818121399478,0.406140647444000023,,,,
,,,,,,,,,,,,0.811517388007,47,0.815177577228,1499,,,,,0.853403187159,0.44142243512500001,,,,
,,,,,,,,,,,,0.815177577228,47,0.818121399478,1499,,,,,0.853527187159,0.441546435125000023,,,,
,,,,,,,,,,,,0.818121399478,47,0.853403187159,1499,,,,,0.855714002898,0.443733250863999949,,,,
,,,,,,,,,,,,0.853403187159,47,0.853527187159,1499,,,,,0.858932080206,0.446951328172000004,,,,
,,,,,,,,,,,,0.853527187159,47,0.855714002898,1499,,,,,0.862388500528,0.450407748494000002,,,,
,,,,,,,,,,,,0.855714002898,47,0.858932080206,1499,,,,,0.865689075603,0.453708323568999925,,,,
,,,,,,,,,,,,0.858932080206,47,0.862388500528,1499,,,,,0.868886099797,0.456905347762999956,,,,
,,,,,,,,,,,,0.862388500528,47,0.865689075603,1499,,,,,0.872167481899,0.460186729864999975,,,,
,,,,,,,,,,,,0.865689075603,47,0.868886099797,1499,,,,,0.875865590017,0.463884837982999951,,,,
,,,,,,,,,,,,0.868886099797,47,0.872167481899,1499,,,,,0.878975557065,0.46699480503099999,,,,
,,,,,,,,,,,,0.872167481899,47,0.875865590017,1499,,,,,0.882224596959,0.470243844924999929,,,,
,,,,,,,,,,,,0.875865590017,47,0.878975557065,1499,,,,,0.88528466113,0.47330390909599995,,,,
,,,,,,,,,,,,0.878975557065,47,0.882224596959,1499,,,,,0.888927480323,0.476946728288999974,,,,
,,,,,,,,,,,,0.882224596959,47,0.88528466113,1499,,,,,0.891960210723,0.479979458688999935,,,,
,,,,,,,,,,,,0.88528466113,47,0.888927480323,1499,,,,,0.895296541228,0.483315789193999975,,,,
,,,,,,,,,,,,0.888927480323,47,0.891960210723,1499,,,,,0.898479004278,0.486498252244000005,,,,
