numActiveSessions:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostVID[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostVID[15].tcp.conn-526 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostVID[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,365,0,360,0.281345600476,0,0.281345600476,51,0.361555058076,51,0.441586900476,0.080031842399999996,0.441718436476,0.040137108800000001,1.1146199784,100000
0.281345600476,1,1.8366263512,5,2.8366263512,1,1.1146199784,246,1.1146199784,360,1.8366263512,1,0.361555058076,47,0.441586900476,47,1.1947445912,0.080124612799999994,0.521957320476,0.120375992799999997,1.8366263512,153750
,,2.8366263512,4,3.8366263512,2,1.8366263512,366,1.8366263512,360,,,0.361555434076,247,0.441718436476,1499,1.9168421912,0.080215839999999982,0.522077240476,0.120495912799999992,2.9298000792,228750
,,2.9298000792,9,4.8366263512,3,2.9298000792,288,2.9298000792,360,,,0.441718436476,47,0.521957320476,1499,3.0099979512,0.080197872000000002,0.602196204476,0.200614876800000007,3.8903921432,180000
,,3.8366263512,8,,,3.8903921432,339,3.8903921432,360,,,0.521957320476,47,0.522077240476,1499,3.9704579512,0.080065807999999988,0.602316124476,0.200734796800000003,4.9574266312,211875
,,3.8903921432,13,,,4.9574266312,663,4.9574266312,480,,,0.522077240476,47,0.602196204476,1499,,,0.605924892536,0.204343564859999992,,
,,4.8366263512,12,,,,,,,,,0.602196204476,47,0.602316124476,1499,,,0.611146862154,0.20956553447799997,,
,,4.9574266312,17,,,,,,,,,0.602316124476,47,0.605924892536,1499,,,0.682435088476,0.280853760800000017,,
,,,,,,,,,,,,0.605924892536,47,0.611146862154,1499,,,0.682555008476,0.280973680799999957,,
,,,,,,,,,,,,0.611146862154,47,0.682435088476,1499,,,0.686017417607,0.284436089931,,
,,,,,,,,,,,,0.682435088476,47,0.682555008476,1499,,,0.691371548007,0.28979022033099999,,
,,,,,,,,,,,,0.682555008476,47,0.686017417607,1499,,,0.696894623416,0.295313295739999979,,
,,,,,,,,,,,,0.686017417607,47,0.691371548007,1499,,,0.702148890928,0.300567563251999957,,
,,,,,,,,,,,,0.691371548007,47,0.696894623416,1499,,,0.70760333861,0.306022010933999942,,
,,,,,,,,,,,,0.696894623416,47,0.702148890928,1499,,,0.712849738017,0.311268410340999944,,
,,,,,,,,,,,,0.702148890928,47,0.70760333861,1499,,,0.762798693276,0.361217365599999949,,
,,,,,,,,,,,,0.70760333861,47,0.712849738017,1499,,,0.762918613276,0.3613372856,,
,,,,,,,,,,,,0.712849738017,47,0.762798693276,1499,,,0.766494942407,0.364913614730999923,,
,,,,,,,,,,,,0.762798693276,47,0.762918613276,1499,,,0.771729152807,0.370147825130999972,,
,,,,,,,,,,,,0.762918613276,47,0.766494942407,1499,,,0.777717988216,0.376136660539999943,,
,,,,,,,,,,,,0.766494942407,47,0.771729152807,1499,,,0.782487774928,0.380906447251999956,,
,,,,,,,,,,,,0.771729152807,47,0.777717988216,1499,,,0.787922836323,0.386341508647000007,,
,,,,,,,,,,,,0.777717988216,47,0.782487774928,1499,,,0.793159098017,0.39157777034099994,,
,,,,,,,,,,,,0.782487774928,47,0.787922836323,1499,,,0.798686032265,0.397104704588999933,,
,,,,,,,,,,,,0.787922836323,47,0.793159098017,1499,,,0.803864008972,0.402282681295999975,,
,,,,,,,,,,,,0.793159098017,47,0.798686032265,1499,,,0.809523725923,0.407942398246999957,,
,,,,,,,,,,,,0.798686032265,47,0.803864008972,1499,,,0.814697897228,0.413116569551999933,,
,,,,,,,,,,,,0.803864008972,47,0.809523725923,1499,,,0.820580729806,0.418999402129999974,,
,,,,,,,,,,,,0.809523725923,47,0.814697897228,1499,,,0.825319440972,0.423738113295999972,,
,,,,,,,,,,,,0.814697897228,47,0.820580729806,1499,,,0.830984917607,0.429403589930999916,,
,,,,,,,,,,,,0.820580729806,47,0.825319440972,1499,,,0.836006267202,0.434424939525999917,,
,,,,,,,,,,,,0.825319440972,47,0.830984917607,1499,,,0.843143577276,0.441562249600000009,,
