rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0.229773747663,51,0.309888189263,51
0.309889173263,47,0.389924864463,47
0.309891149263,247,0.390044784463,1499
0.390057352463,47,0.470190409099,1499
0.470202977099,47,0.470310329099,1499
0.470322897099,47,0.550429293099,1499
0.550441861099,47,0.550549213099,1499
0.550561781099,47,0.554159807986,1499
0.554172375986,47,0.559451908206,1499
0.559464476206,47,0.630668177099,1499
0.630680745099,47,0.630788097099,1499
0.630800665099,47,0.634518611986,1499
0.634531179986,47,0.639661829328,1499
0.639674397328,47,0.644977984172,1499
0.644990552172,47,0.650345080943,1499
0.650357648943,47,0.655651859478,1499
0.655664427478,47,0.661040643728,1499
0.661053211728,47,0.710907061099,1499
0.710919629099,47,0.711026981099,1499
0.711039549099,47,0.714576130017,1499
0.714588698017,47,0.720019434128,1499
0.720032002128,47,0.725181300148,1499
0.725193868148,47,0.730580732007,1499
0.730593300007,47,0.736080931478,1499
0.736093499478,47,0.741357055359,1499
0.741369623359,47,0.746645165607,1499
0.746657733607,47,0.751980041217,1499
0.751992609217,47,0.757321810616,1499
0.757334378616,47,0.762666681276,1499
0.762679249276,47,0.76818588661,1499
0.76819845461,47,0.773425186098,1499
0.773437754098,47,0.778800068206,1499
0.778812636206,47,0.784134098803,1499
0.784146666803,47,0.791145945099,1499
0.791158513099,47,0.794795094017,1499
0.794807662017,47,0.800810019465,1499
0.800822587465,47,0.805640104148,1499
0.805652672148,47,0.810919616007,1499
0.810932184007,47,0.816224845228,1499
0.816237413228,47,0.821574099359,1499
0.821586667359,47,0.826984049607,1499
0.826996617607,47,0.832318925217,1499
0.832331493217,47,0.837686813585,1499
0.837699381585,47,0.843005565276,1499
0.843018133276,47,0.84843829141,1499
0.84845085941,47,0.853754935159,1499
0.853767503159,47,0.859159828206,1499
0.859172396206,47,0.864371783603,1499
0.864384351603,47,0.869815864536,1499
0.869828432536,47,0.875133978017,1499
0.875146546017,47,0.880562024265,1499
0.880574592265,47,0.885925245607,1499
0.885937813607,47,0.891228598723,1499
0.891241166723,47,0.896563729228,1499
0.896576297228,47,0.901976641806,1499
0.901989209806,47,0.907227272972,1499
0.907239840972,47,0.912558378154,1499
0.912570946154,47,0.917924498385,1499
0.917937066385,47,0.923341297328,1499
0.923353865328,47,0.92890685541,1499
0.92891942341,47,0.934113419159,1499
0.934125987159,47,0.939392712206,1499
0.939405280206,47,0.944754762928,1499
0.944767330928,47,0.950074668536,1499
0.950087236536,47,0.955417815617,1499
0.955430383617,47,0.960800749865,1499
0.960813317865,47,0.966156930407,1499
0.966169498407,47,0.971587402723,1499
0.971599970723,47,0.976824379444,1499
0.976836947444,47,0.982335445806,1499
0.982348013806,47,1.062659289806,1311
1.062670353806,47,1.142752799829,47
1.062672329806,247,1.142872719829,1499
1.142885287829,47,1.142992639829,1499
1.143005207829,47,1.148438744948,1499
1.148451312948,47,1.152148344948,1499
1.152160912948,47,1.157755081359,1499
1.157767649359,47,1.162714658021,1499
1.162727226021,47,1.1688733952,1499
1.1688859632,47,1.1734587552,1499
1.1734713232,47,1.1793537144,1499
1.1793662824,47,1.1841303552,1499
1.1841429232,47,1.1902525152,1499
1.1902650832,47,1.1949839552,1499
1.1949965232,47,1.2005589952,1499
1.2005715632,47,1.2057802752,1499
1.2057928432,47,1.2109728352,1499
1.2109854032,47,1.2162255552,1499
1.2162381232,47,1.2219233152,1499
1.2219358832,47,1.2270177152,1499
1.2270302832,47,1.2330581952,1499
1.2330707632,47,1.2379331552,1499
1.2379457232,47,1.2433895552,1499
1.2434021232,47,1.2483482752,1499
1.2483608432,47,1.2544791552,1499
1.2544917232,47,1.2590888352,1499
1.2591014032,47,1.2653953952,1499
1.2654079632,47,1.2697891552,1499
1.2698017232,47,1.2778657952,1499
1.2778783632,47,1.2805177152,1499
1.2805302832,47,1.2892423552,1499
1.2892549232,47,1.2912977152,1499
1.2913102832,47,1.2969699552,1499
1.2969825232,47,1.3020425952,1499
1.3020551632,47,1.3081045952,1499
1.3081171632,47,1.3125643552,1499
1.3125769232,47,1.3182485952,1499
1.3182611632,47,1.3233272352,1499
1.3233398032,47,1.3305613952,1499
1.3305739632,47,1.3341769952,1499
1.3341895632,47,1.3409399552,1499
1.3409525232,47,1.3448030752,1499
1.3448156432,47,1.3509777152,1499
1.3509902832,47,1.3554327552,1499
1.3554453232,47,1.3615987552,1499
1.3616113232,47,1.3661191552,1499
1.3661317232,47,1.3755316352,1499
1.3755442032,47,1.3796389152,1499
1.3796514832,47,1.3861685952,1499
1.3861811632,47,1.3899161152,1499
1.3899286832,47,1.3960806752,1499
1.3960932432,47,1.3982572352,1499
1.3982698032,47,1.4061120352,1499
1.4061246032,47,1.4091377952,1499
1.4091503632,47,1.4163769152,1499
1.4163894832,47,1.4196532352,1499
1.4196658032,47,1.4275424352,1499
1.4275550032,47,1.4305584352,1499
1.4305710032,47,1.4397203552,1499
1.4397329232,47,1.4436366752,1499
1.4436492432,47,1.4504323552,1499
1.4504449232,47,1.4574225952,1499
1.4574351632,47,1.4611430752,1499
1.4611556432,47,1.4718380352,1499
1.4718506032,47,1.4734257152,1499
1.4734382832,47,1.4826030752,1499
1.4826156432,47,1.4847916352,1499
1.4848042032,47,1.4932340352,1499
1.4932466032,47,1.4969922752,1499
1.4970048432,47,1.5040063552,1499
1.5040189232,47,1.5074187552,1499
1.5074313232,47,1.5146606752,1499
1.5146732432,47,1.5164654752,1499
1.5164780432,47,1.5253837152,1499
1.5253962832,47,1.5269685952,1499
1.5269811632,47,1.5361557152,1499
1.5361682832,47,1.5368812352,1499
1.5368938032,47,1.5467921152,1499
1.5468046832,47,1.5483690752,1499
1.5483816432,47,1.5574401952,1499
1.5574527632,47,1.5627633952,1499
1.5627759632,47,1.5682077952,1499
1.5682203632,47,1.5745128352,1499
1.5745254032,47,1.5788678752,1499
1.5788804432,47,1.5865016352,1499
1.5865142032,47,1.5896649952,1499
1.5896775632,47,1.6002826752,1499
1.6002952432,47,1.6010341152,1499
1.6010466832,47,1.6109984352,1499
1.6110110032,47,1.6128171552,1499
1.6128297232,47,1.6219888352,1499
1.6220014032,47,1.6262387552,1499
1.6262513232,47,1.6324033152,1499
1.6324158832,47,1.6391982752,1499
1.6392108432,47,1.6431843552,1499
1.6431969232,47,1.6506901152,1499
1.6507026832,47,1.6539437152,1499
1.6539562832,47,1.6604980352,1499
1.6605106032,47,1.6646030752,1499
1.6646156432,47,1.6703230752,1499
1.6703356432,47,1.6752745152,1499
1.6752870832,47,1.6807129152,1499
1.6807254832,47,1.6859686752,1499
1.6859812432,47,1.6915573152,1499
1.6915698832,47,1.6966299552,1499
1.6966425232,47,1.7013428352,1499
1.7013554032,47,1.7073947552,1499
1.7074073232,47,1.7112808352,1499
1.7112934032,47,1.7180797152,1499
1.7180922832,47,1.7209731552,1499
1.7209857232,47,1.7288129152,1499
1.7288254832,47,1.7300030752,1499
1.7300156432,47,1.7395617152,1499
1.7395742832,47,1.7401812352,1499
1.7401938032,47,1.7502419552,1499
1.7502545232,47,1.7509813952,1499
1.7509939632,47,1.7573851552,1499
1.7573977232,47,1.7615361952,1499
1.7615487632,47,1.7696148352,1499
1.7696274032,47,1.7721558752,1499
1.7721684432,47,1.7791819552,1499
1.7791945232,47,1.7829174752,1499
1.7829300432,47,1.7893379552,1499
1.7893505232,47,1.7936622752,1499
1.7936748432,47,1.8037561152,1499
1.8037686832,47,1.8049733152,1499
1.8049858832,47,1.8129811552,1499
1.8129937232,47,1.8150377952,1499
1.8150503632,47,1.8235080352,1499
1.8235206032,47,1.8258482752,1499
1.8258608432,47,1.8327730752,1499
1.8327856432,47,1.8365085952,1499
1.8365211632,47,1.8435607552,1499
1.8435733232,47,1.8473413952,1499
1.8473539632,47,1.8554012352,1499
1.8554138032,47,1.8578116352,1499
1.8578242032,47,1.8649608352,1499
1.8649734032,47,1.8685824352,1499
1.8685950032,47,1.8756382752,1499
1.8756508432,47,1.8792845152,1499
1.8792970832,47,1.8863093152,1499
1.8863218832,47,1.8899898752,1499
1.8900024432,47,1.9003705952,1499
1.9003831632,47,1.9008729952,1499
1.9008855632,47,1.9077961152,1499
1.9078086832,47,1.9114055552,1499
1.9114181232,47,1.9191381952,1499
1.9191507632,47,1.9221481952,1499
1.9221607632,47,1.9278347552,1499
1.9278473232,47,1.9327881152,1499
1.9328006832,47,1.9384969952,1499
1.9385095632,47,1.9435756352,1499
1.9435882032,47,2.0238785152,997
2.0238870672,47,2.1062841952,47
2.0238890432,247,2.1064041152,1499
2.1064166832,47,2.1123659552,1499
2.1123785232,47,2.1184676352,1499
2.1184802032,47,2.1301132352,1499
2.1301258032,47,2.1359559552,1499
2.1359685232,47,2.1506166752,1499
2.1506292432,47,2.1621415552,1499
2.1621541232,47,2.1710756352,1499
2.1710882032,47,2.1823769152,1499
2.1823894832,47,2.1909559552,1499
2.1909685232,47,2.2021852352,1499
2.2021978032,47,2.2149491552,1499
2.2149617232,47,2.2219857952,1499
2.2219983632,47,2.2319385952,1499
2.2319511632,47,2.2425774752,1499
2.2425900432,47,2.2538993152,1499
2.2539118832,47,2.2641369152,1499
2.2641494832,47,2.2735765952,1499
2.2735891632,47,2.2746618752,1499
2.2746744432,47,2.2858497152,1499
2.2858622832,47,2.2948319552,1499
2.2948445232,47,2.2960311552,1499
2.2960437232,47,2.3068090752,1499
2.3068216432,47,2.3176293952,1499
2.3176419632,47,2.3179951552,1499
2.3180077232,47,2.3282841152,1499
2.3282966832,47,2.3337736352,1499
2.3337862032,47,2.3390213152,1499
2.3390338832,47,2.3451745152,1499
2.3451870832,47,2.3496462752,1499
2.3496588432,47,2.3560145952,1499
2.3560271632,47,2.3603487552,1499
2.3603613232,47,2.3678498752,1499
2.3678624432,47,2.3709857952,1499
2.3709983632,47,2.3786054752,1499
2.3786180432,47,2.3817632352,1499
2.3817758032,47,2.3894061952,1499
2.3894187632,47,2.3925361152,1499
2.3925486832,47,2.3995638752,1499
2.3995764432,47,2.4029595552,1499
2.4029721232,47,2.4094233952,1499
2.4094359632,47,2.4139024352,1499
2.4139150032,47,2.4197852352,1499
2.4197978032,47,2.4246546752,1499
2.4246672432,47,2.4299870752,1499
2.4299996432,47,2.4353055552,1499
2.4353181232,47,2.4376140352,1499
2.4376266032,47,2.4460841952,1499
2.4460967632,47,2.4482607552,1499
2.4482733232,47,2.4567290752,1499
2.4567416432,47,2.4590315552,1499
2.4590441232,47,2.4674906752,1499
2.4675032432,47,2.4695580352,1499
2.4695706032,47,2.4781069152,1499
2.4781194832,47,2.4802774752,1499
2.4802900432,47,2.4887637952,1499
2.4887763632,47,2.4908264352,1499
2.4908390032,47,2.4995545152,1499
2.4995670832,47,2.5016688352,1499
2.5016814032,47,2.5100352352,1499
2.5100478032,47,2.5124456352,1499
2.5124582032,47,2.5210319552,1499
2.5210445232,47,2.5229686752,1499
2.5229812432,47,2.5316809152,1499
2.5316934832,47,2.5331518752,1499
2.5331644432,47,2.5424263552,1499
2.5424389232,47,2.5438192352,1499
2.5438318032,47,2.5530586752,1499
2.5530712432,47,2.5551153152,1499
2.5551278832,47,2.5638442752,1499
2.5638568432,47,2.5656610752,1499
2.5656736432,47,2.5744932352,1499
2.5745058032,47,2.5764513952,1499
2.5764639632,47,2.5851863552,1499
2.5851989232,47,2.5872429952,1499
2.5872555632,47,2.5958340352,1499
2.5958466032,47,2.5980285952,1499
2.5980411632,47,2.6066206752,1499
2.6066332432,47,2.6089231552,1499
2.6089357232,47,2.6174160352,1499
2.6174286032,47,2.6228664352,1499
2.6228790032,47,2.6278251552,1499
2.6278377232,47,2.6338871552,1499
2.6338997232,47,2.6387259552,1499
2.6387385232,47,2.6449576352,1499
2.6449702032,47,2.6494246752,1499
2.6494372432,47,2.6558140352,1499
2.6558266032,47,2.6599393152,1499
2.6599518832,47,2.6667765952,1499
2.6667891632,47,2.6709396352,1499
2.6709522032,47,2.6771215552,1499
2.6771341232,47,2.6815825952,1499
2.6815951632,47,2.6881400352,1499
2.6881526032,47,2.6923612352,1499
2.6923738032,47,2.6989706752,1499
2.6989832432,47,2.7030839552,1499
2.7030965232,47,2.7097455552,1499
2.7097581232,47,2.7136129952,1499
2.7136255632,47,2.7202805952,1499
2.7202931632,47,2.7244058752,1499
2.7244184432,47,2.7305757952,1499
2.7305883632,47,2.7351687552,1499
2.7351813232,47,2.7406131552,1499
2.7406257232,47,2.7459447552,1499
2.7459573232,47,2.7480013952,1499
2.7480139632,47,2.7565877152,1499
2.7566002832,47,2.7574511552,1499
2.7574637232,47,2.7628955552,1499
2.7629081232,47,2.7677403552,1499
2.7677529232,47,2.7740301952,1499
2.7740427632,47,2.7785032352,1499
2.7785158032,47,2.7848088352,1499
2.7848214032,47,2.7891619552,1499
2.7891745232,47,2.7953899552,1499
2.7954025232,47,2.7998689952,1499
2.7998815632,47,2.8061828352,1499
2.8061954032,47,2.8107757952,1499
2.8107883632,47,2.8168317952,1499
2.8168443632,47,2.8212804352,1499
2.8212930032,47,2.8277239552,1499
2.8277365232,47,2.8320650752,1499
2.8320776432,47,2.8384405152,1499
2.8384530832,47,2.8428980352,1499
2.8429106032,47,2.8489647552,1499
2.8489773232,47,2.8534317952,1499
2.8534443632,47,2.8592599552,1499
2.8592725232,47,2.8641107552,1499
2.8641233232,47,2.8704065952,1499
2.8704191632,47,2.8748941152,1499
2.8749066832,47,2.8809381152,1499
2.8809506832,47,2.8855550752,1499
2.8855676432,47,2.8915870752,1499
2.8915996432,47,2.8962999552,1499
2.8963125232,47,2.9026102752,1499
2.9026228432,47,2.9069921152,1499
2.9070046832,47,2.9135075552,1499
2.9135201232,47,2.9176884352,1499
2.9177010032,47,2.9246090752,1499
2.9246216432,47,2.9284015552,1499
2.9284141232,47,2.9353623552,1499
2.9353749232,47,2.9391098752,1499
2.9391224432,47,2.9458457152,1499
2.9458582832,47,2.9498270752,1499
2.9498396432,47,2.9564753952,1499
2.9564879632,47,2.9604567552,1499
2.9604693232,47,2.9670104352,1499
2.9670230032,47,2.9712256352,1499
2.9712382032,47,2.9775034752,1499
2.9775160432,47,2.9820951552,1499
2.9821077232,47,2.9884137152,1499
2.9884262832,47,2.9926336352,1499
2.9926462032,47,2.9992869952,1499
2.9992995632,47,3.0032989952,1499
3.0033115632,47,3.0847253152,391
3.0847290192,47,3.1656250752,47
3.0847309952,247,3.1657449952,1499
3.1657575632,47,3.1709555552,1499
3.1709681232,47,3.1770412352,1499
3.1770538032,47,3.1886615552,1499
3.1886741232,47,3.1975930752,1499
3.1976056432,47,3.2089089152,1499
3.2089214832,47,3.2166137952,1499
3.2166263632,47,3.2270567552,1499
3.2270693232,47,3.2406358752,1499
3.2406484432,47,3.2487763552,1499
3.2487889232,47,3.2604345952,1499
3.2604471632,47,3.2722827552,1499
3.2722953232,47,3.2810076352,1499
3.2810202032,47,3.2931556352,1499
3.2931682032,47,3.3019925152,1499
3.3020050832,47,3.3132736352,1499
3.3132862032,47,3.3255261152,1499
3.3255386832,47,3.3341310752,1499
3.3341436432,47,3.3357823552,1499
3.3357949232,47,3.3457648352,1499
3.3457774032,47,3.3555573152,1499
3.3555698832,47,3.3661829952,1499
3.3661955632,47,3.3779013952,1499
3.3779139632,47,3.3791353152,1499
3.3791478832,47,3.3875064352,1499
3.3875190032,47,3.3972033152,1499
3.3972158832,47,3.3984085152,1499
3.3984210832,47,3.4091119552,1499
3.4091245232,47,3.4102524352,1499
3.4102650032,47,3.4197879552,1499
3.4198005232,47,3.4219181152,1499
3.4219306832,47,3.4303374752,1499
3.4303500432,47,3.4368611552,1499
3.4368737232,47,3.4410568352,1499
3.4410694032,47,3.4486089952,1499
3.4486215632,47,3.4517329152,1499
3.4517454832,47,3.4601861152,1499
3.4601986832,47,3.4624765952,1499
3.4624891632,47,3.4731525952,1499
3.4731651632,47,3.4741737152,1499
3.4741862832,47,3.4840159552,1499
3.4840285232,47,3.4857308352,1499
