numActiveSessions:vector baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[1].tcp.conn-623 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.815595151444,51,0.895846483444,51,1.895846483444,40,1.9758839512,0.080037467755999985,1.9758912312,40,1.9758912312,0.040033062155999998
0.815595151444,1,0.895846483444,47,1.9758839512,47,1.945846483444,40,2.0559803512,0.080096399999999983,2.0559876312,40,2.0559876312,0.040088794400000002
,,1.895846483444,87,1.9758912312,87,1.995846483444,40,2.1370394712,0.081059119999999984,2.1370502712,80,2.1370502712,0.041051802399999989
,,1.9758839512,87,2.0559803512,47,2.045846483444,40,2.2198999512,0.082860479999999985,2.2199072312,40,2.1370502712,0.041051802399999989
,,1.9758912312,47,2.0559876312,87,2.095846483444,40,2.3002459512,0.080346,2.3002567512,80,2.2199072312,0.042852298400000002
,,2.0559803512,127,2.1370394712,47,2.145846483444,40,2.3805404312,0.080294480000000001,2.3805512312,80,2.3002567512,0.040338682399999991
,,2.0559876312,47,2.1370502712,127,2.195846483444,40,2.4610804312,0.08054,2.4610877112,40,2.3002567512,0.040338682399999991
,,2.1370394712,87,2.2198999512,47,2.245846483444,40,2.5411198712,0.080039439999999989,2.5411700952,528,2.3805512312,0.04028658639999999
,,2.1370502712,47,2.2199072312,87,2.295846483444,40,3.6213516312,0.080181535999999997,3.6213589112,40,2.3805512312,0.04028658639999999
,,2.2198999512,127,2.3002459512,47,2.345846483444,40,3.7015018712,0.080150239999999983,3.7015091512,40,2.4610877112,0.040531818400000002
,,2.2199072312,47,2.3002567512,127,2.395846483444,40,3.7816119512,0.08011008,3.7816227512,80,2.5411700952,0.040074778399999996
,,2.3002459512,127,2.3805404312,47,3.5411700952,40,3.8616432312,0.080031279999999982,3.8616505112,40,3.6213589112,0.040177130399999996
,,2.3002567512,47,2.3805512312,127,3.5911700952,40,3.9416939512,0.080050719999999991,3.9417047512,80,3.7015091512,0.040142634400000001
,,2.3805404312,87,2.4610804312,47,3.6411700952,40,4.0217793912,0.080085439999999979,4.0217901912,80,3.7816227512,0.040102762399999991
,,2.3805512312,47,2.4610877112,87,3.6911700952,40,4.1039817112,0.082202319999999994,4.1039889912,40,3.7816227512,0.040102762399999991
,,2.4610804312,87,2.5411198712,47,3.7411700952,40,4.1859658712,0.08198416,4.1860160952,528,3.8616505112,0.040023098399999998
,,2.4610877112,47,2.5411700952,575,3.7911700952,40,,,,,3.9417047512,0.040043402399999996
,,2.5411700952,47,3.6213516312,47,3.8411700952,40,,,,,3.9417047512,0.040043402399999996
,,3.5411700952,87,3.6213589112,87,3.8911700952,40,,,,,4.0217901912,0.040077546399999996
,,3.6213516312,87,3.7015018712,47,3.9411700952,40,,,,,4.0217901912,0.040077546399999996
,,3.6213589112,47,3.7015091512,87,3.9911700952,40,,,,,4.1039889912,0.042200138399999989
,,3.7015018712,127,3.7816119512,47,4.0411700952,40,,,,,4.1860160952,0.042019498399999993
,,3.7015091512,47,3.7816227512,127,,,,,,,,
,,3.7816119512,87,3.8616432312,47,,,,,,,,
,,3.7816227512,47,3.8616505112,87,,,,,,,,
,,3.8616432312,127,3.9416939512,47,,,,,,,,
,,3.8616505112,47,3.9417047512,127,,,,,,,,
,,3.9416939512,127,4.0217793912,47,,,,,,,,
,,3.9417047512,47,4.0217901912,127,,,,,,,,
,,4.0217793912,87,4.1039817112,47,,,,,,,,
,,4.0217901912,47,4.1039889912,87,,,,,,,,
,,4.1039817112,87,4.1859658712,47,,,,,,,,
,,4.1039889912,47,4.1860160952,575,,,,,,,,
,,4.1860160952,47,,,,,,,,,,
