numActiveSessions:vector baselineTestQoS.hostSSH[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[5].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[5].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[5].tcp.conn-615 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[5].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.773145550359,51,0.853395683159,51,1.853395683159,40,1.9334298712,0.080034188040999986,1.9334371512,40,1.9334371512,0.040029782441
0.773145550359,1,0.853395683159,47,1.9334298712,47,1.903395683159,40,2.0136589912,0.080229119999999986,2.0136662712,40,2.0136662712,0.040221514399999991
,,1.853395683159,87,1.9334371512,87,1.953395683159,40,2.0977649112,0.08410592,2.0977757112,80,2.0977757112,0.044098602399999991
,,1.9334298712,87,2.0136589912,47,2.003395683159,40,2.1799313112,0.0821664,2.1799385912,40,2.0977757112,0.044098602399999991
,,1.9334371512,47,2.0136662712,87,2.053395683159,40,2.2603537912,0.08042247999999999,2.2603645912,80,2.1799385912,0.042158218400000002
,,2.0136589912,127,2.0977649112,47,2.103395683159,40,2.3405263512,0.080172560000000003,2.3405371512,80,2.2603645912,0.040417786400000002
,,2.0136662712,47,2.0977757112,127,2.153395683159,40,2.4207548312,0.08022847999999999,2.4207621112,40,2.2603645912,0.040417786400000002
,,2.0977649112,87,2.1799313112,47,2.203395683159,40,2.5008838712,0.080129039999999984,2.5009340952,528,2.3405371512,0.040165242399999995
,,2.0977757112,47,2.1799385912,87,2.253395683159,40,3.5811077912,0.080173695999999988,3.5811150712,40,2.3405371512,0.040165242399999995
,,2.1799313112,127,2.2603537912,47,2.303395683159,40,3.6611778712,0.080070079999999987,3.6611851512,40,2.4207621112,0.040220314399999998
,,2.1799385912,47,2.2603645912,127,2.353395683159,40,3.7412433112,0.080065439999999987,3.7412541112,80,2.5009340952,0.040164378399999991
,,2.2603537912,127,2.3405263512,47,3.5009340952,40,3.8216678712,0.080424560000000005,3.8216751512,40,3.5811150712,0.040102298399999999
,,2.2603645912,47,2.3405371512,127,3.5509340952,40,3.9023932312,0.080725359999999995,3.9024040312,80,3.6611851512,0.040062474399999992
,,2.3405263512,87,2.4207548312,47,3.6009340952,40,3.9826482712,0.080255039999999999,3.9826590712,80,3.7412541112,0.040054922399999997
,,2.3405371512,47,2.4207621112,87,3.6509340952,40,4.0629748312,0.080326559999999991,4.0629821112,40,3.7412541112,0.040054922399999997
,,2.4207548312,87,2.5008838712,47,3.7009340952,40,4.1434925912,0.080517759999999993,4.1435428152,528,3.8216751512,0.040416378399999994
,,2.4207621112,47,2.5009340952,575,3.7509340952,40,,,,,3.9024040312,0.040720666399999993
,,2.5009340952,47,3.5811077912,47,3.8009340952,40,,,,,3.9024040312,0.040720666399999993
,,3.5009340952,87,3.5811150712,87,3.8509340952,40,,,,,3.9826590712,0.040247722399999991
,,3.5811077912,87,3.6611778712,47,3.9009340952,40,,,,,3.9826590712,0.040247722399999991
,,3.5811150712,47,3.6611851512,87,3.9509340952,40,,,,,4.0629821112,0.040318394399999998
,,3.6611778712,127,3.7412433112,47,4.0009340952,40,,,,,4.1435428152,0.0405530984
,,3.6611851512,47,3.7412541112,127,,,,,,,,
,,3.7412433112,87,3.8216678712,47,,,,,,,,
,,3.7412541112,47,3.8216751512,87,,,,,,,,
,,3.8216678712,127,3.9023932312,47,,,,,,,,
,,3.8216751512,47,3.9024040312,127,,,,,,,,
,,3.9023932312,127,3.9826482712,47,,,,,,,,
,,3.9024040312,47,3.9826590712,127,,,,,,,,
,,3.9826482712,87,4.0629748312,47,,,,,,,,
,,3.9826590712,47,4.0629821112,87,,,,,,,,
,,4.0629748312,87,4.1434925912,47,,,,,,,,
,,4.0629821112,47,4.1435428152,575,,,,,,,,
,,4.1435428152,47,,,,,,,,,,
