,hostFDO0 rtt Val,hostFDO1 rtt Val,hostFDO2 rtt Val,hostFDO3 rtt Val,hostFDO4 rtt Val,hostFDO5 rtt Val,hostFDO6 rtt Val,hostFDO7 rtt Val,hostFDO8 rtt Val,hostFDO9 rtt Val,hostFDO10 rtt Val,hostFDO11 rtt Val,hostFDO12 rtt Val,hostFDO13 rtt Val,hostFDO14 rtt Val,hostFDO15 rtt Val,hostFDO16 rtt Val,hostFDO17 rtt Val,hostFDO18 rtt Val,hostFDO19 rtt Val,hostFDO20 rtt Val,hostFDO21 rtt Val,hostFDO22 rtt Val,hostFDO23 rtt Val,hostFDO24 rtt Val,hostFDO25 rtt Val,hostFDO26 rtt Val,hostFDO27 rtt Val,hostFDO28 rtt Val,hostFDO29 rtt Val,hostFDO30 rtt Val,hostFDO31 rtt Val,hostFDO32 rtt Val,hostFDO33 rtt Val,hostFDO34 rtt Val,hostFDO35 rtt Val,hostFDO36 rtt Val,hostFDO37 rtt Val,hostFDO38 rtt Val,hostFDO39 rtt Val,hostFDO40 rtt Val,hostFDO41 rtt Val,hostFDO42 rtt Val,hostFDO43 rtt Val
0,0.0800851223999999,0.0800851223999999,0.0801633727929999,0.080207628434,0.0800851223999999,0.0800851223999999,0.0802684479999999,0.0802568479999999,0.0800851223999999,0.0800851223999999,0.080174571882,0.0800851223999999,0.0803781335999999,0.080238532,0.0801734859559999,0.0801255961379999,0.0800851223999999,0.080252768,0.0800851223999999,0.0802038431999999,0.0800851223999999,0.0801153312,0.080291054464,0.0801136527999999,0.0800851223999999,0.0800851223999999,0.0800851223999999,0.0801560527999999,0.080126969593,0.0800851223999999,0.0800851223999999,0.0800851223999999,0.0801347034739999,0.0800851223999999,0.0800851223999999,0.0803472095929999,0.0800851223999999,0.0800851223999999,0.0800851223999999,0.0800851223999999,0.0802939207009999,0.0802867986059999,0.0800851223999999,0.0800851223999999
